"estimate","lower","upper","onset_date","n.reported"
30,30,30,2020-05-11,30
35,35,37,2020-05-12,35
50,50,53,2020-05-13,50
44,44,47,2020-05-14,44
42,41,45,2020-05-15,41
47,46,50,2020-05-16,46
40,39,43,2020-05-17,39
37,36,40,2020-05-18,36
29,28,32,2020-05-19,28
51,50,54,2020-05-20,50
31,30,35,2020-05-21,30
36,35,40,2020-05-22,35
39,37,42,2020-05-23,37
39,37,43,2020-05-24,37
52,50,56,2020-05-25,50
34,32,38,2020-05-26,32
47,45,52,2020-05-27,45
49,46,53,2020-05-28,46
37,34,41,2020-05-29,34
58,54,63,2020-05-30,54
55,52,61,2020-05-31,51
89,85,96,2020-06-01,84
42,38,48,2020-06-02,37
53,49,59,2020-06-03,47
45,41,52,2020-06-04,39
59,54,66,2020-06-05,51
48,42,55,2020-06-06,39
44,39,52,2020-06-07,35
57,51,65,2020-06-08,46
50,43,58,2020-06-09,37
56,49,66,2020-06-10,41
45,37,56,2020-06-11,28
47,37,58,2020-06-12,25
50,39,63,2020-06-13,23
50,38,65,2020-06-14,19
51,37,67,2020-06-15,15
49,34,69,2020-06-16,8
62,44,87,2020-06-17,14
54,34,84,2020-06-18,2
58,36,97,2020-06-19,2
