"estimate","lower","upper","onset_date","n.reported"
9,9,9,2020-06-02,9
5,5,6,2020-06-03,5
9,9,12,2020-06-04,9
5,5,8,2020-06-05,5
13,13,16,2020-06-06,13
10,9,13,2020-06-07,9
7,6,11,2020-06-08,6
3,1,7,2020-06-09,1
10,8,14.0249999999996,2020-06-10,8
6,4,11,2020-06-11,4
7,4,11,2020-06-12,4
11,8,16,2020-06-13,8
7,4,12,2020-06-14,4
9,5,14,2020-06-15,5
7,4,13,2020-06-16,3
14,10,20,2020-06-17,9
10,6,17,2020-06-18,5
8,4,15,2020-06-19,3
10,5,17,2020-06-20,4
8,4,15,2020-06-21,2
8,3,16,2020-06-22,1
12,7,22,2020-06-23,4
14,8,25,2020-06-24,5
18,11,31,2020-06-25,8
13,7,25,2020-06-26,3
10,4,22,2020-06-27,NA
11,5,23,2020-06-28,1
15,8,28,2020-06-29,4
12,5,26,2020-06-30,1
15,7,29,2020-07-01,3
14,6,29,2020-07-02,2
12,4,26,2020-07-03,NA
12,4,28,2020-07-04,NA
13,5,30,2020-07-05,1
12,4,30,2020-07-06,NA
13,4,31,2020-07-07,NA
13,4,32,2020-07-08,NA
13,4,32,2020-07-09,NA
13,4,35,2020-07-10,NA
13,4,37,2020-07-11,NA
