"dt_notific","n.notific"
2020-03-17,1
2020-03-20,1
2020-03-22,1
2020-03-23,1
2020-03-25,1
2020-03-26,1
2020-03-27,4
2020-03-28,4
2020-03-29,3
2020-03-30,8
2020-03-31,8
2020-04-01,3
2020-04-02,4
2020-04-03,8
2020-04-06,4
2020-04-07,4
2020-04-08,6
2020-04-09,3
2020-04-10,1
2020-04-11,1
2020-04-12,1
2020-04-13,10
2020-04-14,5
2020-04-15,3
2020-04-16,3
2020-04-17,2
2020-04-18,7
2020-04-19,1
2020-04-20,8
2020-04-21,1
2020-04-22,3
2020-04-23,4
2020-04-24,8
2020-04-25,6
2020-04-26,4
2020-04-27,7
2020-04-28,8
2020-04-29,6
2020-04-30,5
2020-05-01,4
2020-05-02,4
2020-05-03,5
2020-05-04,8
2020-05-05,6
2020-05-06,7
2020-05-07,6
2020-05-08,9
2020-05-09,4
2020-05-10,4
2020-05-11,14
2020-05-12,7
2020-05-13,12
2020-05-14,6
2020-05-15,5
2020-05-18,4
2020-05-19,1
2020-05-20,3
