nome_drs,dt_semana,semana,cod_drs.x,pop,pop_60,area,casos_not,casos_sin,casos_not_pc,casos_sin_pc,obitos_not,obitos_sin,obitos_not_pc,obitos_sin_pc
Araraquara,2020-06-13,2020-W24,8,991435,163288,915921,378,472,38.1265539344486,47.6077604684119,6,12,0.605183395784898,1.2103667915698
Araraquara,2020-06-20,2020-W25,8,991435,163288,915921,432,531,43.5732044965126,53.5587305269634,6,17,0.605183395784898,1.71468628805721
Araraquara,2020-06-27,2020-W26,8,991435,163288,915921,514,575,51.8440442389062,57.9967420960527,7,7,0.706047295082381,0.706047295082381
Araraquara,2020-07-04,2020-W27,8,991435,163288,915921,462,770,46.5991214754371,77.6652024590619,8,15,0.806911194379864,1.51295848946224
Araraquara,2020-07-11,2020-W28,8,991435,163288,915921,664,902,66.9736291335287,90.9792371663296,8,15,0.806911194379864,1.51295848946224
Araraquara,2020-07-18,2020-W29,8,991435,163288,915921,510,934,51.4405886417163,94.2068819438491,17,20,1.71468628805721,2.01727798594966
Araraquara,2020-07-25,2020-W30,8,991435,163288,915921,954,1081,96.2241599297987,109.033875140579,12,20,1.2103667915698,2.01727798594966
Araraquara,2020-08-01,2020-W31,8,991435,163288,915921,1097,1164,110.647697529339,117.40557878227,16,23,1.61382238875973,2.31986968384211
Araraquara,2020-08-08,2020-W32,8,991435,163288,915921,1303,1232,131.42566078462,124.264323934499,24,21,2.42073358313959,2.11814188524714
Araraquara,2020-08-15,2020-W33,8,991435,163288,915921,1361,1236,137.275766943874,124.667779531689,15,28,1.51295848946224,2.82418918032952
Araraquara,2020-08-22,2020-W34,8,991435,163288,915921,1188,1063,119.82631236541,107.218324953224,17,21,1.71468628805721,2.11814188524714
Araraquara,2020-08-29,2020-W35,8,991435,163288,915921,1140,921,114.984845199131,92.8956512529818,19,13,1.91641408665218,1.31123069086728
Araraquara,2020-09-05,2020-W36,8,991435,163288,915921,1105,892,111.454608723719,89.9705981733548,25,18,2.52159748243707,1.81555018735469
Araraquara,2020-09-12,2020-W37,8,991435,163288,915921,975,962,98.3423018150459,97.0310711241786,25,20,2.52159748243707,2.01727798594966
Araraquara,2020-09-19,2020-W38,8,991435,163288,915921,994,911,100.258715901698,91.887012260007,19,16,1.91641408665218,1.61382238875973
Araraquara,2020-09-26,2020-W39,8,991435,163288,915921,904,931,91.1809649649246,93.9042902459566,16,19,1.61382238875973,1.91641408665218
Araraquara,2020-10-03,2020-W40,8,991435,163288,915921,1007,841,101.569946592565,84.8265393091831,16,15,1.61382238875973,1.51295848946224
Araraquara,2020-10-10,2020-W41,8,991435,163288,915921,807,764,81.3971667330687,77.060019063277,28,14,2.82418918032952,1.41209459016476
Araraquara,2020-10-17,2020-W42,8,991435,163288,915921,740,641,74.6392854801374,64.6537594496866,17,12,1.71468628805721,1.2103667915698
Araraquara,2020-10-24,2020-W43,8,991435,163288,915921,637,607,64.2503038524966,61.2243868735721,16,10,1.61382238875973,1.00863899297483
Araraquara,2020-10-31,2020-W44,8,991435,163288,915921,623,548,62.8382092623319,55.2734168150207,8,10,0.806911194379864,1.00863899297483
Araraquara,2020-11-07,2020-W45,8,991435,163288,915921,225,669,22.6943773419337,67.4779486300161,6,16,0.605183395784898,1.61382238875973
Araraquara,2020-11-14,2020-W46,8,991435,163288,915921,1029,789,103.78895237711,79.581616545714,19,13,1.91641408665218,1.31123069086728
Araraquara,2020-11-21,2020-W47,8,991435,163288,915921,754,883,76.0513800703021,89.0628230796774,13,12,1.31123069086728,1.2103667915698
Araraquara,2020-11-28,2020-W48,8,991435,163288,915921,637,1081,64.2503038524966,109.033875140579,14,18,1.41209459016476,1.81555018735469
Araraquara,2020-12-05,2020-W49,8,991435,163288,915921,1033,1152,104.1924079743,116.1952119907,15,8,1.51295848946224,0.806911194379864
Araraquara,2020-12-12,2020-W50,8,991435,163288,915921,1082,1149,109.134739039877,115.892620292808,10,7,1.00863899297483,0.706047295082381
Araraquara,2020-12-19,2020-W51,8,991435,163288,915921,1093,1064,110.244241932149,107.319188852522,8,16,0.806911194379864,1.61382238875973
Araraquara,2020-12-26,2020-W52,8,991435,163288,915921,775,1316,78.1695219555493,132.736891475488,13,18,1.31123069086728,1.81555018735469
Araraquara,2021-01-02,2020-W53,8,991435,163288,915921,1129,1764,113.875342306858,177.92391836076,11,22,1.10950289227231,2.21900578454462
Araraquara,2021-01-09,2021-W01,8,991435,163288,915921,1394,2277,140.604275620691,229.667098700369,8,32,0.806911194379864,3.22764477751945
Araraquara,2021-01-16,2021-W02,8,991435,163288,915921,1974,2136,199.105337213231,215.445288899424,21,42,2.11814188524714,4.23628377049428
Araraquara,2021-01-23,2021-W03,8,991435,163288,915921,1803,2225,181.857610433362,224.4221759369,18,69,1.81555018735469,6.95960905152632
Araraquara,2021-01-30,2021-W04,8,991435,163288,915921,1854,2128,187.001669297533,214.638377705044,29,67,2.92505307962701,6.75788125293136
Araraquara,2021-02-06,2021-W05,8,991435,163288,915921,2215,2443,223.413536943925,246.410505983751,51,98,5.14405886417163,9.88466213115333
Araraquara,2021-02-13,2021-W06,8,991435,163288,915921,2375,2223,239.551760831522,224.220448138305,59,80,5.95097005855149,8.06911194379864
Araraquara,2021-02-20,2021-W07,8,991435,163288,915921,2291,2485,231.079193290533,250.646789754245,56,77,5.64837836065904,7.76652024590619
Araraquara,2021-02-27,2021-W08,8,991435,163288,915921,3105,2089,313.182407318685,210.704685632442,69,62,6.95960905152632,6.25356175644394
Araraquara,2021-03-06,2021-W09,8,991435,163288,915921,2780,2358,280.401640047003,237.837074543465,72,58,7.26220074941877,5.85010615925401
Araraquara,2021-03-13,2021-W10,8,991435,163288,915921,2623,2569,264.566007857298,259.119357295234,120,28,12.103667915698,2.82418918032952
Araraquara,2021-03-20,2021-W11,8,991435,163288,915921,2895,1920,292.000988466213,193.658686651167,79,14,7.96824804450115,1.41209459016476
Araraquara,2021-03-27,2021-W12,8,991435,163288,915921,2901,378,292.606171861998,38.1265539344486,109,2,10.9941650234256,0.201727798594966
Baixada Santista,2020-02-29,2020-W09,13,1831884,297676,229545,0,5,0,0.272943046612122,0,0,0,0
Baixada Santista,2020-03-07,2020-W10,13,1831884,297676,229545,0,27,0,1.47389245170546,0,1,0,0.0545886093224243
Baixada Santista,2020-03-14,2020-W11,13,1831884,297676,229545,0,53,0,2.89319629408849,0,8,0,0.436708874579395
Baixada Santista,2020-03-21,2020-W12,13,1831884,297676,229545,0,222,0,12.1186712695782,0,24,0,1.31012662373818
Baixada Santista,2020-03-28,2020-W13,13,1831884,297676,229545,0,346,0,18.8876588255588,0,31,0,1.69224688899515
Baixada Santista,2020-04-04,2020-W14,13,1831884,297676,229545,80,540,4.36708874579395,29.4778490341091,2,40,0.109177218644849,2.18354437289697
Baixada Santista,2020-04-11,2020-W15,13,1831884,297676,229545,110,610,6.00474702546668,33.2990516866789,6,38,0.327531655934546,2.07436715425212
Baixada Santista,2020-04-18,2020-W16,13,1831884,297676,229545,258,794,14.0838612051855,43.3433558020049,21,62,1.14636079577091,3.38449377799031
Baixada Santista,2020-04-25,2020-W17,13,1831884,297676,229545,332,1142,18.1234182950449,62.3401918462086,15,92,0.818829139836365,5.02215205766304
Baixada Santista,2020-05-02,2020-W18,13,1831884,297676,229545,420,1901,22.9272159154182,103.772946321929,45,100,2.4564874195091,5.45886093224243
Baixada Santista,2020-05-09,2020-W19,13,1831884,297676,229545,635,2309,34.6637669197395,126.045098925478,51,139,2.78401907544364,7.58781669581698
Baixada Santista,2020-05-16,2020-W20,13,1831884,297676,229545,818,3554,44.6534824257431,194.007917531896,34,145,1.85601271696243,7.91534835175153
Baixada Santista,2020-05-23,2020-W21,13,1831884,297676,229545,1292,4033,70.5284832445723,220.155861397337,84,180,4.58544318308364,9.82594967803638
Baixada Santista,2020-05-30,2020-W22,13,1831884,297676,229545,2299,3855,125.499212832254,210.439088937946,131,154,7.15110782123759,8.40664583565335
Baixada Santista,2020-06-06,2020-W23,13,1831884,297676,229545,3823,4228,208.692253439628,230.80064021521,106,161,5.78639258817698,8.78876610091032
Baixada Santista,2020-06-13,2020-W24,13,1831884,297676,229545,2828,4416,154.376587163816,241.063298767826,63,172,3.43908238731273,9.38924080345699
Baixada Santista,2020-06-20,2020-W25,13,1831884,297676,229545,3854,3716,210.384500328623,202.851272242129,155,134,8.46123444497577,7.31487364920486
Baixada Santista,2020-06-27,2020-W26,13,1831884,297676,229545,3906,3942,213.223108013389,215.188297948997,150,76,8.18829139836365,4.14873430850425
Baixada Santista,2020-07-04,2020-W27,13,1831884,297676,229545,3038,3337,165.840195121525,182.16218930893,99,91,5.40427232292001,4.96756344834062
Baixada Santista,2020-07-11,2020-W28,13,1831884,297676,229545,4573,2747,249.633710431447,149.9549098087,76,88,4.14873430850425,4.80379762037334
Baixada Santista,2020-07-18,2020-W29,13,1831884,297676,229545,2004,2298,109.395573082138,125.444624222931,107,65,5.8409811974994,3.54825960595758
Baixada Santista,2020-07-25,2020-W30,13,1831884,297676,229545,3563,1953,194.499215015798,106.611554006695,106,45,5.78639258817698,2.4564874195091
Baixada Santista,2020-08-01,2020-W31,13,1831884,297676,229545,2587,1823,141.220732317112,99.5150347947796,120,48,6.55063311869092,2.62025324747637
Baixada Santista,2020-08-08,2020-W32,13,1831884,297676,229545,4152,2101,226.651905906706,114.690668186414,108,44,5.89556980682183,2.40189881018667
Baixada Santista,2020-08-15,2020-W33,13,1831884,297676,229545,3160,1460,172.500005458861,79.6993696107395,102,71,5.56803815088728,3.87579126189213
Baixada Santista,2020-08-22,2020-W34,13,1831884,297676,229545,2198,1200,119.985763290689,65.5063311869092,69,47,3.76661404324728,2.56566463815394
Baixada Santista,2020-08-29,2020-W35,13,1831884,297676,229545,1935,1159,105.628959038891,63.2681982046898,75,40,4.09414569918183,2.18354437289697
Baixada Santista,2020-09-05,2020-W36,13,1831884,297676,229545,1937,1329,105.738136257536,72.548261789502,50,48,2.72943046612122,2.62025324747637
Baixada Santista,2020-09-12,2020-W37,13,1831884,297676,229545,1213,1279,66.2159831081007,69.8188313233807,40,40,2.18354437289697,2.18354437289697
Baixada Santista,2020-09-19,2020-W38,13,1831884,297676,229545,1721,1134,93.9469966438923,61.9034829716292,72,30,3.93037987121455,1.63765827967273
Baixada Santista,2020-09-26,2020-W39,13,1831884,297676,229545,1756,1107,95.8575979701772,60.4295905199237,77,26,4.20332291782667,1.41930384238303
Baixada Santista,2020-10-03,2020-W40,13,1831884,297676,229545,1241,1230,67.7444641691286,67.1439894665819,32,44,1.74683549831758,2.40189881018667
Baixada Santista,2020-10-10,2020-W41,13,1831884,297676,229545,1337,1386,72.9849706640813,75.6598125208801,32,39,1.74683549831758,2.12895576357455
Baixada Santista,2020-10-17,2020-W42,13,1831884,297676,229545,1190,1596,64.960445093685,87.1234204785893,41,39,2.2381329822194,2.12895576357455
Baixada Santista,2020-10-24,2020-W43,13,1831884,297676,229545,1294,2051,70.6376604632171,111.961237720292,42,51,2.29272159154182,2.78401907544364
Baixada Santista,2020-10-31,2020-W44,13,1831884,297676,229545,1688,2055,92.1455725362523,112.179592157582,32,66,1.74683549831758,3.60284821528001
Baixada Santista,2020-11-07,2020-W45,13,1831884,297676,229545,710,2537,38.7579126189213,138.491301850991,30,91,1.63765827967273,4.96756344834062
Baixada Santista,2020-11-14,2020-W46,13,1831884,297676,229545,2123,2562,115.891617591507,139.856017084051,76,84,4.14873430850425,4.58544318308364
Baixada Santista,2020-11-21,2020-W47,13,1831884,297676,229545,1872,2301,102.189876651578,125.608390050898,62,92,3.38449377799031,5.02215205766304
Baixada Santista,2020-11-28,2020-W48,13,1831884,297676,229545,1620,2190,88.4335471023274,119.549054416109,83,83,4.53085457376122,4.53085457376122
Baixada Santista,2020-12-05,2020-W49,13,1831884,297676,229545,2133,1967,116.437503684731,107.375794537209,29,82,1.58306967035031,4.4762659644388
Baixada Santista,2020-12-12,2020-W50,13,1831884,297676,229545,2445,1877,133.469149793328,102.462819698191,105,53,5.73180397885456,2.89319629408849
Baixada Santista,2020-12-19,2020-W51,13,1831884,297676,229545,2380,1498,129.92089018737,81.7737367649917,49,50,2.67484185679879,2.72943046612122
Baixada Santista,2020-12-26,2020-W52,13,1831884,297676,229545,1704,1647,93.0189902854111,89.9074395540329,88,58,4.80379762037334,3.16613934070061
Baixada Santista,2021-01-02,2020-W53,13,1831884,297676,229545,1398,1949,76.3148758327492,106.393199569405,42,66,2.29272159154182,3.60284821528001
Baixada Santista,2021-01-09,2021-W01,13,1831884,297676,229545,2002,1983,109.286395863494,108.249212286367,114,45,6.22310146275638,2.4564874195091
Baixada Santista,2021-01-16,2021-W02,13,1831884,297676,229545,2090,1815,114.090193483867,99.0783259202002,77,54,4.20332291782667,2.94778490341091
Baixada Santista,2021-01-23,2021-W03,13,1831884,297676,229545,2239,1523,122.223896272908,83.1384519980523,69,35,3.76661404324728,1.91060132628485
Baixada Santista,2021-01-30,2021-W04,13,1831884,297676,229545,2277,1273,124.29826342716,69.4912996674462,59,37,3.22072795002304,2.0197785449297
Baixada Santista,2021-02-06,2021-W05,13,1831884,297676,229545,1825,1174,99.6242120134244,64.0870273445262,60,40,3.27531655934546,2.18354437289697
Baixada Santista,2021-02-13,2021-W06,13,1831884,297676,229545,1979,978,108.030857849078,53.387659917331,49,42,2.67484185679879,2.29272159154182
Baixada Santista,2021-02-20,2021-W07,13,1831884,297676,229545,1866,1208,101.862344995644,65.9430400614886,39,62,2.12895576357455,3.38449377799031
Baixada Santista,2021-02-27,2021-W08,13,1831884,297676,229545,1584,1050,86.4683571667202,57.3180397885456,66,44,3.60284821528001,2.40189881018667
Baixada Santista,2021-03-06,2021-W09,13,1831884,297676,229545,1546,1789,84.393990012468,97.6590220778172,55,41,3.00237351273334,2.2381329822194
Baixada Santista,2021-03-13,2021-W10,13,1831884,297676,229545,1640,1731,89.5253192887759,94.4928827371165,78,42,4.2579115271491,2.29272159154182
Baixada Santista,2021-03-20,2021-W11,13,1831884,297676,229545,2358,913,128.719940782277,49.8394003113734,92,9,5.02215205766304,0.491297483901819
Baixada Santista,2021-03-27,2021-W12,13,1831884,297676,229545,2817,154,153.776112461269,8.40664583565335,124,0,6.76898755598062,0
Barretos,2020-02-29,2020-W09,16,425090,73090,714082,0,6,0,1.41146580724082,0,0,0,0
Barretos,2020-03-07,2020-W10,16,425090,73090,714082,0,2,0,0.470488602413607,0,0,0,0
Barretos,2020-03-14,2020-W11,16,425090,73090,714082,0,7,0,1.64671010844762,0,0,0,0
Barretos,2020-03-21,2020-W12,16,425090,73090,714082,0,8,0,1.88195440965443,0,2,0,0.470488602413607
Barretos,2020-03-28,2020-W13,16,425090,73090,714082,0,12,0,2.82293161448164,0,0,0,0
Barretos,2020-04-04,2020-W14,16,425090,73090,714082,0,29,0,6.82208473499729,0,1,0,0.235244301206803
Barretos,2020-04-11,2020-W15,16,425090,73090,714082,8,34,1.88195440965443,7.99830624103131,0,4,0,0.940977204827213
Barretos,2020-04-18,2020-W16,16,425090,73090,714082,8,45,1.88195440965443,10.5859935543061,0,1,0,0.235244301206803
Barretos,2020-04-25,2020-W17,16,425090,73090,714082,17,48,3.99915312051566,11.2917264579266,2,1,0.470488602413607,0.235244301206803
Barretos,2020-05-02,2020-W18,16,425090,73090,714082,44,62,10.3507492530993,14.5851466748218,1,4,0.235244301206803,0.940977204827213
Barretos,2020-05-09,2020-W19,16,425090,73090,714082,25,90,5.88110753017008,21.1719871086123,2,8,0.470488602413607,1.88195440965443
Barretos,2020-05-16,2020-W20,16,425090,73090,714082,84,92,19.7605213013715,21.6424757110259,6,3,1.41146580724082,0.70573290362041
Barretos,2020-05-23,2020-W21,16,425090,73090,714082,73,113,17.1728339880966,26.5826060363688,3,3,0.70573290362041,0.70573290362041
Barretos,2020-05-30,2020-W22,16,425090,73090,714082,117,232,27.523583241196,54.5766778799784,4,6,0.940977204827213,1.41146580724082
Barretos,2020-06-06,2020-W23,16,425090,73090,714082,161,360,37.8743324942953,84.6879484344492,7,13,1.64671010844762,3.05817591568844
Barretos,2020-06-13,2020-W24,16,425090,73090,714082,205,377,48.2250817473947,88.6871015549648,2,14,0.470488602413607,3.29342021689525
Barretos,2020-06-20,2020-W25,16,425090,73090,714082,420,504,98.8026065068574,118.563127808229,10,26,2.35244301206803,6.11635183137688
Barretos,2020-06-27,2020-W26,16,425090,73090,714082,462,447,108.682867157543,105.154202639441,23,14,5.41061892775647,3.29342021689525
Barretos,2020-07-04,2020-W27,16,425090,73090,714082,395,569,92.9214989766873,133.854007386671,12,22,2.82293161448164,5.17537462654967
Barretos,2020-07-11,2020-W28,16,425090,73090,714082,521,588,122.562280928744,138.3236491096,12,18,2.82293161448164,4.23439742172246
Barretos,2020-07-18,2020-W29,16,425090,73090,714082,413,680,97.1558963984098,159.966124820626,22,19,5.17537462654967,4.46964172292926
Barretos,2020-07-25,2020-W30,16,425090,73090,714082,654,857,153.849772989249,201.60436613423,20,20,4.70488602413607,4.70488602413607
Barretos,2020-08-01,2020-W31,16,425090,73090,714082,704,1018,165.611988049589,239.478698628526,14,22,3.29342021689525,5.17537462654967
Barretos,2020-08-08,2020-W32,16,425090,73090,714082,950,988,223.482086146463,232.421369592322,11,24,2.58768731327484,5.64586322896328
Barretos,2020-08-15,2020-W33,16,425090,73090,714082,1151,1080,270.766190689031,254.063845303348,20,22,4.70488602413607,5.17537462654967
Barretos,2020-08-22,2020-W34,16,425090,73090,714082,919,868,216.189512809052,204.192053447505,21,19,4.94013032534287,4.46964172292926
Barretos,2020-08-29,2020-W35,16,425090,73090,714082,1149,827,270.295702086617,194.547037098026,21,20,4.94013032534287,4.70488602413607
Barretos,2020-09-05,2020-W36,16,425090,73090,714082,1186,853,278.999741231269,200.663388929403,11,19,2.58768731327484,4.46964172292926
