nome_drs,dt_semana,semana,cod_drs.x,pop,pop_60,area,casos_not,casos_sin,casos_not_pc,casos_sin_pc,obitos_not,obitos_sin,obitos_not_pc,obitos_sin_pc
Araçatuba,2020-02-29,2020-W09,7,764041,134989,1639171,0,4,0,0.523532114114295,0,0,0,0
Araçatuba,2020-03-07,2020-W10,7,764041,134989,1639171,0,3,0,0.392649085585721,0,0,0,0
Araçatuba,2020-03-14,2020-W11,7,764041,134989,1639171,0,17,0,2.22501148498575,0,0,0,0
Araçatuba,2020-03-21,2020-W12,7,764041,134989,1639171,0,38,0,4.9735550840858,0,1,0,0.130883028528574
Araçatuba,2020-03-28,2020-W13,7,764041,134989,1639171,0,34,0,4.45002296997151,0,1,0,0.130883028528574
Araçatuba,2020-04-04,2020-W14,7,764041,134989,1639171,7,38,0.916181199700016,4.9735550840858,0,1,0,0.130883028528574
Araçatuba,2020-04-11,2020-W15,7,764041,134989,1639171,13,44,1.70147937087146,5.75885325525724,0,3,0,0.392649085585721
Araçatuba,2020-04-18,2020-W16,7,764041,134989,1639171,35,50,4.58090599850008,6.54415142642869,0,4,0,0.523532114114295
Araçatuba,2020-04-25,2020-W17,7,764041,134989,1639171,36,66,4.71178902702865,8.63827988288587,5,3,0.654415142642869,0.392649085585721
Araçatuba,2020-05-02,2020-W18,7,764041,134989,1639171,42,83,5.4970871982001,10.8632913678716,0,6,0,0.785298171171442
Araçatuba,2020-05-09,2020-W19,7,764041,134989,1639171,86,55,11.2559404534573,7.19856656907155,5,2,0.654415142642869,0.261766057057147
Araçatuba,2020-05-16,2020-W20,7,764041,134989,1639171,72,96,9.42357805405731,12.5647707387431,7,5,0.916181199700016,0.654415142642869
Araçatuba,2020-05-23,2020-W21,7,764041,134989,1639171,75,142,9.81622713964303,18.5853900510575,3,2,0.392649085585721,0.261766057057147
Araçatuba,2020-05-30,2020-W22,7,764041,134989,1639171,52,183,6.80591748348583,23.951594220729,4,11,0.523532114114295,1.43971331381431
Araçatuba,2020-06-06,2020-W23,7,764041,134989,1639171,110,309,14.3971331381431,40.4428558153293,4,16,0.523532114114295,2.09412845645718
Araçatuba,2020-06-13,2020-W24,7,764041,134989,1639171,152,516,19.8942203363432,67.5356427207441,7,19,0.916181199700016,2.4867775420429
Araçatuba,2020-06-20,2020-W25,7,764041,134989,1639171,293,778,38.3487273588721,101.82699619523,12,24,1.57059634234288,3.14119268468577
Araçatuba,2020-06-27,2020-W26,7,764041,134989,1639171,521,993,68.1900578633869,129.966847328874,12,32,1.57059634234288,4.18825691291436
Araçatuba,2020-07-04,2020-W27,7,764041,134989,1639171,554,1416,72.5091978048298,185.33036839646,23,30,3.0103096561572,3.92649085585721
Araçatuba,2020-07-11,2020-W28,7,764041,134989,1639171,1060,1511,138.736010240288,197.764256106675,22,42,2.87942662762862,5.4970871982001
Araçatuba,2020-07-18,2020-W29,7,764041,134989,1639171,899,1421,117.663842647188,185.984783539103,22,29,2.87942662762862,3.79560782732864
Araçatuba,2020-07-25,2020-W30,7,764041,134989,1639171,2021,1199,264.514600656248,156.92875120576,42,25,5.4970871982001,3.27207571321434
Araçatuba,2020-08-01,2020-W31,7,764041,134989,1639171,1440,1079,188.471561081146,141.222787782331,31,30,4.05737388438579,3.92649085585721
Araçatuba,2020-08-08,2020-W32,7,764041,134989,1639171,1355,891,177.346503656217,116.616778418959,23,15,3.0103096561572,1.96324542792861
Araçatuba,2020-08-15,2020-W33,7,764041,134989,1639171,1213,912,158.76111360516,119.365322018059,22,20,2.87942662762862,2.61766057057147
Araçatuba,2020-08-22,2020-W34,7,764041,134989,1639171,1053,768,137.819829040588,100.518165909945,26,24,3.40295874174292,3.14119268468577
Araçatuba,2020-08-29,2020-W35,7,764041,134989,1639171,833,811,109.025562764302,106.146136136673,27,12,3.53384177027149,1.57059634234288
Araçatuba,2020-09-05,2020-W36,7,764041,134989,1639171,725,885,94.8901956832159,115.831480247788,23,15,3.0103096561572,1.96324542792861
Araçatuba,2020-09-12,2020-W37,7,764041,134989,1639171,788,765,103.135826480516,100.125516824359,14,23,1.83236239940003,3.0103096561572
Araçatuba,2020-09-19,2020-W38,7,764041,134989,1639171,785,815,102.74317739493,106.669668250788,12,26,1.57059634234288,3.40295874174292
Araçatuba,2020-09-26,2020-W39,7,764041,134989,1639171,885,823,115.831480247788,107.716732479016,21,26,2.74854359910005,3.40295874174292
Araçatuba,2020-10-03,2020-W40,7,764041,134989,1639171,939,755,122.899163788331,98.8166865390732,24,28,3.14119268468577,3.66472479880006
Araçatuba,2020-10-10,2020-W41,7,764041,134989,1639171,781,989,102.219645280816,129.443315214759,30,29,3.92649085585721,3.79560782732864
Araçatuba,2020-10-17,2020-W42,7,764041,134989,1639171,1104,900,144.494863495545,117.794725675716,25,19,3.27207571321434,2.4867775420429
Araçatuba,2020-10-24,2020-W43,7,764041,134989,1639171,949,869,124.207994073616,113.737351791331,29,21,3.79560782732864,2.74854359910005
Araçatuba,2020-10-31,2020-W44,7,764041,134989,1639171,807,741,105.622604022559,96.9843241396731,17,12,2.22501148498575,1.57059634234288
Araçatuba,2020-11-07,2020-W45,7,764041,134989,1639171,382,691,49.9973168979152,90.4401727132445,12,18,1.57059634234288,2.35589451351433
Araçatuba,2020-11-14,2020-W46,7,764041,134989,1639171,1215,870,159.022879662217,113.868234819859,27,15,3.53384177027149,1.96324542792861
Araçatuba,2020-11-21,2020-W47,7,764041,134989,1639171,849,883,111.119691220759,115.569714190731,16,12,2.09412845645718,1.57059634234288
Araçatuba,2020-11-28,2020-W48,7,764041,134989,1639171,590,986,77.2209868318585,129.050666129174,23,24,3.0103096561572,3.14119268468577
Araçatuba,2020-12-05,2020-W49,7,764041,134989,1639171,846,1293,110.727042135173,169.231755887446,9,32,1.17794725675716,4.18825691291436
Araçatuba,2020-12-12,2020-W50,7,764041,134989,1639171,1330,1411,174.074427943003,184.675953253818,14,22,1.83236239940003,2.87942662762862
Araçatuba,2020-12-19,2020-W51,7,764041,134989,1639171,1410,1568,184.545070225289,205.224588732804,26,28,3.40295874174292,3.66472479880006
Araçatuba,2020-12-26,2020-W52,7,764041,134989,1639171,1358,1419,177.739152741803,185.723017482046,15,56,1.96324542792861,7.32944959760013
Araçatuba,2021-01-02,2020-W53,7,764041,134989,1639171,1237,1825,161.902306289846,238.861527064647,34,62,4.45002296997151,8.11474776877157
Araçatuba,2021-01-09,2021-W01,7,764041,134989,1639171,2153,1905,281.791160422019,249.332169346933,40,42,5.23532114114295,5.4970871982001
Araçatuba,2021-01-16,2021-W02,7,764041,134989,1639171,1888,1523,247.107157861947,199.334852449018,53,36,6.93680051201441,4.71178902702865
Araçatuba,2021-01-23,2021-W03,7,764041,134989,1639171,1851,1414,242.26448580639,185.068602339403,36,30,4.71178902702865,3.92649085585721
Araçatuba,2021-01-30,2021-W04,7,764041,134989,1639171,1461,1145,191.220104680246,149.861067665217,42,25,5.4970871982001,3.27207571321434
Araçatuba,2021-02-06,2021-W05,7,764041,134989,1639171,1155,1175,151.169897950503,153.787558521074,34,33,4.45002296997151,4.31913994144293
Araçatuba,2021-02-13,2021-W06,7,764041,134989,1639171,1309,1189,171.325884343903,155.619920920474,36,33,4.71178902702865,4.31913994144293
Araçatuba,2021-02-20,2021-W07,7,764041,134989,1639171,1282,1730,167.792042573632,226.427639354433,35,57,4.58090599850008,7.4603326261287
Araçatuba,2021-02-27,2021-W08,7,764041,134989,1639171,1475,2145,193.052467079646,280.744096193791,26,79,3.40295874174292,10.3397592537573
Araçatuba,2021-03-06,2021-W09,7,764041,134989,1639171,2022,2718,264.645483684776,355.740071540663,52,80,6.80591748348583,10.4706422822859
Araçatuba,2021-03-13,2021-W10,7,764041,134989,1639171,2516,3193,329.301699777891,417.909510091736,58,67,7.59121565465728,8.76916291141444
Araçatuba,2021-03-20,2021-W11,7,764041,134989,1639171,3504,2196,458.614131964122,287.419130648748,111,20,14.5280161666717,2.61766057057147
Araçatuba,2021-03-27,2021-W12,7,764041,134989,1639171,3655,588,478.377469271937,76.9592207748014,136,0,17.800091879886,0
Araraquara,2020-02-29,2020-W09,8,991435,163288,915921,0,2,0,0.201727798594966,0,0,0,0
Araraquara,2020-03-07,2020-W10,8,991435,163288,915921,0,3,0,0.302591697892449,0,0,0,0
Araraquara,2020-03-14,2020-W11,8,991435,163288,915921,0,9,0,0.907775093677346,0,0,0,0
Araraquara,2020-03-21,2020-W12,8,991435,163288,915921,0,16,0,1.61382238875973,0,3,0,0.302591697892449
Araraquara,2020-03-28,2020-W13,8,991435,163288,915921,0,14,0,1.41209459016476,0,2,0,0.201727798594966
Araraquara,2020-04-04,2020-W14,8,991435,163288,915921,4,27,0.403455597189932,2.72332528103204,0,2,0,0.201727798594966
Araraquara,2020-04-11,2020-W15,8,991435,163288,915921,17,46,1.71468628805721,4.63973936768422,4,0,0.403455597189932,0
Araraquara,2020-04-18,2020-W16,8,991435,163288,915921,42,31,4.23628377049428,3.12678087822197,1,2,0.100863899297483,0.201727798594966
Araraquara,2020-04-25,2020-W17,8,991435,163288,915921,12,57,1.2103667915698,5.74924225995653,2,2,0.201727798594966,0.201727798594966
Araraquara,2020-05-02,2020-W18,8,991435,163288,915921,36,55,3.63110037470939,5.54751446136156,1,2,0.100863899297483,0.201727798594966
Araraquara,2020-05-09,2020-W19,8,991435,163288,915921,60,94,6.05183395784898,9.4812065339634,1,2,0.100863899297483,0.201727798594966
Araraquara,2020-05-16,2020-W20,8,991435,163288,915921,91,167,9.17861483607095,16.8442711826797,2,7,0.201727798594966,0.706047295082381
Araraquara,2020-05-23,2020-W21,8,991435,163288,915921,140,212,14.1209459016476,21.3831466510664,1,3,0.100863899297483,0.302591697892449
Araraquara,2020-05-30,2020-W22,8,991435,163288,915921,174,280,17.550318477762,28.2418918032952,4,4,0.403455597189932,0.403455597189932
Araraquara,2020-06-06,2020-W23,8,991435,163288,915921,317,453,31.9738560773021,45.6913463817598,1,8,0.100863899297483,0.806911194379864
