"estimate","lower","upper","onset_date","n.reported"
8,8,8,2020-05-23,8
3,3,5,2020-05-24,3
7,7,9,2020-05-25,7
10,10,12,2020-05-26,10
6,6,8,2020-05-27,6
8,8,10,2020-05-28,8
7,7,9,2020-05-29,7
4,4,6,2020-05-30,4
6,6,9,2020-05-31,6
9,9,12,2020-06-01,9
4,4,7,2020-06-02,4
7,7,10,2020-06-03,7
7,7,10,2020-06-04,7
11,10,13,2020-06-05,10
5,4,7,2020-06-06,4
7,6,9,2020-06-07,6
8,7,11,2020-06-08,7
7,6,10,2020-06-09,6
9,8,12,2020-06-10,8
5,4,8,2020-06-11,4
8,7,12,2020-06-12,7
5,4,9,2020-06-13,4
5,4,9,2020-06-14,4
8,6,11,2020-06-15,6
4,2,7,2020-06-16,2
4,2,8,2020-06-17,2
5,3,9,2020-06-18,3
7,4,11,2020-06-19,4
4,1,8,2020-06-20,1
4,1,8.02499999999964,2020-06-21,1
5,2,10,2020-06-22,2
4,1,9,2020-06-23,1
7,3,12,2020-06-24,3
4,0,9,2020-06-25,NA
5,2,11,2020-06-26,1
4,1,10,2020-06-27,NA
5,1,11,2020-06-28,NA
5,1,11,2020-06-29,NA
5,1,11,2020-06-30,NA
5,1,11,2020-07-01,NA
