"estimate","lower","upper","onset_date","n.reported"
67,67,67,2020-05-15,67
75,74,80,2020-05-16,74
57,56,61,2020-05-17,56
56,55,60,2020-05-18,55
62,60,66,2020-05-19,60
86,84,92,2020-05-20,84
53,51,58,2020-05-21,51
63,61,69,2020-05-22,61
50,48,55,2020-05-23,48
38,36,43,2020-05-24,36
100,96,107,2020-05-25,95
54,50,59,2020-05-26,50
35,32,40,2020-05-27,32
45,42,51,2020-05-28,41
58,53,64,2020-05-29,52
56,51,63,2020-05-30,49
54,48,61,2020-05-31,45
121,112,132,2020-06-01,103
73,66,82,2020-06-02,59
62,55,72,2020-06-03,48
75,67,86,2020-06-04,58
82,72,94,2020-06-05,61
78,68,90,2020-06-06,55
69,58,82,2020-06-07,44
98,84,114,2020-06-08,63
87,74,105,2020-06-09,50
100,84,120,2020-06-10,55
77,62,97,2020-06-11,36
88,70,110,2020-06-12,39
91,71,114,2020-06-13,34
93,71,121,2020-06-14,28
118,91,153,2020-06-15,34
116,86,154,2020-06-16,26
108,77,149,2020-06-17,18
98,65,142,2020-06-18,10
105,67,159,2020-06-19,10
95,54,154,2020-06-20,3
105,55.9750000000002,187,2020-06-21,5
95,41,195,2020-06-22,NA
96,35,230,2020-06-23,NA
