"estimate","lower","upper","onset_date","n.reported"
4,4,4,2020-05-29,4
1,1,2,2020-05-30,1
5,5,6,2020-05-31,5
5,5,6,2020-06-01,5
3,3,4,2020-06-02,3
1,1,3,2020-06-03,1
4,4,6,2020-06-04,4
5,5,7,2020-06-05,5
5,5,7,2020-06-06,5
4,4,6,2020-06-07,4
4,4,6,2020-06-08,4
3,3,5,2020-06-09,3
2,2,4,2020-06-10,2
0,0,2,2020-06-11,NA
7,7,9,2020-06-12,7
8,8,10,2020-06-13,8
3,3,5,2020-06-14,3
3,3,5,2020-06-15,3
3,3,5,2020-06-16,3
4,4,6,2020-06-17,4
7,7,10,2020-06-18,7
2,2,5,2020-06-19,2
8,8,11,2020-06-20,8
3,2,5,2020-06-21,2
5,4,8,2020-06-22,4
4,3,7,2020-06-23,3
5,4,9,2020-06-24,4
7,5,10,2020-06-25,5
4,2,8,2020-06-26,2
3,1,7,2020-06-27,1
5,2,9,2020-06-28,2
3,0,7,2020-06-29,NA
5,2,10,2020-06-30,2
4,1,9,2020-07-01,1
3,0,8,2020-07-02,NA
4,0,9,2020-07-03,NA
6,3,11,2020-07-04,2
4,1,10,2020-07-05,NA
4,1,10,2020-07-06,NA
4,1,10,2020-07-07,NA
