"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-05,1
1,1,2,2020-05-06,1
5,5,6,2020-05-07,5
2,2,3,2020-05-08,2
2,2,3,2020-05-09,2
3,3,5,2020-05-10,3
4,4,6,2020-05-11,4
4,4,6,2020-05-12,4
6,6,8,2020-05-13,6
2,2,4,2020-05-14,2
5,5,7,2020-05-15,5
3,3,5,2020-05-16,3
6,6,8,2020-05-17,6
3,3,6,2020-05-18,3
6,6,9,2020-05-19,6
8,8,11,2020-05-20,8
3,3,6,2020-05-21,3
5,5,8,2020-05-22,5
4,4,7,2020-05-23,4
4,3,7,2020-05-24,3
3,2,6,2020-05-25,2
7,6,10,2020-05-26,6
7,6,10,2020-05-27,6
4,3,7,2020-05-28,3
7,6,11,2020-05-29,6
4,3,8,2020-05-30,3
5,3,8,2020-05-31,3
6,4,10,2020-06-01,4
5,3,10,2020-06-02,3
2,0,6,2020-06-03,NA
2,0,7,2020-06-04,NA
5,2,10,2020-06-05,2
3,0,8,2020-06-06,NA
3,0,8,2020-06-07,NA
3,0,9,2020-06-08,NA
3,0,10,2020-06-09,NA
3,0,10,2020-06-10,NA
4,0,10,2020-06-11,NA
4,0,11,2020-06-12,NA
4,0,11,2020-06-13,NA
