"data" "Aracatuba.covid" "Araraquara.covid" "Baixada_Santista.covid" "Barretos.covid" "Bauru.covid" "Campinas.covid" "Franca.covid" "Grande_Sao_Paulo.covid" "Marilia.covid" "Piracicaba.covid" "Presidente_Prudente.covid" "Registro.covid" "Ribeirao_Preto.covid" "Sao_Joao_da_Boa_Vista.covid" "Sao_Jose_do_Rio_Preto.covid" "Sorocaba.covid" "Taubate.covid" "Aracatuba.srag" "Araraquara.srag" "Baixada_Santista.srag" "Barretos.srag" "Bauru.srag" "Campinas.srag" "Franca.srag" "Grande_Sao_Paulo.srag" "Marilia.srag" "Piracicaba.srag" "Presidente_Prudente.srag" "Registro.srag" "Ribeirao_Preto.srag" "Sao_Joao_da_Boa_Vista.srag" "Sao_Jose_do_Rio_Preto.srag" "Sorocaba.srag" "Taubate.srag"
"2020-07-11" "1" NA NA NA NA NA NA NA NA NA NA NA NA 1.26783510400262 NA NA NA NA NA NA NA NA NA NA NA 0.942469478713079 NA 1.96365488801497 NA NA 1.11112380652959 NA 1.14911037877347 NA 1.07176449642099
"2020-07-10" "2" NA 1.6791065960603 NA NA NA NA NA 1.01435331374343 NA NA NA NA 1.26248053842853 NA NA NA 1.4449199574546 1.35790087632225 1.21151214956954 NA NA NA NA NA 0.969317414481531 NA 1.87429545201974 NA NA 1.07339516744196 1.49383814045832 1.15911545716711 1.2329425563881 1.05469805562969
"2020-07-09" "3" NA 1.65142776766771 NA NA 1.38250231967936 NA NA 0.996322995458461 1.39383635879313 NA NA NA 1.24643306176219 NA 1.33342261995558 NA 1.36581957860038 1.3529897672516 1.24157099420635 NA NA 1.22387096543461 1.19640949580303 NA 1.00894711155838 2.35661490625194 1.75152155892135 1.42501128093046 NA 1.05507665418731 1.48581793044559 1.14594790046183 1.22717600657211 1.08562870594383
"2020-07-08" "4" NA 1.71616154052988 NA NA 1.42245935295315 NA 1.99114072932686 1.00832817730775 1.38651582277028 1.88023966851188 NA 1.54880870327044 1.29151469281431 NA 1.37173476190658 NA 1.32558435240305 1.35571899615325 1.33736772831411 NA 1.39958576093555 1.25878991115266 1.22655659525366 1.68685626797017 1.08387218257766 2.21519706269323 1.62114940425003 1.43453051189245 1.48923978188169 1.10646644794361 1.51441455253761 1.18024501094415 1.27671103920742 1.12702214895169
"2020-07-07" "5" NA 1.78383108970726 NA NA 1.42457567152988 NA 2.12414799535926 1.01620741659849 1.38505554023296 1.90728036694267 NA 1.49778625520585 1.29571997916548 NA 1.39243621571859 1.67085057295805 1.26223013887018 1.36015471823155 1.42697066834533 NA 1.43320771637852 1.25537396947468 1.23349258362598 1.66568968516115 1.10087697260078 1.99616204125065 1.54903868602771 1.44587458853633 1.29871710488549 1.15702746704196 1.42542210857679 1.16635293467093 1.31203814948094 1.14871920244886
"2020-07-06" "6" NA 1.82829043255543 NA NA 1.39195540699789 1.23633839355849 2.13663540350657 1.02695073975161 1.39073961448568 1.86924655551777 NA 1.54793248177202 1.24446261901745 NA 1.43470123410773 1.62836968494957 1.24642532901501 1.3753273609843 1.50467714411122 1.34510893038944 1.40913349177939 1.24129181241643 1.21448137898347 1.65846368994079 1.09237364626495 1.85873703954454 1.42000411137931 1.48189307391592 1.21977234411486 1.15154272597813 1.40967606486571 1.17478098682423 1.31420799641739 1.16829181089453
"2020-07-05" "7" 1.42113769779081 1.99800724062387 NA NA 1.36160744457621 1.16582148206958 2.1024823125759 1.03388589044193 1.41419590302638 1.85721193575094 1.59180090158278 1.51442833519425 1.20305709038123 1.47038839842585 1.47768464391869 1.52657786934307 1.16498715095146 1.35427032322354 1.57147136977117 1.3118403725469 1.43038315985922 1.24054200164545 1.20343648047688 1.56738350792167 1.09018079618768 1.57944401166847 1.36537577337368 1.44967694761774 1.0852293482672 1.146895067483 1.37849666076903 1.1834695894546 1.27166606047636 1.15303136998707
"2020-07-04" "8" 1.39755795822542 2.07395326578902 NA 1.43153177459704 1.28866925875368 1.10954400517155 2.14327115389777 1.04128885600658 1.39125291209322 1.8306214718228 1.61283513773298 1.52924560854463 1.18240526474387 1.53268610972735 1.49669503564771 1.42750840078666 1.13742432853457 1.38914133382028 1.63640052554396 1.2772144444313 1.41332588256187 1.17122038650776 1.20723041381924 1.64408721209388 1.07739947233874 1.41889665191833 1.35880168600995 1.44707864329501 1.04157549347884 1.13860972780195 1.32211014700649 1.19958575293348 1.25366296371313 1.16310575550863
"2020-07-03" "9" 1.36573222630088 2.09468012014877 NA 1.40255826976012 1.27239930035885 1.09759733816294 2.06714835873125 1.06610889502446 1.48761876630611 1.79711799621693 1.58918335226627 1.52138851731025 1.15467994858009 1.50833859012909 1.45481116462094 1.33574247877436 1.10020980500183 1.42426326786342 1.6491813104099 1.21655435177395 1.3898896818575 1.20023678372623 1.23201669919505 1.61344752760462 1.08614022772756 1.28495014702351 1.36016396815984 1.39432375942679 1.04913922842849 1.14570464202731 1.36850418754486 1.19959322011299 1.25721176279542 1.16620834045977
"2020-07-02" "10" 1.3857074091985 1.92823925879605 NA 1.45239738368028 1.22811334380207 1.10498274261359 2.02565562923799 1.0697976231775 1.47853348194088 1.68744394959315 1.58351809571803 1.41627805827313 1.12305036765956 1.50300474755451 1.4047133895376 1.20888171625902 1.1312417171205 1.43210385522786 1.58540758212924 1.18203482928284 1.41655600338634 1.20223736428339 1.21850143687462 1.62840599167943 1.08389653812798 1.2651674476149 1.35072673482682 1.33204448813857 1.04999052166163 1.1369327649759 1.39914635081361 1.20630350916447 1.22334593519095 1.19626206947448
