"data" "Aracatuba.covid" "Araraquara.covid" "Baixada_Santista.covid" "Barretos.covid" "Bauru.covid" "Campinas.covid" "Franca.covid" "Grande_Sao_Paulo.covid" "Marilia.covid" "Piracicaba.covid" "Presidente_Prudente.covid" "Registro.covid" "Ribeirao_Preto.covid" "Sao_Joao_da_Boa_Vista.covid" "Sao_Jose_do_Rio_Preto.covid" "Sorocaba.covid" "Taubate.covid" "Aracatuba.srag" "Araraquara.srag" "Baixada_Santista.srag" "Barretos.srag" "Bauru.srag" "Campinas.srag" "Franca.srag" "Grande_Sao_Paulo.srag" "Marilia.srag" "Piracicaba.srag" "Presidente_Prudente.srag" "Registro.srag" "Ribeirao_Preto.srag" "Sao_Joao_da_Boa_Vista.srag" "Sao_Jose_do_Rio_Preto.srag" "Sorocaba.srag" "Taubate.srag"
"2020-07-02" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.22006622766572 NA NA NA NA NA NA NA NA NA
"2020-07-01" "2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.87722221301812 NA NA NA NA NA NA NA 1.30094257423466 NA 1.16674092242772 NA NA NA NA 1.24452836627694 NA 1.40759048649234 1.13182678442923 NA
"2020-06-30" "3" NA NA NA NA NA 1.24671871721783 NA 1.04623396868288 NA NA NA NA NA NA 1.76298841961463 NA NA 1.19061956052617 1.19522857435215 NA NA 1.23787129837359 1.21752557659362 NA 1.14979785152053 NA 1.32394542177072 NA NA 1.18668105949146 NA 1.35253134764522 1.07921880241374 1.42806477894018
"2020-06-29" "4" NA NA 1.23551688578775 NA NA 1.1266451898074 NA 1.00903252432975 NA NA NA NA 1.53164573453107 NA 1.64403599158696 NA NA 1.15095688381523 1.23155139994356 1.08211870017734 1.3557568446479 1.20390100790477 1.18014552057455 1.54125257860114 1.11291071554446 1.7141668951227 1.29970395469179 1.2745565964108 NA 1.17810850798947 1.33774740798235 1.33883011739268 1.09035036544647 1.38877748437094
"2020-06-28" "5" NA NA 1.19492613286006 NA NA 1.03634068893048 NA 0.964502996635794 NA 1.38812179274834 NA 1.56767641453507 1.450183544058 1.58848858442702 1.50091308331427 1.21712674751543 NA 1.19352075998335 1.19092754473446 1.04662126155851 1.33219049306817 1.19794692517978 1.16542302281721 1.49899014021916 1.07471941123735 1.61504333801904 1.24658024658537 1.27446267431353 1.17604079539302 1.14346226813703 1.3083840389284 1.28422652096292 1.11780156919463 1.33271952912649
"2020-06-27" "6" NA NA 1.15610550305616 NA NA 0.990773710615299 NA 0.965811114016833 NA 1.34664670775102 NA 1.68284237784673 1.40762331507644 1.51106200777236 1.41042769244562 1.1693326798409 NA 1.20209665128418 1.16875492006771 1.03437459746606 1.27209783845986 1.16244807042573 1.18506432445823 1.47349945199366 1.09388612294546 1.53460586787176 1.21007201859495 1.2680031564266 1.4129382858833 1.14562816446066 1.30224555239532 1.25259178993637 1.17103043046975 1.30845216460221
"2020-06-26" "7" 2.04310789236825 1.64254224103994 1.11566918773421 NA NA 0.95534540605691 1.67806730251673 0.953583421854032 1.81101676666608 1.33397388055753 NA 1.64880765448969 1.34512849196426 1.46891907140675 1.35062872341842 1.17818130517148 1.61657535738265 1.20787496576378 1.13940258137799 1.02649143474978 1.2559691043839 1.16372323366319 1.14880988337636 1.43108705122132 1.08868105140479 1.44146591221124 1.18868010228927 1.26164526313091 1.39010228766021 1.13179638761347 1.21425015611833 1.21600002070054 1.17329163887774 1.30728907826039
"2020-06-25" "8" 1.98788377898599 1.72519357886579 1.09121204940737 1.36597396869826 1.49554570554934 0.9509302052038 1.75041057398292 0.944658729420375 1.87062223908192 1.29258369000145 NA 1.59777957163628 1.32263355611588 1.51600157397173 1.32479540959792 1.18140623444408 1.64041965920924 1.20664249655989 1.17462831856077 1.04514658617048 1.27846920486852 1.22213286068585 1.12123101230949 1.51911759086744 1.06552062947358 1.37180730474069 1.13649977508845 1.28343666359501 1.33474496601588 1.13774209726889 1.17315165394997 1.18732945810642 1.13511534333519 1.31006194593514
"2020-06-24" "9" 2.01227303853608 1.74149862670238 1.07338593986909 1.29393358596294 1.51365677751795 0.951225093656659 1.88610123211748 0.914712487011969 1.83702174923216 1.25194529737085 1.73478571443689 1.61506017460004 1.29357530372726 1.44180616552674 1.26933687870677 1.16579925388194 1.60386979669809 1.30880674832506 1.28163657214776 1.05322223841404 1.2430523281932 1.22610356745168 1.09544209953958 1.48041013487396 1.04974537776925 1.25667806274763 1.10315420692188 1.28631854354307 1.37805708444007 1.14109210806655 1.18029900752622 1.14748375731535 1.1365529777933 1.29387840815174
"2020-06-23" "10" 2.03745307513663 1.79344326570919 1.06156213158153 1.23770293557886 1.45554049512346 0.968101654944466 1.98458190066193 0.911268642646946 1.83370731787835 1.23447859893324 1.70323430528781 1.80146466846399 1.26614642523302 1.32558178578304 1.23925065038716 1.15240693573858 1.54398520145104 1.32238590330584 1.33958869882073 1.04854367565249 1.17706228668925 1.17422319801383 1.10998802092464 1.58272466942356 1.05024600291208 1.28609305667072 1.09040749858863 1.33586628386243 1.58422833965457 1.13099246409331 1.16360819615749 1.12121557472662 1.16709110092546 1.31810907114928
"2020-06-22" "11" 2.03216469866324 1.79106423855244 1.05084462362392 1.23931163927763 1.3678567956766 1.04645573898187 1.96710660355358 0.92412610442666 1.81585344795661 1.23426423549687 1.69518781628093 1.81266639194368 1.22068406715942 1.31520455194429 1.20576128955527 1.14969128934626 1.43975739381237 1.37104585618441 1.39587587248048 1.04479521980978 1.19119605998209 1.17622677403264 1.16260420291611 1.65093225319325 1.06339234966515 1.2769386763465 1.09915602959805 1.33206431924204 1.76186984407601 1.15672154199553 1.16764634331475 1.10013026451795 1.19426761275311 1.30211655025285
"2020-06-21" "12" 2.03927970662175 1.87581690362233 1.04831640451616 1.32333455282007 1.2856911648648 1.06074777946147 1.98722582108125 0.906718285816209 1.75379179203184 1.18543361733483 1.62265952709171 1.76959222955108 1.17152452086984 1.25984027606514 1.14966446922718 1.15384274530391 1.3048017779234 1.37956113043092 1.36880038373026 1.0417718304293 1.24108165780293 1.159740220556 1.16472903097363 1.67377029058371 1.03564368883172 1.22155644811864 1.0761563489792 1.30545888452621 1.79028189367912 1.12401377383211 1.19213922062776 1.02662150953392 1.16992444896966 1.24708760705455
"2020-06-20" "13" 1.92582947406453 1.89383561818149 1.04509060910145 1.37343655232275 1.24478799938938 1.03494731584731 1.96717588235078 0.897010236675009 1.66079131739824 1.17161372771829 1.56184282689434 1.67470314673975 1.15219984044623 1.1472716230245 1.17013534205211 1.14596624375355 1.19467788798097 1.31703265767131 1.36007418064939 1.05261730389743 1.24545683031576 1.09629283856028 1.13195178790799 1.64421354018285 1.01396901060422 1.28762217933699 1.11154835111452 1.33281286371791 1.73755584867172 1.12569494177822 1.13402190754478 1.03781210302257 1.14989859876216 1.24482592431186
"2020-06-19" "14" 1.83374589327277 1.88585631746891 1.04730085864676 1.4639183450143 1.21071659586658 1.02916457941503 1.92339111897529 0.885410132645196 1.63757137947815 1.16485034519164 1.52399138053014 1.47918019542382 1.15379146329389 1.16190395790321 1.1620713801049 1.13025123525652 1.05423502584607 1.34174932462083 1.30281032799649 1.04357405010101 1.25023087560362 1.06851024831122 1.07723265936416 1.70042367546293 0.963179159411222 1.4103573152915 1.09939410140374 1.31482511131857 1.31769466541354 1.14218108448448 1.14387658373258 1.04039035816791 1.09102257607497 1.16411114666879
"2020-06-18" "15" 1.78372086650912 1.92558285626344 1.08810151477757 1.52094337842538 1.18741225887573 0.996819656593462 1.90004042837291 0.901760446252671 1.51868569788798 1.112415829574 1.50288870465378 1.48725423279557 1.15795212759732 1.16674329144929 1.22637907055094 1.1382882599669 0.97469265384176 1.42175381069197 1.31464421710435 1.0490811621682 1.24321524079073 1.0458422913091 1.03717162988232 1.6694878876449 0.947832912036292 1.44875965431623 1.05409845230816 1.31847770033346 1.30224241660206 1.12970359287186 1.24221723748018 1.08140492036692 1.06792027526689 1.06413596636336
"2020-06-17" "16" 1.70088391307957 1.81340805869465 1.12019007993191 1.64394100542396 1.17003922910108 1.0297551353722 1.73833345017824 0.934489067072843 1.41277781878973 1.13416984948003 1.53485197434215 1.58270474424823 1.22598318916768 1.15446912652926 1.25677628619827 1.16491337772228 0.935610738010373 1.46214634598458 1.24514561445894 1.0491337946084 1.28774278823142 0.995423704769834 1.06519008813562 1.49995433050205 0.976973370592311 1.38823918003029 1.07548834593037 1.30755016423779 1.47488897324952 1.17373612880337 1.25590499022881 1.14389177905519 1.10519768060258 1.06934483317074
"2020-06-16" "17" 1.60008897324403 1.76197115584116 1.15991674242378 1.7106315370408 1.09872553124535 1.03352707347359 1.55296866739857 0.942656062088266 1.48674071787947 1.16374220388937 1.66327154035365 1.60549973024482 1.24144669863076 1.30557804902175 1.26159318558314 1.17392399791148 0.94415560363933 1.40246135276928 1.17437340858089 1.05948493611071 1.30794104985691 0.981406473428484 1.07333436336794 1.35046097673599 0.975751046064934 1.4107590070567 1.07221468808299 1.39002367391888 1.53480830694695 1.17146271474778 1.24619073302561 1.14050191592985 1.08690506716497 1.08339876635056
"2020-06-15" "18" 1.5861220975076 1.69970912032076 1.21328688998449 1.89232394440821 1.078732113887 1.06451954967399 1.41700222064636 0.952300488274151 1.47015903711964 1.16440072136911 1.73865694167937 1.588481693404 1.27650350357076 1.47278632499259 1.2631289454204 1.19697945921515 0.959516851522869 1.45193770019058 1.19984778756595 1.1014414308335 1.4468505159107 1.03344685411973 1.09895801438605 1.19463568041832 0.98864644212645 1.3448280397699 1.06095047409981 1.3859804238648 1.50602586656194 1.22037704458589 1.28580600862734 1.15294356437147 1.11425466090388 1.06678320864167
"2020-06-14" "19" 1.51697401308597 1.61840657939316 1.23733131063316 1.89714372875989 1.13468602323602 1.04626793349296 1.42254271709842 0.940602395941427 1.45350901480237 1.14135563460206 1.78216133149303 1.62927947732018 1.26918502116421 1.39837285553267 1.25360771595435 1.20382171658681 1.04742581877292 1.36754640863532 1.1653925362695 1.12665344109291 1.42004012929865 1.02677744754694 1.07810770571818 1.1660145373722 0.963939658156038 1.2361355293564 1.0548857018139 1.42665544644042 1.48852788421774 1.18102109865382 1.29209318956131 1.16148702989391 1.10362929022741 1.10505422206504
