"data" "Aracatuba.covid" "Araraquara.covid" "Baixada_Santista.covid" "Barretos.covid" "Bauru.covid" "Campinas.covid" "Franca.covid" "Grande_Sao_Paulo.covid" "Marilia.covid" "Piracicaba.covid" "Presidente_Prudente.covid" "Registro.covid" "Ribeirao_Preto.covid" "Sao_Joao_da_Boa_Vista.covid" "Sao_Jose_do_Rio_Preto.covid" "Sorocaba.covid" "Taubate.covid" "Aracatuba.srag" "Araraquara.srag" "Baixada_Santista.srag" "Barretos.srag" "Bauru.srag" "Campinas.srag" "Franca.srag" "Grande_Sao_Paulo.srag" "Marilia.srag" "Piracicaba.srag" "Presidente_Prudente.srag" "Registro.srag" "Ribeirao_Preto.srag" "Sao_Joao_da_Boa_Vista.srag" "Sao_Jose_do_Rio_Preto.srag" "Sorocaba.srag" "Taubate.srag"
"11" 2.46181243847588 1.79577311046922 1.76151472622926 1.97700284249692 1.77165522400468 1.35546920291083 1.86921317889414 3.25553948473357 2.11499568197943 1.02087061663682 1.36892186842508 1.71727057721283 1.18695965914872 1.66657631040374 1.21903207419007 1.15672878199589 1.3359449903347 3.78138285127014 1.53466326200435 2.11453916516924 8.50009371879114 2.00505044761673 1.49723851597705 1.90500832554609 1.24667024460839 6.92917462406156 2.06513054969627 5.66235880823592 1.70441019825723 5.68351187275902 2.28798082292823 1.72360967245066 1.34136609333121 2.43804333915027
"12" 2.74211972649661 NA 1.1553386229776 NA 1.19455694494663 1.19355317502872 NA 0.920331225389627 NA NA NA NA 1.23623659592161 NA 1.27578400998736 1.67428320647714 1.44084376695115 1.12018537842933 1.21112945983637 1.11034210647383 1.56081952342663 1.36331491827562 1.05747573950025 1.21597938242154 0.995356437750635 1.37906679823188 1.22867234437246 1.33418511040789 2.00783133418345 1.20716246487675 1.30388594913236 1.13653456569616 1.17261327585862 1.09176621975573
"13" 2.90573350926372 NA 1.15414004687222 NA 1.10744775004477 1.19050474382151 NA 0.914226468288291 NA NA NA NA 1.19113124041777 NA 1.23627509881827 1.54768351752096 1.34949815582748 1.10446634679145 1.20646685538934 1.0674662742782 1.64679246855174 1.39426317618478 1.02347682607338 1.02127228281635 1.03255507615784 1.32880798367133 1.21230248367139 1.16653209151555 1.96323149552649 1.17288674459983 1.34257554070683 1.167169083347 1.12987332002514 1.09553686860914
"14" 2.95568166000868 NA 1.14337390676363 NA 1.02389209419297 1.17156857586595 NA 0.926626322979288 NA NA NA NA 1.25598820525242 NA 1.28045385536943 1.39795242274321 1.28464662068064 1.11846755543704 1.16224284565508 1.07635686013872 1.65213372939235 1.36961944753988 1.01716269977615 1.21302307706809 1.01717467464898 1.26151733526237 1.28373372633198 1.19595040122184 1.84767271364608 1.20078538883232 1.28488298766537 1.16782029341829 1.19183912010566 1.0234525775114
"15" 3.00677366872408 NA 1.09570050020142 NA 1.02353277819206 1.16812227486154 NA 0.91431680690811 NA NA NA NA 1.23710243980038 NA 1.27102293230697 1.26642077488491 1.27760659012487 1.11767417850086 1.27065965399436 1.12410022240062 1.64666072531012 1.31147655578567 1.00100283075761 1.25313822922975 1.01684229856967 1.25031066560461 1.32453010055523 1.12146957931189 1.60044540027062 1.13803395548287 1.30409391825172 1.16798506166149 1.19099874960048 0.960103671312902
"16" 2.6940773097212 NA 1.0440946814464 NA 1.04255617382677 1.15454410897136 NA 0.933811594498769 NA 1.36076006787135 NA NA 1.25500609835518 NA 1.26057439373168 1.1957271537996 1.25058500231841 1.09898340323211 1.35179833716689 1.05901900081468 1.5302193984654 1.25427769697315 1.02165287213672 1.28991890718577 0.994369558815485 1.20590449048501 1.3432520265238 1.13315337055589 1.54462079465684 1.15040787088814 1.30228582584463 1.24855438936858 1.26210507055722 0.966909420694534
"17" 2.37230470475907 NA 1.04198099796252 NA 1.01334076486382 1.15863736293348 NA 0.975468921393609 NA 1.35255255102952 1.90954467936445 NA 1.25893513784075 NA 1.25862230870772 1.20350962303132 1.24860113682647 1.1146805412485 1.49284425670559 1.06677217805495 1.43916233097993 1.21100772632411 1.00112933233109 1.20726685832833 0.996788627599536 1.28563602665812 1.4086847713368 1.04722634332075 1.55228905520862 1.18446486477929 1.26941274405357 1.19564590524948 1.30813033717653 1.00351189178908
"18" 2.03571743624016 NA 1.01203774620922 NA 1.00670136709883 1.15908966489082 NA 0.981744147183008 NA 1.32044290712463 1.79048723352633 NA 1.30542924043577 NA 1.23556816373683 1.21736308386227 1.28414371757856 1.16202663810599 1.55421186112585 1.02450682910708 1.3755637867655 1.19397638824044 1.05166366213055 1.25377784440646 1.00336434647311 1.27785447249509 1.36337321907637 0.984187302781421 1.55662195917715 1.21339525665352 1.24896226139955 1.11435198937981 1.29828677409414 1.01983378443968
"19" 1.80060614463822 1.82007748186054 0.941352223252199 NA 1.05665822199126 1.12988536761472 NA 0.99013193180575 1.59231173044867 1.32046458749686 1.66890934916817 NA 1.32033516410848 NA 1.27951238529099 1.20426522488236 1.27230131488644 1.18929020728114 1.55996295500623 0.993530933217348 1.31810851875335 1.14476573962848 1.06711955040779 1.21573449020383 1.02021089331659 1.2362292134453 1.36663973515702 1.1019916326196 1.55326753029257 1.20777284159959 1.26519539914134 1.03021070272777 1.18868160580795 1.03255266841457
"20" 1.6945320855458 1.75411751541606 0.962026975935948 NA 1.07681595780746 1.16648600051592 NA 0.965690429625418 1.574082428102 1.29105653145302 1.5862096070026 NA 1.25638618603816 NA 1.27635227753739 1.19643852548507 1.31086463322638 1.22311035000425 1.4183332355628 1.0335606731103 1.2741184397299 1.16299738144934 1.06327705148756 1.29624259582587 1.0337004726884 1.18431892543346 1.31673930420294 1.05513752183324 1.53655833878532 1.18031773042212 1.28148672998864 1.00808661564835 1.18488419838334 1.01339181397946
"21" 1.55088246408691 1.76188002428424 0.974091012028594 NA 1.1811738196632 1.22909837453137 NA 0.99624693389742 1.56748720970625 1.23484180654275 1.50518619904287 NA 1.36565555697355 NA 1.26319873707723 1.1764199998865 1.33391945044722 1.16862564443633 1.63598061637661 1.0807060431851 1.24793929588002 1.1739524738698 1.07207932036847 1.50043628269397 1.02307729580706 1.26296250010507 1.31406533380511 1.07793518080318 1.59396310736698 1.22175182004281 1.21866607545598 0.987927388267835 1.2135879786704 1.00788314930231
"22" 2.56099976252866 1.81344496132218 2.00938466417396 1.8520357606084 1.9603055345823 1.50330308953133 2.29118180510272 3.29199503334412 2.04565930107159 1.28018151256347 1.28971463988009 1.69502752319262 1.26112633367027 1.67276220712644 1.07376953217254 1.24493955096075 1.56036505803747 4.52678119655717 1.86878303604503 2.59733906720554 9.83183634604968 1.83132771425361 1.5539112958881 1.24707877408445 1.28216065429623 4.2269337798916 2.1644783571876 5.60326738454857 1.76314279409393 6.28610667993984 2.13849715822216 1.75298051644522 1.32522484797895 2.02617011178001
"23" 1.4626847531014 1.70038029603609 1.01824026254675 NA 1.20183813619387 1.32036687262588 NA 1.0351236800186 1.53530886348563 1.21551104704427 1.52207217128548 NA 1.28581931047953 NA 1.2472344537177 1.15728310495276 1.41569220293498 1.10452749950137 1.69494904834078 1.11698761014678 1.26381573165758 1.09254846466119 1.0573647009557 1.42607973821253 1.08885477052531 1.31511694726855 1.300242319924 1.07862260149096 1.63963375587485 1.22197697421096 1.27263500336375 0.948950964485668 1.20221113363392 1.03437142654479
"24" 1.51878772712914 1.6640040821436 1.04043300094766 NA 1.18411010992769 1.38494265758966 NA 1.04060919537347 1.60357711019016 1.16005594453153 1.60062289197113 NA 1.41260779603377 NA 1.27316337408696 1.16983075985326 1.42911522198224 1.23728209298622 1.69795043312908 1.10902042914759 1.21051524715342 1.0945748367044 1.06960544578796 1.52219806754596 1.12364071183252 1.35702719784443 1.30746627454522 1.07092977110443 1.72726822057565 1.22085680563744 1.27466700870128 0.984098256183836 1.17868974173159 1.02466218940925
"25" 1.5878397088239 1.63449115080215 1.0401584566567 NA 1.13970882158102 1.43046295967741 NA 1.04199316143916 1.61929521646257 1.1035157382435 1.67408442443441 NA 1.41589055507979 NA 1.41496833184758 1.14256884441592 1.4637330635414 1.45574741758085 1.71078214071702 1.10716461074475 1.23400178091518 1.13788694569059 1.02671579655829 1.68260914385834 1.19344522343612 1.4907984014996 1.40619584253368 1.28847509464728 1.69434104038347 1.23534245868688 1.26119373104749 1.03087145082006 1.17466739996084 1.04678230343353
"26" 1.50723713483459 1.55384991230456 1.05429142747978 1.5841807667204 1.2056284009169 1.45770892837302 NA 1.02704600187822 1.64624973258805 1.12144718884817 1.7321594000919 NA 1.48064238914021 NA 1.4589068018874 1.08730242943311 1.4472866506629 1.54985580522638 1.58945244327149 1.12614731810251 1.25903378513767 1.15958501866988 1.04103480919652 1.71399980621836 1.31136375694684 1.5653903784962 1.38221635761265 1.35085318046217 1.80726998138487 1.21405027863438 1.25435479465446 1.12086815694786 1.19673995655142 1.11717567619029
"27" 1.56765084783967 1.40930098220274 1.04526958517027 1.58605331023211 1.27222641856428 1.44911983152435 NA 1.02828255797058 1.62707810514706 1.13491299501424 1.89690288101446 NA 1.51710099179026 NA 1.50661146650339 1.03669244642602 1.36212748196786 1.60247793600002 1.50962134265601 1.12156737453925 1.40513404826391 1.20031961667243 1.01910908659928 1.78643692987331 1.39595533478082 1.61163861381058 1.42029844278666 1.31171308312204 1.84646186791304 1.17231565034525 1.27234408991405 1.28396636946564 1.28080988850199 1.19550881314961
"28" 1.59608908066345 1.32087964581494 1.10008561673133 1.54189703468546 1.32448476271783 1.46662294791336 NA 1.0500083070723 1.64477204806966 1.1004017831969 2.00974209727423 NA 1.62678639649356 1.34718028447712 1.51318428929985 1.17135772500797 1.36663346731013 1.49094793928065 1.35558237295756 1.11180317216762 1.41273823624375 1.31496806597265 1.05266418247304 1.73164124491511 1.48494199835485 1.62490345095033 1.42441994547829 1.23654255270912 1.76349870612722 1.13876817280891 1.25491744396485 1.39451741684851 1.38384988996767 1.19982378248617
"29" 1.5821307380583 1.33800484487635 1.02548202690614 1.552797590882 1.34020410918187 1.43812762044003 NA 1.06903415244823 1.64960543793837 1.14501285864141 2.09095899474532 NA 1.74716700032165 1.30763546536997 1.53173103417926 1.1901889550982 1.34467315308024 1.55779332830455 1.39592127247177 1.07279896608249 1.48488374708386 1.38171059577371 1.11145254770213 1.71873829820318 1.59002433083127 1.55144738183991 1.38294623815397 1.33868045795215 1.70705997642708 1.16883604706297 1.34621825647614 1.57091620043001 1.40743555329777 1.29816970376662
"30" 1.87864223955106 1.3554043173026 0.962537697732438 1.59370977555081 1.37529079862617 1.38825337087992 NA 1.07047306047413 1.65560809866652 1.21764761194797 2.1200084298331 NA 1.74011808779134 1.28667460585192 1.60551257325409 1.26833653326247 1.37914066086577 1.6324383588469 1.30274783803526 1.12202406182354 1.4631934642574 1.30514325789901 1.18527246563206 1.55697432033022 1.72594270515771 1.51017529060902 1.28235635363246 1.42677126756446 1.71449856194305 1.16544311557242 1.39474243048576 1.62641377830501 1.49500701881619 1.43509236228287
"31" 2.15435401641269 1.28124064443728 0.924901627968226 1.72280411165505 1.47689434555474 1.2854305526416 NA 1.03600073290458 1.66870087935029 1.34411498119181 2.14266234779549 NA 1.79079375642723 1.28931280863284 1.62571367424578 1.31585448159939 1.29253099500518 1.67685581410717 1.27758709187618 1.14287006225441 1.50511533317166 1.39499056368123 1.29586224678907 1.59890407454674 1.83751800964379 1.31729727846122 1.28651145334388 1.32658336929499 1.73482591056596 1.07404994631653 1.34636560158086 1.82447395955077 1.41225118073788 1.54588311001072
"32" 2.27484474590002 1.29350893190033 0.921701834519925 1.76445569133067 1.56088514290172 1.19307653121706 NA 1.10683880013383 1.65704912243712 1.40635459575848 2.01982324870613 NA 1.65978674311521 1.30468363595831 1.65183580920963 1.40336650856836 1.18024669656355 1.66032656526849 1.23296479029058 1.11089347900088 1.50512571399064 1.35571302653234 1.41089720194335 1.71118724182776 2.01173357683713 1.32353469088958 1.2794786750814 1.39388861210335 1.65861224096281 1.1195311369213 1.335403872592 1.95647107585434 1.45188182474068 1.59893377166947
"33" 2.1067680302587 2.01028084197971 2.06639267239983 1.70432419934651 1.91731823277414 1.6086474603602 2.52401364997503 3.82252405430646 2.09104064631275 1.3034603235062 1.32328871670843 1.80244912513254 1.35928176715138 1.81859950597913 1.36266953034783 1.30824458255931 1.61999360621987 5.44038134689574 1.97606849616959 3.02669869054421 5.94631127579837 2.00957410164732 1.5089933890103 1.08142824700515 1.23280093561872 3.8428253450377 2.11476540938623 5.31309076461297 1.92846249751367 4.44026771064143 1.9854154869897 1.5072179751009 1.53645312545248 1.94101763365412
"34" 2.42830519030053 1.30229581488517 0.987881954880083 1.88523702435585 1.64883232437005 1.15677172161086 NA 1.12638920302396 1.60899115549009 1.44935027364654 1.8714599039025 NA 1.69297316478063 1.36315058015774 1.48134925571243 1.54664348198966 1.16928917016199 1.44389635410015 1.16650213717637 1.17719762924423 1.49055928752719 1.33135056606534 1.56616093986403 1.63367995368787 2.17855777723835 1.16751761462914 1.16754379385164 1.19978143143797 1.65652881626512 1.10247486761344 1.35561005848513 1.93404646635593 1.45132486800127 1.72358577668669
"35" 2.51833211636069 1.34523449047567 0.99631657089952 1.86119006654099 1.66550658953791 1.1391037665119 NA 1.11391883481391 1.48986669566894 1.39484966828734 1.81460705316279 NA 1.62599592911422 1.32117714473344 1.4742489090721 1.56308998820755 1.16929377219786 1.38225578295095 1.16184564268915 1.18814242290276 1.48311532125286 1.36453838295861 1.68963918364405 1.87354759859103 2.23888176082356 1.10861922717786 1.18163677896493 1.2096582720621 1.47704920249455 1.08972762749235 1.44704706695752 2.13255009967413 1.3835393950929 1.67579682545998
"36" 2.53378079836408 1.46160369844788 1.08522977245833 1.783388886068 1.63979039136928 1.14809032927363 NA 1.11327325465725 1.58417541993548 1.41325364931298 1.79847647621494 NA 1.48823579711095 1.32864489456442 1.50492768233854 1.61080942989311 1.29873678442397 1.2377970717858 1.17609406396273 1.21007683922151 1.35069810456002 1.3326685146587 1.85789768931444 1.97416851113648 2.40502844090706 1.20789976564816 1.1788977127854 1.18212990966992 1.35295967485766 1.04639394542109 1.53864105508258 2.12205298284233 1.33556614174357 1.71336099522405
"37" 2.43620960599091 1.65287973236986 1.09295669028547 1.79012424931103 1.52652626196871 1.16025895955001 NA 1.1089416817573 1.63867790773654 1.46116179870181 1.70290934692434 NA 1.3700204445826 1.46326468513138 1.54868696352597 1.40690327161569 1.37517613900945 1.3411391305032 1.19365674255575 1.22833708767681 1.34728663954284 1.34803164856249 1.9624854091712 2.21112585950018 2.56787678511806 1.28042837539678 1.29977829050669 1.20814807624314 1.29845311038386 1.11145693511114 1.54310289918277 2.17192833769025 1.20758844192936 1.93181293347464
"38" 2.50293897478388 1.80058887610377 1.14225143141107 1.73951612658325 1.46717385749665 1.17900693551498 NA 1.08584318028852 1.65615092586846 1.42477165679584 1.67408918111471 NA 1.4528423792524 1.51450685291626 1.53140021078343 1.40300237462234 1.41407563449848 1.44295916612156 1.12675133045252 1.1980531358747 1.29060278006418 1.26657867280498 2.07171513023972 2.33724202708254 2.70748380110849 1.41503994140088 1.31381160121134 1.16091965719269 1.22445717568721 1.11020126978174 1.34758852857056 2.15494646704202 1.10347840183586 1.95970586170176
"39" 2.32918673387112 1.86157093060293 1.19946254346896 1.77846064378628 1.27418061640622 1.14720687400496 NA 1.08419181198004 1.63291608038044 1.37408969021682 1.66035214474618 NA 1.47083060603385 1.40867038609425 1.53628908241701 1.33287548437904 1.3481041813031 1.43780319097973 1.09400612706967 1.12986880074937 1.27783930466837 1.35382292251682 2.15432492674631 2.66476690245631 2.66237824264965 1.48237917979706 1.29881224277498 1.24163390523507 1.06151122980452 1.13283171049307 1.29607811501421 2.44532361444152 0.94034767902725 1.97084571645019
"40" 2.18419850360768 1.92871725246956 1.16007536793315 1.60197812942702 1.13175256236538 1.14466159779845 NA 1.07825178289649 1.63280111244921 1.21369221210793 1.65374702203792 NA 1.56417223058968 1.42503281938444 1.49521444671875 1.32279949470164 1.28387004694057 1.48654412715773 1.03869545095285 1.10659764756195 1.19081196692913 1.34650929949849 2.17949397815868 2.83923220731249 2.54386679807438 1.68659847693704 1.23908009560352 1.38639561155555 1.06488119304841 1.13056306063819 1.21733645589679 2.39889727147305 0.99337836973616 2.16613002577685
"41" 1.96984799076137 1.94980960191778 1.14596518240926 1.73932237625823 1.1622312471165 1.23183935480083 NA 1.00264768594212 1.46165773398863 1.17021205171595 1.70589319949096 NA 1.78702216191605 1.40816502545957 1.41846764528042 1.2280214128138 1.34041513210511 1.35542467457866 1.04765239111051 1.15723104065262 1.18331779009112 1.34190167376788 2.14574149122963 2.60241768289841 2.49662496588178 1.67858421065866 1.25494339228265 1.3754893404766 1.17549761813729 1.07675639657244 1.20475954497588 2.25388130947156 1.00376041164208 2.41697855284886
"42" 1.53966674477517 1.89525599799587 1.09702353964569 1.58913164835011 1.17923935278084 1.2861362611489 NA 0.990553730985345 1.55620578524994 1.23548903858731 1.75098599492982 NA 1.93068540124404 1.30927728496472 1.49387893714776 1.06456757751649 1.37446381756425 1.28002124964666 1.03719550788236 1.25753459780232 1.39817746715749 1.31340901565855 2.30993026419959 2.29720605639048 2.37394873584404 1.74895561026173 1.26047922685024 1.34534610773496 1.40762056093214 1.02106849015878 1.25292484394566 2.42742068148355 1.01071787837784 2.46910495677764
"43" 1.4814347568868 1.99709211712906 1.09322683284781 1.62995296361926 1.26482941148742 1.36488988082944 NA 1.00902991703913 1.94436061933517 1.34481747567541 1.8553613740531 NA 2.07365074452694 1.31627228204111 1.53604251284472 1.06282070212718 1.36355377521002 1.42077405822539 1.13107867611378 1.30580609717579 1.49486149141006 1.25800384593749 2.42951751644691 1.65276527594243 2.22063702757666 1.70365423559537 1.33090631082204 1.3328998054033 1.6483356826083 1.00744059319561 1.30738553811788 2.07894777805906 1.08766525796401 2.97021288152537
"44" 2.00402046291243 2.00655418694025 2.02520401624916 1.42970566318455 2.10081072015051 1.78357913660114 2.48851679853984 3.98775236253897 2.21271969755011 1.37684568080605 1.2906568119767 1.67425333117002 1.48381632020541 1.84470364264526 1.31434959851701 1.25756179787865 1.53252555958827 3.82424293609188 2.2748236480813 3.63476620508696 1.62318102176412 1.40778367110156 1.38167252720136 0.879052385400326 1.31684762889684 3.2819854646509 2.15809151331968 4.63365325452739 2.04413150525229 2.96942912893719 2.17515341170795 1.39254700051067 2.18789140248251 1.81326329604725
"45" 1.5170342757203 1.73539163490217 1.091332865423 1.68627683165251 1.353582889557 1.45368964045994 NA 1.09183643296073 2.04955040471388 1.39248748190843 1.76668918613429 NA 2.11733921592596 1.38551485813144 1.5159665182906 1.09068204362961 1.29354693785476 1.4338099857531 1.10774012693551 1.33095418912629 1.55138795946129 1.2165308680763 2.42119323055937 1.36123165785795 2.17041944810822 1.63330529420517 1.29643857572883 1.44990548825692 1.79962920396654 1.08486216469159 1.25588807762172 1.82326572214145 1.10226904512726 3.03325502340811
"46" 1.51434062191638 1.62290178199894 1.08646424968581 1.86901983884336 1.38982468819987 1.52285328361647 NA 1.1032230502438 2.02342538443597 1.36575290189664 1.81952497593897 NA 2.20886725121412 1.29816639643515 1.5309455850596 1.18258927036114 1.2659383422228 1.43795489362817 1.27796634302562 1.32907366249581 1.69877212934376 1.10045910654015 2.47258352121152 1.36003277603902 1.98851522727162 1.4993632626663 1.18718623755723 1.55697010955513 1.98905653633078 1.11929070106015 1.3194825054258 1.85304422597573 1.11944326959929 2.91524658261724
"47" 1.7231310906764 1.29912470733556 1.12390577291168 1.86796550862005 1.4552865216063 1.50971437981858 NA 1.1602634792431 1.99537465068898 1.3826177411893 1.79370158939958 NA 2.01105826673128 1.32098671257432 1.48272264106207 1.18325877489873 1.32068996776453 1.29463762800206 1.31057542841835 1.30763179082918 1.83474492559103 1.13477001314442 2.44858837312183 1.30839441466714 1.98532618781163 1.39086641177492 1.20140697938279 1.62918577295277 2.17688020545101 1.24260613797066 1.4471435094496 1.6192067584436 1.05667112619967 2.96433376406146
"48" 1.744967004439 1.08406165480733 1.12406885847685 1.88903286968256 1.52326776375132 1.53168315447405 NA 1.18556284208887 2.07785284700528 1.41622739324168 1.87660846722489 NA 1.8871144342411 1.49535566710829 1.44387582869025 1.22846632420372 1.35403989347536 1.36277028206209 1.40891312716745 1.30128070543243 1.86591551605703 1.12144866253433 2.536492759344 1.23563966937305 1.94297151363811 1.43496074993661 1.31245705013117 1.51496678961351 2.36385134457417 1.35698710091295 1.53198603456729 1.46107417277441 1.06064316007909 2.76615008656776
"49" 1.64886837572775 1.07334510375116 1.11483952189459 1.91595682862426 1.64266452073678 1.52812863742443 NA 1.19980485288684 2.04876556250123 1.41641373464896 1.59654112660667 NA 1.67820622100885 1.43567486427115 1.48981340939928 1.28966695252846 1.47964384011932 1.40734820466573 1.49555184604339 1.2809319430329 2.04328939746358 1.10612260121822 2.4104362104703 0.983007512815445 2.02728482982453 1.57425209374387 1.29827405297139 1.51340310050803 2.30604326282886 1.46085507881425 1.72954788068709 1.40656140626355 1.0683070697228 2.17336288904852
"50" 1.77912665191786 1.18325553381259 1.17670924064772 1.8475779611777 1.50983628525263 1.43660704769448 NA 1.2528832773409 2.2523350599382 1.52174429466856 1.36951617768109 NA 1.34492085626533 1.37218253539664 1.59242603029753 1.2790940598319 1.47203266631976 1.37276126245627 1.5024197440292 1.29837705250702 2.18712775942864 1.23465504487889 2.36993774171526 0.928160275429208 1.99342358327351 1.50236103342083 1.34270022488399 1.50209347304155 2.23365515378739 1.62879891472199 1.73583978304692 1.57319403143701 1.05977282915114 2.38879385612493
"51" 2.11479621531365 1.22933758422527 1.21466999826371 1.88101167955499 1.49614760328056 1.31778901257488 NA 1.27658059712692 2.34490648214108 1.4140647405836 1.40513661566088 NA 1.2522621121263 1.37206881527726 1.54156190677252 1.33365117905689 1.37187031735654 1.48608373461982 1.4923879809737 1.19521785288801 1.83975672468814 1.22038523894892 2.01954837438483 1.06000836082726 2.04195392541773 1.63066065593086 1.27064784446797 1.57901848453829 1.99809282376989 1.95000070056681 1.6594044905491 1.54778973379775 1.04089317754742 2.48215184378767
"52" 2.35625715491639 1.48899912731002 1.19503454660154 2.02386231362287 1.37362190282366 1.27034742316078 NA 1.3115123230049 1.9511332284161 1.40875412122349 1.32987151373855 NA 1.14886553474252 1.42623541649029 1.48039002767993 1.43344366447202 1.38777935736775 1.32484670855524 1.3288420758479 1.14039552006318 1.7431978550788 1.21541765635253 1.83590758412652 1.17437648903425 2.03892677207984 1.52890157525379 1.23353153665624 1.63883221110716 1.67146039770985 2.12910626532348 1.56768373084144 1.65813606593908 1.01249965662744 2.01909880020091
"53" 2.21781577190885 1.58805559335162 1.1373717369425 2.03864702038646 1.37747323752364 1.22729444200499 NA 1.2512520385271 1.77719126918067 1.46851174314847 1.26003727575457 NA 1.19759549052755 1.35245768162584 1.48001123422034 1.35493005630467 1.38902867465759 1.45607778264418 1.31466174752335 1.19454264844834 1.6628456921213 1.25096340881482 1.75331852715377 1.33277060195382 1.74246970982187 1.47664746877386 1.2493058391164 1.66320970936811 1.5663966080724 2.36083153435035 1.48742473782669 1.8349215741458 1.11044720583362 1.93451419810206
