"data" "Aracatuba.covid" "Araraquara.covid" "Baixada_Santista.covid" "Barretos.covid" "Bauru.covid" "Campinas.covid" "Franca.covid" "Grande_Sao_Paulo.covid" "Marilia.covid" "Piracicaba.covid" "Presidente_Prudente.covid" "Registro.covid" "Ribeirao_Preto.covid" "Sao_Joao_da_Boa_Vista.covid" "Sao_Jose_do_Rio_Preto.covid" "Sorocaba.covid" "Taubate.covid" "Aracatuba.srag" "Araraquara.srag" "Baixada_Santista.srag" "Barretos.srag" "Bauru.srag" "Campinas.srag" "Franca.srag" "Grande_Sao_Paulo.srag" "Marilia.srag" "Piracicaba.srag" "Presidente_Prudente.srag" "Registro.srag" "Ribeirao_Preto.srag" "Sao_Joao_da_Boa_Vista.srag" "Sao_Jose_do_Rio_Preto.srag" "Sorocaba.srag" "Taubate.srag"
"2020-07-07" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.15714213682191 NA NA NA NA NA NA NA NA NA
"2020-07-06" "2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.05490571877767 NA 1.0314591180427 NA NA 0.94582488472793 NA 1.1339185501899 NA 1.1031369383858 NA NA NA 1.06782778616031 NA NA 1.02012069524547
"2020-07-05" "3" NA NA NA NA NA NA NA 0.810122961143505 NA 1.04054918273599 NA NA NA NA NA NA NA 1.06097724576823 NA 1.03851596779989 NA 0.663959464439388 0.936372292319807 NA 1.11823676275489 0.866202289736965 1.09245903005667 NA NA 0.619908645138908 1.06070410773643 1.02581831684815 0.756181180323672 1.01386509189741
"2020-07-04" "4" NA NA NA NA NA NA NA 0.805291784354131 NA 1.05161182113458 NA NA 0.994655884290411 NA 1.33650847848462 NA 0.841646042574941 1.0877653009545 NA 1.03256674412738 0.909617141163249 0.62542069188185 0.959252088276815 NA 1.08699287345676 0.82749751203342 1.07274378323448 NA NA 0.675678817123803 1.07586033347639 1.05149829389225 0.783896334076762 1.00564380143056
"2020-07-03" "5" NA NA NA NA NA NA NA 0.821804856194831 NA 1.05041682494386 NA NA 1.0181530128203 NA 1.34326441833999 NA 0.801925514079577 1.12157712026773 NA 1.00269015530636 0.886332804401417 0.684938503764064 1.00564830159316 NA 1.07949891556175 0.862357263955776 1.07488228226464 NA NA 0.728521149311554 1.10356669286606 1.05097115628242 0.844764317245322 1.00133961135066
"2020-07-02" "6" NA NA NA NA NA 0.924685632074672 NA 0.838410019490648 NA 1.04846600959912 NA NA 1.01516961247637 NA 1.3729716660517 NA 0.829807393138916 1.13748023520778 1.00619682444102 0.987515972097075 0.938480452669345 0.755817575882761 1.03826950329807 NA 1.06275099920038 0.898518032435992 1.0506075769192 1.15477022658577 NA 0.749495436587493 1.107556667966 1.07757661578145 0.876718885127301 1.03174872379492
"2020-07-01" "7" 1.05132955954246 0.894291286986525 0.959605169744436 0.963423710562377 0.983949593907698 0.909677366539588 0.954254581373631 0.840462389876738 NA 1.00833735191413 NA NA 1.00383310340496 1.01979676089183 1.35063527141719 1.20049966642953 0.78562030175743 1.13036960784919 0.985919263272299 0.96543035913941 0.954294313493098 0.800828729109982 1.02215961939456 1.07331000149455 1.04588049763376 0.968538444567644 1.04414791135832 1.1279566726588 1.06947207129275 0.773524517726891 1.0927854170579 1.09500907706526 0.849181216614434 1.01289245561583
"2020-06-30" "8" 0.993383610536835 0.836007189369186 0.942455621576371 0.984721859741011 0.980837104366405 0.886472883377651 0.866665028444846 0.85155802379274 NA 0.936745580736046 NA NA 1.0071547426468 1.01243400551547 1.29668927796911 1.17849065936047 0.738910985204176 1.14208839172099 0.977228627518385 0.945090587234251 0.941182344696859 0.853043383239837 0.969075264524272 1.01747471087434 0.996954975593444 1.0275884244333 1.00906973236163 1.11454726999467 1.01636386754971 0.820450082874244 1.09211528335491 1.08639649669575 0.814655853206463 1.00306574271386
"2020-06-29" "9" 0.949834925272724 0.882459710716959 0.924416260925926 0.995870046992805 0.98631083777952 0.894653663923337 0.757739999944289 0.872368947039176 NA 0.907660677352299 NA NA 1.06319569181555 1.01254426525121 1.25259556092095 1.17038975028728 0.80207559277446 1.08493719401545 1.03001576408115 0.928449263483336 0.937648018093557 0.875182215581953 0.964080008830257 0.989845439549091 0.970834549433524 1.08306306837391 0.994270158826084 1.13532628112877 1.01082075649687 0.89675468002484 1.15765362325868 1.12119464487275 0.818156232618651 1.01745868962244
"2020-06-28" "10" 0.856305482391983 0.907154303484004 0.911398325136067 0.981110490835873 1.02107258441323 0.932204064442296 0.666586426557058 0.871225473938981 1.01289512451416 0.886507102699516 0.895243132125767 0.956002246030318 1.06220689618082 1.0243346448505 1.20378685349342 1.17033952899757 0.861726721934986 1.1140577605077 1.01646473779965 0.912223871098691 0.997206834008848 0.914877469546068 0.95792225033517 0.979309524423928 0.95802755616938 1.06682080562111 0.96306581516229 1.10945642818007 1.00971859169192 0.913856887180369 1.07358916003374 1.11470010965022 0.840437168019395 1.00164693627283
"2020-06-27" "11" 0.820099181192406 0.986787863887118 0.903928381297679 1.03129907577956 1.02976242872081 0.970927182027195 0.662066127956922 0.918992572928152 1.04639973500389 0.865314413966585 0.894848642832564 1.07631000949244 1.07742832946222 1.00879550007339 1.16020523564269 1.15381914470667 0.946625683026849 1.16394250936073 0.979382028487791 0.91405760215734 0.961131653877688 0.95611028752373 1.02475654272487 0.99669219712774 0.997521393128641 1.0119060073879 0.953820949039818 1.10224505734084 1.23888267854261 0.960700080551907 1.10102762045842 1.11258708965192 0.938654253315883 1.05682386736656
"2020-06-26" "12" 0.78327751578727 0.983001308645294 0.873257087330165 1.00551342158565 1.02197835372363 0.952892417670178 0.678414525072144 0.913556470559584 1.10967568714947 0.898618426283426 0.870887234991286 1.04856639213794 1.0394997542525 0.965759629027636 1.12812044162624 1.14928757788113 1.07554239373893 1.14822729617639 0.947236662061566 0.911714216654312 0.976724262855295 1.02037659276261 1.01874472954233 0.992988837064458 1.00433940258158 1.0389897815452 0.965897358432278 1.09688824147842 1.25759641348188 0.948522166261996 1.0249935975985 1.08539761834313 0.983375382519639 1.09600869470173
"2020-06-25" "13" 0.800033187826324 1.03244619500642 0.872855649043591 0.995771259686938 1.08522806668588 0.95351996018781 0.838994371380476 0.904632027178807 1.18277254928107 0.947511444502966 0.833000081337956 1.01320740869257 1.03387573709449 1.01884580405473 1.13313632023916 1.10218304862644 1.14721220742677 1.1033204988654 0.960209558208313 0.942003189561715 1.01137148044827 1.06496718193613 1.00483210636543 1.08583557557336 0.993402558245823 1.04194823580044 0.954545457190449 1.07871954973323 1.2225386356962 0.971800276230435 0.961567054503374 1.08745195551189 0.968867656296862 1.10239742237739
"2020-06-24" "14" 0.817836555576049 1.02227343253736 0.8582369303458 0.999663570612635 1.12992620375605 0.927376933101908 1.01932157989866 0.886105134303988 1.23187563667121 0.955744790173794 0.803901236018485 1.01628490615093 1.04627012636382 1.04773340580736 1.07712721770781 1.09228474384058 1.13945105561972 1.16963389619771 1.03465742010699 0.95194714321973 0.963260128765297 1.04926925093846 0.981797697800727 1.07549942845053 0.98311416150638 1.03178008155237 0.953610977403094 1.05495960800073 1.22747870098062 1.01155834459457 0.994537991975525 1.05139413597512 0.993586481302606 1.06687569962903
"2020-06-23" "15" 0.946734190504226 1.09131633056937 0.87883964700345 0.93040656482629 1.1056300263087 0.929364824567062 1.09606088347697 0.885326114514146 1.27248524376018 0.989272832284207 0.817551519684317 1.14104406039039 1.05322248766246 0.986134579563674 1.08215668915331 1.07866084451204 1.17333206442395 1.16613957151466 1.08902388943207 0.973528127817369 0.892260974952245 1.0151758316875 0.992810284577225 1.19743385680364 0.985548854390146 1.03257315186601 0.970860544331471 1.14913109063672 1.29207984252869 1.02125879539674 1.00103140439435 1.03323829498879 1.04122162884111 1.09173148676717
"2020-06-22" "16" 1.01076000652803 1.18098923414848 0.891281175123291 0.843473146376372 1.05676328198966 0.992717533175276 1.16716948183116 0.897463016146562 1.26454142970964 1.06914850514611 0.827106185434801 1.17238120140279 1.05899494137545 1.02790038109279 1.08008960999257 1.08424060010576 1.21399433917605 1.17557975889179 1.14483335114159 1.01292963665834 0.943390363807254 1.04324220670778 1.0457247105221 1.3121639401419 1.00227548222221 1.06652301914615 1.01666299770447 1.15114581375126 1.41106025759814 1.04968021069593 0.992026602258356 1.02011794021817 1.0813745676647 1.09996270905171
"2020-06-21" "17" 1.04532767986254 1.24912859001323 0.902650744248869 0.8971239514371 0.995389991607754 0.990395265069085 1.30055426060401 0.877184369490004 1.20652237955598 1.0825867409223 0.805496469290512 1.14487577196379 1.0230866019755 1.0084146879363 1.0313353991949 1.0559628990528 1.11607595550293 1.18974895241668 1.13382122157507 0.997474394622943 1.00886761537934 1.01964648663788 1.05266390913789 1.40032681058409 0.981753472403199 1.00658846000279 1.02373176179065 1.12565230068933 1.38873104470664 1.01273823040981 0.993740904646831 0.957370403748725 1.07098567282751 1.0671213185108
"2020-06-20" "18" 1.09959868194548 1.25008538564184 0.912722293639217 0.964981185642945 0.932625671290701 0.948674215082493 1.45081207693307 0.870603078880608 1.16853735570966 1.11262201571804 0.857474892945189 1.09616953778112 1.03217534897284 0.89392777212605 1.03897697274018 1.03360134749256 1.03678044042402 1.12519351229084 1.12664166207405 1.01641842453958 1.01559342176208 0.983120032613619 1.02996212923403 1.38918758275212 0.965433220971553 1.05060903370078 1.07940231989813 1.16678938841674 1.30182729123876 1.02895107683272 0.960096635388876 0.964604249362209 1.05338246647517 1.09517987736995
