"data" "Aracatuba.covid" "Araraquara.covid" "Baixada_Santista.covid" "Barretos.covid" "Bauru.covid" "Campinas.covid" "Franca.covid" "Grande_Sao_Paulo.covid" "Marilia.covid" "Piracicaba.covid" "Presidente_Prudente.covid" "Registro.covid" "Ribeirao_Preto.covid" "Sao_Joao_da_Boa_Vista.covid" "Sao_Jose_do_Rio_Preto.covid" "Sorocaba.covid" "Taubate.covid" "Aracatuba.srag" "Araraquara.srag" "Baixada_Santista.srag" "Barretos.srag" "Bauru.srag" "Campinas.srag" "Franca.srag" "Grande_Sao_Paulo.srag" "Marilia.srag" "Piracicaba.srag" "Presidente_Prudente.srag" "Registro.srag" "Ribeirao_Preto.srag" "Sao_Joao_da_Boa_Vista.srag" "Sao_Jose_do_Rio_Preto.srag" "Sorocaba.srag" "Taubate.srag"
"2020-07-05" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.904549722325706 NA 0.824888908504633 NA NA NA NA NA NA 1.17024204804338 NA NA
"2020-07-04" "2" NA NA NA NA NA NA NA 1.03710751770714 NA NA NA NA NA NA 1.71082289719222 NA NA 1.20557474964182 NA NA 1.20351978520869 1.04906162882379 0.919446734023387 NA 0.842138957640163 NA NA NA NA 1.05115984746988 1.22728134528781 1.18320215550396 1.18024702119442 1.1368402173664
"2020-07-03" "3" NA NA NA NA NA NA NA 1.00624005214557 NA NA NA NA 1.41299866113348 NA 1.68787901925425 NA NA 1.21531152982069 NA 1.23623222068935 1.1644236004912 1.05814538069723 0.951191181874717 NA 0.89626131543017 NA NA NA NA 1.03807017108866 1.24686505150825 1.1718558845635 1.17969553984384 1.12668734554032
"2020-07-02" "4" NA NA NA NA NA 1.25346221896039 NA 0.990824502883212 NA NA NA NA 1.37599440670216 NA 1.67798429706481 NA NA 1.21662051692023 1.28547770591241 1.19373482795427 1.20034459533198 1.0688587817594 0.984629702967399 NA 0.944554781714979 1.58758830118358 NA 1.53266571087601 NA 1.00848418947052 1.27488136739654 1.19412332751328 1.16900089356289 1.15450028694151
"2020-07-01" "5" NA 1.33453776045865 1.47450741108018 1.46983146534687 1.26981085600514 1.17376369000399 1.96874970880642 0.967849855226961 NA NA NA NA 1.33966971023313 NA 1.61291289780398 1.76063419404988 1.28511407439039 1.22755221863643 1.2498985828508 1.16232347564096 1.20435721714471 1.06697849884346 0.985755565158955 1.61937183363587 0.966663511964612 1.5956055904727 NA 1.47778873985212 1.79095185378463 0.992642724444899 1.27984359534918 1.20771099168606 1.09710799208655 1.13844182831955
"2020-06-30" "6" NA 1.26246574526205 1.41376323671695 1.45851564610655 1.25714263397759 1.10541082869581 1.71984076755669 0.962998775035476 NA NA NA NA 1.30665842005485 NA 1.51822403347467 1.6673715366714 1.20944307089137 1.27023339572809 1.23046020161515 1.14415477387307 1.17969687733594 1.08143676270252 0.962128001961741 1.51751138879365 0.976237390936915 1.62154237892175 1.32394542177072 1.43234261976215 1.61014528729639 1.00959489833254 1.33725548835947 1.19785746678529 1.01915100381484 1.13683174113314
"2020-06-29" "7" NA 1.30453082758218 1.35151015852394 1.45664485354324 1.25734754741563 1.07139257467575 1.46743800572127 0.973498960198106 NA NA NA NA 1.33127992168967 1.54799323945575 1.44272340648006 1.58948836060031 1.19324008874966 1.24660760551032 1.27045947035791 1.1279869910503 1.16555988729586 1.07193114043519 0.980278665141135 1.45432192628134 0.972200061301499 1.60488828786525 1.29970395469179 1.42125931408862 1.51423723207125 1.06607290041291 1.40888526375934 1.23192273350773 0.992788063478168 1.15755185800021
"2020-06-28" "8" NA 1.31432941586752 1.27522660508731 1.43512901456074 1.28212271824038 1.07727666579812 1.25552094356229 0.962694666803583 1.85325621568964 1.38812179274834 1.47769325794559 1.56557889214331 1.30776116439724 1.53843788804131 1.37700857476278 1.5246649111334 1.19953276246569 1.28487905610823 1.24608992574545 1.09724637662712 1.22091639061625 1.09196654817908 0.989964665770921 1.40725706702031 0.957108485110821 1.53645589064982 1.24658024658537 1.36555281971612 1.47746585980536 1.0653285047837 1.31677977086479 1.22221867534645 0.992515172027427 1.12964288346378
"2020-06-27" "9" 1.48489923145453 1.38025473923042 1.21486569075207 1.47592794865376 1.28324109886391 1.09210678488952 1.18124025786418 1.00291413064784 1.86354369088667 1.34664670775102 1.44948177755249 1.69450610565663 1.30140002896257 1.50113068251915 1.32003190107286 1.44040993913409 1.22029756805523 1.32070968053568 1.19934770529156 1.09369344653481 1.17447180573367 1.11491816126771 1.05682487878084 1.38310841607406 1.0045280560938 1.42974357505769 1.21007201859495 1.34284137318598 1.7030499303048 1.09835287618523 1.32634489898676 1.21738532955415 1.07757563979936 1.16818064307459
"2020-06-26" "10" 1.49646979596472 1.37069731745546 1.14406092149708 1.42689268122911 1.2633627003017 1.05423296842867 1.15120803771879 0.998108582693385 1.90043756345757 1.33397388055753 1.38438396350211 1.65607598785411 1.24331465634495 1.46182060841367 1.28043286669074 1.3779510961416 1.32379003412656 1.32217112814326 1.15512513535488 1.09464391693821 1.19147442386066 1.16740100252292 1.05415194979716 1.35650445055219 1.01314332354428 1.38543903802586 1.18868010228927 1.32761166485447 1.71439695460319 1.07786854539623 1.23493475877306 1.19004889685989 1.10890041417823 1.19607039873096
