"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-05-13,5
4,4,4,2020-05-14,4
5,5,5,2020-05-15,5
4,4,4,2020-05-16,4
4,4,4,2020-05-17,4
3,3,3,2020-05-18,3
4,4,4,2020-05-19,4
4,4,4,2020-05-20,4
4,4,4,2020-05-21,4
5,5,5,2020-05-22,5
5,5,6,2020-05-23,5
5,5,6,2020-05-24,5
6,6,7,2020-05-25,6
6,6,7,2020-05-26,6
4,4,5,2020-05-27,4
6,6,7,2020-05-28,6
8,8,10,2020-05-29,8
7,7,8,2020-05-30,7
11,11,13,2020-05-31,11
6,6,8,2020-06-01,6
6,6,8,2020-06-02,6
6,6,8,2020-06-03,6
9,9,11,2020-06-04,9
4,4,7,2020-06-05,4
2,2,5,2020-06-06,2
3,3,6,2020-06-07,3
8,7,10,2020-06-08,7
12,11,15,2020-06-09,11
10,9,14,2020-06-10,9
12,11,16,2020-06-11,11
5,3,8,2020-06-12,3
8,6,12,2020-06-13,6
8,5,12,2020-06-14,5
15,12,20,2020-06-15,12
13,9,18,2020-06-16,9
8,5,13,2020-06-17,4
8,5,14,2020-06-18,4
9,5,15,2020-06-19,4
6,2,13,2020-06-20,1
6,2,14,2020-06-21,NA
