"estimate","lower","upper","onset_date","n.reported"
8,8,8,2020-05-08,8
8,8,10,2020-05-09,8
11,11,13,2020-05-10,11
15,15,17,2020-05-11,15
16,16,19,2020-05-12,16
12,12,15,2020-05-13,12
8,7,10,2020-05-14,7
17,16,19,2020-05-15,16
8,7,11,2020-05-16,7
12,11,15,2020-05-17,11
11,10,14,2020-05-18,10
9,8,12,2020-05-19,8
16,15,20,2020-05-20,15
16,15,20,2020-05-21,15
17,16,21,2020-05-22,16
10,8,13,2020-05-23,8
14,12,18,2020-05-24,12
15,13,19,2020-05-25,13
13,11,17,2020-05-26,11
16,14,20,2020-05-27,14
10,8,15,2020-05-28,8
9,6,13,2020-05-29,6
15,11,20,2020-05-30,11
18,15,24,2020-05-31,14
33,29,40,2020-06-01,28
22,17,28,2020-06-02,16
17,13,24,2020-06-03,11
16,11,24,2020-06-04,9
19,14,27,2020-06-05,10
24,17,33,2020-06-06,13
19,12,28,2020-06-07,7
20,13,30,2020-06-08,7
20,12,31,2020-06-09,5
17,9,29,2020-06-10,2
16,7,28,2020-06-11,NA
17,7,31,2020-06-12,1
17,6,33,2020-06-13,NA
19,7,36,2020-06-14,1
18,6,36,2020-06-15,NA
18,6,38,2020-06-16,NA
