"estimate","lower","upper","onset_date","n.reported"
4,4,4,2020-05-30,4
5,5,5,2020-05-31,5
7,7,7,2020-06-01,7
9,9,9,2020-06-02,9
6,6,6,2020-06-03,6
10,10,10,2020-06-04,10
7,7,7,2020-06-05,7
6,6,6,2020-06-06,6
6,6,6,2020-06-07,6
8,8,10,2020-06-08,8
14,14,16,2020-06-09,14
10,10,12,2020-06-10,10
6,6,8,2020-06-11,6
14,14,17,2020-06-12,14
16,15,18,2020-06-13,15
9,8,11,2020-06-14,8
12,11,15,2020-06-15,11
9,8,12,2020-06-16,8
6,5,9,2020-06-17,5
13,12,17,2020-06-18,12
9,7,13,2020-06-19,7
10,8,14,2020-06-20,8
9,6,13,2020-06-21,6
15,12,20,2020-06-22,12
11,8,16,2020-06-23,8
11,8,16,2020-06-24,7
10,6,15,2020-06-25,5
16,12,23,2020-06-26,10
20,15,28,2020-06-27,13
27,21,35,2020-06-28,18
24,18,33,2020-06-29,14
20,14,29,2020-06-30,10
16,10,25,2020-07-01,6
17,10,26,2020-07-02,6
19,12,29,2020-07-03,7
19,11,30,2020-07-04,5
22,13,34,2020-07-05,6
26,16,41,2020-07-06,8
22,11,40,2020-07-07,2
25,12,47,2020-07-08,2
