"estimate","lower","upper","onset_date","n.reported"
4,4,4,2020-04-19,NA
1,1,2,2020-04-20,4
2,2,4,2020-04-21,1
4,4,6,2020-04-22,2
2,2,4,2020-04-23,4
3,3,5,2020-04-24,2
1,1,3,2020-04-25,3
3,3,6,2020-04-26,1
6,6,9,2020-04-27,3
1,1,4,2020-04-28,6
4,4,7,2020-04-29,1
0,0,3,2020-04-30,4
5,4,7,2020-05-01,NA
6,5,9,2020-05-02,4
4,3,7,2020-05-03,5
6,5,9,2020-05-04,3
4,3,7,2020-05-05,5
6,5,10,2020-05-06,3
4,3,8,2020-05-07,5
8,7,12,2020-05-08,3
4,3,8,2020-05-09,7
5,4,9,2020-05-10,3
5,4,9,2020-05-11,4
7,5,11,2020-05-12,4
9,7,14,2020-05-13,5
3,1,8,2020-05-14,7
5,2,10,2020-05-15,1
6,3,12,2020-05-16,2
8,4,14,2020-05-17,3
5,2,11,2020-05-18,4
8,4,15,2020-05-19,1
7,3,14,2020-05-20,3
7,3,15,2020-05-21,2
6,1,14,2020-05-22,2
6,1,14,2020-05-23,NA
6,2,16,2020-05-24,NA
6,2,17,2020-05-25,NA
7,2,18,2020-05-26,NA
7,1,19,2020-05-27,NA
7,1,19,2020-05-28,NA
