"estimate","lower","upper","onset_date","n.reported"
7,7,7,2020-05-22,7
12,12,14,2020-05-23,12
9,9,12,2020-05-24,9
15,15,18,2020-05-25,15
12,11,15,2020-05-26,11
11,10,15,2020-05-27,10
9,8,13,2020-05-28,8
15,14,19,2020-05-29,14
8,7,12,2020-05-30,7
14,13,18,2020-05-31,13
7,6,11,2020-06-01,6
7,6,11,2020-06-02,6
12,10,16,2020-06-03,10
8,6,12,2020-06-04,6
7,5,11,2020-06-05,5
7,5,11,2020-06-06,5
11,8,15,2020-06-07,8
16,13,21,2020-06-08,13
13,10,18,2020-06-09,10
5,2,11,2020-06-10,2
11,7,16,2020-06-11,7
11,8,17,2020-06-12,7
10,6,16,2020-06-13,5
14,10,21,2020-06-14,9
14,10,21,2020-06-15,8
13,8,20.0249999999996,2020-06-16,6
19,14,27,2020-06-17,11
16,10,25,2020-06-18,7
16,10,26,2020-06-19,6
17,10,28,2020-06-20,5
24,16,36,2020-06-21,10
20,11,33,2020-06-22,5
17,8,32,2020-06-23,1
23,14,40,2020-06-24,6
21,11,39,2020-06-25,3
20,9,39,2020-06-26,1
22,11,42.0249999999996,2020-06-27,2
20,9,43,2020-06-28,NA
20,8,44,2020-06-29,NA
20,8,46,2020-06-30,NA
