"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-05-01,3
3,3,4,2020-05-02,3
5,5,7,2020-05-03,5
5,5,7,2020-05-04,5
4,4,6,2020-05-05,4
3,3,5,2020-05-06,3
4,4,6,2020-05-07,4
4,4,6,2020-05-08,4
2,2,4,2020-05-09,2
6,6,8,2020-05-10,6
0,0,2,2020-05-11,NA
3,3,5,2020-05-12,3
5,5,7,2020-05-13,5
0,0,2,2020-05-14,NA
5,5,7,2020-05-15,5
2,2,4,2020-05-16,2
0,0,2,2020-05-17,NA
1,1,3,2020-05-18,1
2,2,4,2020-05-19,2
2,2,5,2020-05-20,2
2,2,5,2020-05-21,2
3,2,5,2020-05-22,2
2,1,4,2020-05-23,1
5,4,7,2020-05-24,4
2,1,5,2020-05-25,1
2,1,5,2020-05-26,1
4,3,7,2020-05-27,3
3,2,6,2020-05-28,2
5,4,8,2020-05-29,4
4,3,8,2020-05-30,3
2,1,6,2020-05-31,1
4,3,8,2020-06-01,3
5,3,8,2020-06-02,3
4,2,8,2020-06-03,2
4,2,9,2020-06-04,2
4,1,9,2020-06-05,1
5,2,11,2020-06-06,2
4,0,9,2020-06-07,NA
5,2,11,2020-06-08,1
4,0,10,2020-06-09,NA
