"dt_evoluca","n.casos"
2020-01-24,1
2020-02-20,1
2020-03-12,1
2020-03-20,1
2020-03-22,1
2020-03-31,1
2020-04-11,1
2020-04-17,1
2020-04-21,1
2020-04-23,1
2020-04-24,1
2020-04-25,1
2020-04-28,1
2020-05-04,1
2020-05-05,2
2020-05-08,3
2020-05-09,2
2020-05-12,1
2020-05-15,1
2020-05-16,2
2020-05-23,2
2020-05-26,2
2020-05-27,1
2020-05-31,2
2020-06-01,1
2020-06-03,3
2020-06-04,2
2020-06-06,2
2020-06-08,3
2020-06-09,2
2020-06-10,1
2020-06-12,1
2020-06-13,1
2020-06-15,1
2020-06-16,2
2020-06-17,1
2020-06-18,3
2020-06-19,1
2020-06-24,2
2020-06-25,1
2020-06-26,2
2020-06-27,1
2020-06-28,1
2020-06-29,1
2020-07-01,1
2020-07-02,2
2020-07-03,1
2020-07-04,3
2020-07-05,8
2020-07-06,2
2020-07-07,4
2020-07-09,3
2020-07-10,5
2020-07-11,4
2020-07-12,3
2020-07-13,6
2020-07-15,2
