"data","dt_evoluca","sg_uf","n"
"7",2020-03-28,"BA",1
"7",2020-03-28,"CE",2
"7",2020-03-28,"MG",1
"7",2020-03-28,"RJ",13
"7",2020-03-28,"RN",2
"7",2020-03-28,"RS",1
"7",2020-03-28,"SP",54
"7",2020-03-29,"CE",4
"7",2020-03-29,"DF",1
"7",2020-03-29,"MG",2
"7",2020-03-29,"PB",1
"7",2020-03-29,"PE",2
"7",2020-03-29,"RJ",9
"7",2020-03-29,"RO",1
"7",2020-03-29,"SP",50
"7",2020-03-30,"AL",2
"7",2020-03-30,"AM",2
"7",2020-03-30,"BA",2
"7",2020-03-30,"CE",3
"7",2020-03-30,"MG",3
"7",2020-03-30,"PB",1
"7",2020-03-30,"PE",3
"7",2020-03-30,"PI",1
"7",2020-03-30,"PR",1
"7",2020-03-30,"RJ",19
"7",2020-03-30,"RS",1
"7",2020-03-30,"SC",2
"7",2020-03-30,"SP",53
"7",2020-03-31,"CE",4
"7",2020-03-31,"DF",2
"7",2020-03-31,"GO",1
"7",2020-03-31,"MA",2
"7",2020-03-31,"MG",1
"7",2020-03-31,"MS",1
"7",2020-03-31,"PB",2
"7",2020-03-31,"PE",4
"7",2020-03-31,"PR",1
"7",2020-03-31,"RJ",24
"7",2020-03-31,"RN",1
"7",2020-03-31,"SC",1
"7",2020-03-31,"SP",71
"7",2020-04-01,"AM",1
"7",2020-04-01,"BA",1
"7",2020-04-01,"CE",1
"7",2020-04-01,"DF",1
"7",2020-04-01,"ES",3
"7",2020-04-01,"MG",2
"7",2020-04-01,"PE",2
"7",2020-04-01,"RJ",25
"7",2020-04-01,"RS",1
"7",2020-04-01,"SC",1
"7",2020-04-01,"SP",76
"7",2020-04-02,"AM",4
"7",2020-04-02,"BA",2
"7",2020-04-02,"CE",8
"7",2020-04-02,"DF",2
"7",2020-04-02,"MG",3
"7",2020-04-02,"PA",1
"7",2020-04-02,"RJ",29
"7",2020-04-02,"RN",1
"7",2020-04-02,"RS",1
"7",2020-04-02,"SC",2
"7",2020-04-02,"SE",3
"7",2020-04-02,"SP",77
"7",2020-04-03,"AM",10
"7",2020-04-03,"AP",1
"7",2020-04-03,"BA",3
"7",2020-04-03,"CE",8
"7",2020-04-03,"DF",3
"7",2020-04-03,"ES",2
"7",2020-04-03,"GO",1
"7",2020-04-03,"MA",2
"7",2020-04-03,"MG",3
"7",2020-04-03,"MT",1
"7",2020-04-03,"PA",1
"7",2020-04-03,"PE",11
"7",2020-04-03,"PR",2
"7",2020-04-03,"RJ",27
"7",2020-04-03,"RR",1
"7",2020-04-03,"SC",1
"7",2020-04-03,"SE",1
"7",2020-04-03,"SP",82
"7",2020-04-04,"AM",2
"7",2020-04-04,"AP",1
"7",2020-04-04,"BA",1
"7",2020-04-04,"CE",7
"7",2020-04-04,"DF",1
"7",2020-04-04,"ES",1
"7",2020-04-04,"GO",1
"7",2020-04-04,"MA",2
"7",2020-04-04,"PB",3
"7",2020-04-04,"PE",12
"7",2020-04-04,"PR",3
"7",2020-04-04,"RJ",36
"7",2020-04-04,"RS",1
"7",2020-04-04,"SC",3
"7",2020-04-04,"SP",102
"7",2020-04-05,"AM",12
"7",2020-04-05,"AP",1
"7",2020-04-05,"BA",1
"7",2020-04-05,"CE",6
"7",2020-04-05,"DF",2
"7",2020-04-05,"GO",2
"7",2020-04-05,"MA",7
"7",2020-04-05,"MG",2
"7",2020-04-05,"PA",3
"7",2020-04-05,"PE",9
"7",2020-04-05,"PR",2
"7",2020-04-05,"RJ",37
"7",2020-04-05,"RN",2
"7",2020-04-05,"SC",1
"7",2020-04-05,"SP",100
"7",2020-04-06,"AM",13
"7",2020-04-06,"BA",3
"7",2020-04-06,"CE",11
"7",2020-04-06,"GO",1
"7",2020-04-06,"MA",2
"7",2020-04-06,"MG",2
"7",2020-04-06,"MS",1
"7",2020-04-06,"PA",2
"7",2020-04-06,"PB",1
"7",2020-04-06,"PE",12
"7",2020-04-06,"PR",5
"7",2020-04-06,"RJ",35
"7",2020-04-06,"RS",1
"7",2020-04-06,"SC",1
"7",2020-04-06,"SE",1
"7",2020-04-06,"SP",87
"7",2020-04-07,"AC",1
"7",2020-04-07,"AM",9
"7",2020-04-07,"BA",3
"7",2020-04-07,"CE",8
"7",2020-04-07,"GO",1
"7",2020-04-07,"MA",13
"7",2020-04-07,"MG",3
"7",2020-04-07,"PA",3
"7",2020-04-07,"PE",17
"7",2020-04-07,"PI",1
"7",2020-04-07,"PR",4
"7",2020-04-07,"RJ",40
"7",2020-04-07,"RN",3
"7",2020-04-07,"RS",1
"7",2020-04-07,"SC",2
"7",2020-04-07,"SP",101
"7",2020-04-08,"AM",15
"7",2020-04-08,"BA",2
"7",2020-04-08,"CE",10
"7",2020-04-08,"DF",1
"7",2020-04-08,"GO",2
"7",2020-04-08,"MA",3
"7",2020-04-08,"MG",4
"7",2020-04-08,"MT",2
"7",2020-04-08,"PA",1
"7",2020-04-08,"PB",1
"7",2020-04-08,"PE",10
"7",2020-04-08,"PI",2
"7",2020-04-08,"PR",7
"7",2020-04-08,"RJ",47
"7",2020-04-08,"RN",2
"7",2020-04-08,"RS",2
"7",2020-04-08,"SC",1
"7",2020-04-08,"SP",81
"7",2020-04-09,"AL",1
"7",2020-04-09,"AM",16
"7",2020-04-09,"BA",1
"7",2020-04-09,"CE",9
"7",2020-04-09,"DF",1
"7",2020-04-09,"ES",1
"7",2020-04-09,"MA",6
"7",2020-04-09,"PA",5
"7",2020-04-09,"PB",1
"7",2020-04-09,"PE",9
"7",2020-04-09,"PR",1
"7",2020-04-09,"RJ",57
"7",2020-04-09,"RN",3
"7",2020-04-09,"RR",2
"7",2020-04-09,"RS",3
"7",2020-04-09,"SC",1
"7",2020-04-09,"SP",78
"7",2020-04-10,"AL",2
"7",2020-04-10,"AM",13
"7",2020-04-10,"BA",2
"7",2020-04-10,"CE",15
"7",2020-04-10,"ES",3
"7",2020-04-10,"MA",6
"7",2020-04-10,"MG",3
"7",2020-04-10,"PA",3
"7",2020-04-10,"PB",2
"7",2020-04-10,"PE",20
"7",2020-04-10,"PR",2
"7",2020-04-10,"RJ",63
"7",2020-04-10,"RS",2
"7",2020-04-10,"SC",1
"7",2020-04-10,"SP",105
"7",2020-04-11,"AC",1
"7",2020-04-11,"AL",1
"7",2020-04-11,"AM",18
"7",2020-04-11,"BA",1
"7",2020-04-11,"CE",13
"7",2020-04-11,"ES",1
"7",2020-04-11,"GO",4
"7",2020-04-11,"MA",8
"7",2020-04-11,"MG",2
"7",2020-04-11,"MT",1
"7",2020-04-11,"PA",10
"7",2020-04-11,"PB",1
"7",2020-04-11,"PE",16
"7",2020-04-11,"PR",2
"7",2020-04-11,"RJ",54
"7",2020-04-11,"RN",2
"7",2020-04-11,"RR",1
"7",2020-04-11,"RS",1
"7",2020-04-11,"SC",5
"7",2020-04-11,"SP",95
"7",2020-04-12,"AL",1
"7",2020-04-12,"AM",27
"7",2020-04-12,"BA",1
"7",2020-04-12,"CE",12
"7",2020-04-12,"DF",2
"7",2020-04-12,"ES",5
"7",2020-04-12,"GO",1
"7",2020-04-12,"MA",14
"7",2020-04-12,"MG",5
"7",2020-04-12,"MS",1
"7",2020-04-12,"PA",5
"7",2020-04-12,"PB",4
"7",2020-04-12,"PE",24
"7",2020-04-12,"PR",1
"7",2020-04-12,"RJ",85
"7",2020-04-12,"RN",1
"7",2020-04-12,"RS",1
"7",2020-04-12,"SC",1
"7",2020-04-12,"SP",93
"7",2020-04-13,"AL",1
"7",2020-04-13,"AM",19
"7",2020-04-13,"BA",4
"7",2020-04-13,"CE",8
"7",2020-04-13,"DF",1
"7",2020-04-13,"ES",2
"7",2020-04-13,"MA",11
"7",2020-04-13,"MG",3
"7",2020-04-13,"MS",1
"7",2020-04-13,"PA",19
"7",2020-04-13,"PB",4
"7",2020-04-13,"PE",25
"7",2020-04-13,"PI",1
"7",2020-04-13,"PR",4
"7",2020-04-13,"RJ",79
"7",2020-04-13,"RS",2
"7",2020-04-13,"SP",116
"7",2020-04-14,"AC",1
"7",2020-04-14,"AM",32
"7",2020-04-14,"BA",3
"7",2020-04-14,"CE",18
"7",2020-04-14,"DF",1
"7",2020-04-14,"ES",4
"7",2020-04-14,"GO",2
"7",2020-04-14,"MA",2
"7",2020-04-14,"MG",3
"7",2020-04-14,"PA",13
"7",2020-04-14,"PB",2
"7",2020-04-14,"PE",27
"7",2020-04-14,"PR",3
"7",2020-04-14,"RJ",62
"7",2020-04-14,"RN",3
"7",2020-04-14,"SC",4
"7",2020-04-14,"SP",90
"7",2020-04-14,"TO",1
"7",2020-04-15,"",1
"7",2020-04-15,"AC",1
"7",2020-04-15,"AL",2
"7",2020-04-15,"AM",40
"7",2020-04-15,"BA",4
"7",2020-04-15,"CE",17
"7",2020-04-15,"DF",4
"7",2020-04-15,"ES",2
"7",2020-04-15,"GO",1
"7",2020-04-15,"MA",16
"7",2020-04-15,"MG",3
"7",2020-04-15,"MS",1
"7",2020-04-15,"MT",1
"7",2020-04-15,"PA",11
"7",2020-04-15,"PE",27
"7",2020-04-15,"PI",1
"7",2020-04-15,"PR",1
"7",2020-04-15,"RJ",96
"7",2020-04-15,"RN",1
"7",2020-04-15,"RS",2
"7",2020-04-15,"SP",97
"7",2020-04-16,"AL",5
"7",2020-04-16,"AM",34
"7",2020-04-16,"AP",1
"7",2020-04-16,"BA",8
"7",2020-04-16,"CE",19
"7",2020-04-16,"ES",8
"7",2020-04-16,"GO",1
"7",2020-04-16,"MA",18
"7",2020-04-16,"MG",3
"7",2020-04-16,"PA",18
"7",2020-04-16,"PB",2
"7",2020-04-16,"PE",21
"7",2020-04-16,"PI",1
"7",2020-04-16,"PR",1
"7",2020-04-16,"RJ",94
"7",2020-04-16,"RN",1
"7",2020-04-16,"RS",2
"7",2020-04-16,"SC",1
"7",2020-04-16,"SP",95
"7",2020-04-17,"AL",2
"7",2020-04-17,"AM",35
"7",2020-04-17,"BA",3
"7",2020-04-17,"CE",23
"7",2020-04-17,"DF",1
"7",2020-04-17,"ES",4
"7",2020-04-17,"MA",18
"7",2020-04-17,"MG",1
"7",2020-04-17,"PA",16
"7",2020-04-17,"PB",1
"7",2020-04-17,"PE",31
"7",2020-04-17,"PI",1
"7",2020-04-17,"PR",3
"7",2020-04-17,"RJ",101
"7",2020-04-17,"RO",1
"7",2020-04-17,"SC",2
"7",2020-04-17,"SP",105
"7",2020-04-18,"AC",1
"7",2020-04-18,"AL",5
"7",2020-04-18,"AM",49
"7",2020-04-18,"BA",6
"7",2020-04-18,"CE",16
"7",2020-04-18,"DF",1
"7",2020-04-18,"ES",5
"7",2020-04-18,"GO",1
"7",2020-04-18,"MA",18
"7",2020-04-18,"MG",3
"7",2020-04-18,"PA",26
"7",2020-04-18,"PB",1
"7",2020-04-18,"PE",32
"7",2020-04-18,"PR",5
"7",2020-04-18,"RJ",105
"7",2020-04-18,"RN",1
"7",2020-04-18,"RS",1
"7",2020-04-18,"SC",2
"7",2020-04-18,"SE",1
"7",2020-04-18,"SP",93
"7",2020-04-19,"",1
"7",2020-04-19,"AC",1
"7",2020-04-19,"AL",4
"7",2020-04-19,"AM",38
"7",2020-04-19,"BA",3
"7",2020-04-19,"CE",22
"7",2020-04-19,"ES",3
"7",2020-04-19,"GO",1
"7",2020-04-19,"MA",24
"7",2020-04-19,"MG",3
"7",2020-04-19,"PA",37
"7",2020-04-19,"PB",2
"7",2020-04-19,"PE",41
"7",2020-04-19,"PI",2
"7",2020-04-19,"PR",4
"7",2020-04-19,"RJ",132
"7",2020-04-19,"RN",1
"7",2020-04-19,"RS",2
"7",2020-04-19,"SP",101
"7",2020-04-20,"",1
"7",2020-04-20,"AL",5
"7",2020-04-20,"AM",43
"7",2020-04-20,"BA",6
"7",2020-04-20,"CE",32
"7",2020-04-20,"ES",3
"7",2020-04-20,"GO",1
"7",2020-04-20,"MA",18
"7",2020-04-20,"MG",6
"7",2020-04-20,"MT",1
"7",2020-04-20,"PA",27
"7",2020-04-20,"PB",2
"7",2020-04-20,"PE",33
"7",2020-04-20,"PR",4
"7",2020-04-20,"RJ",143
"7",2020-04-20,"RN",2
"7",2020-04-20,"SE",1
"7",2020-04-20,"SP",130
"7",2020-04-20,"TO",1
"7",2020-04-21,"AL",1
"7",2020-04-21,"AM",30
"7",2020-04-21,"AP",1
"7",2020-04-21,"BA",7
"7",2020-04-21,"CE",29
"7",2020-04-21,"ES",3
"7",2020-04-21,"GO",1
"7",2020-04-21,"MA",33
"7",2020-04-21,"MG",2
"7",2020-04-21,"MS",1
"7",2020-04-21,"PA",42
"7",2020-04-21,"PB",6
"7",2020-04-21,"PE",52
"7",2020-04-21,"PR",4
"7",2020-04-21,"RJ",118
"7",2020-04-21,"RN",4
"7",2020-04-21,"RO",2
"7",2020-04-21,"RS",1
"7",2020-04-21,"SC",4
"7",2020-04-21,"SP",112
"7",2020-04-22,"AC",2
"7",2020-04-22,"AL",6
"7",2020-04-22,"AM",51
"7",2020-04-22,"AP",2
"7",2020-04-22,"BA",11
"7",2020-04-22,"CE",32
"7",2020-04-22,"DF",2
"7",2020-04-22,"ES",4
"7",2020-04-22,"GO",2
"7",2020-04-22,"MA",32
"7",2020-04-22,"MG",1
"7",2020-04-22,"PA",52
"7",2020-04-22,"PB",4
"7",2020-04-22,"PE",50
"7",2020-04-22,"PR",1
"7",2020-04-22,"RJ",159
"7",2020-04-22,"RN",3
"7",2020-04-22,"RO",1
"7",2020-04-22,"RS",3
"7",2020-04-22,"SC",2
"7",2020-04-22,"SE",1
"7",2020-04-22,"SP",124
"7",2020-04-23,"",1
"7",2020-04-23,"AL",1
"7",2020-04-23,"AM",66
"7",2020-04-23,"AP",1
"7",2020-04-23,"BA",13
"7",2020-04-23,"CE",24
"7",2020-04-23,"ES",6
"7",2020-04-23,"GO",1
"7",2020-04-23,"MA",39
"7",2020-04-23,"MG",5
"7",2020-04-23,"MS",1
"7",2020-04-23,"MT",1
"7",2020-04-23,"PA",58
"7",2020-04-23,"PE",57
"7",2020-04-23,"PR",2
"7",2020-04-23,"RJ",140
"7",2020-04-23,"RN",1
"7",2020-04-23,"RO",2
"7",2020-04-23,"RS",2
"7",2020-04-23,"SC",2
"7",2020-04-23,"SP",152
"7",2020-04-24,"AC",1
"7",2020-04-24,"AL",4
"7",2020-04-24,"AM",41
"7",2020-04-24,"BA",6
"7",2020-04-24,"CE",56
"7",2020-04-24,"ES",5
"7",2020-04-24,"MA",34
"7",2020-04-24,"MG",8
"7",2020-04-24,"MS",1
"7",2020-04-24,"MT",2
"7",2020-04-24,"PA",52
"7",2020-04-24,"PB",5
"7",2020-04-24,"PE",57
"7",2020-04-24,"PI",2
"7",2020-04-24,"PR",5
"7",2020-04-24,"RJ",181
"7",2020-04-24,"RN",3
"7",2020-04-24,"RO",1
"7",2020-04-24,"RS",2
"7",2020-04-24,"SC",1
"7",2020-04-24,"SE",1
"7",2020-04-24,"SP",134
"7",2020-04-25,"AL",7
"7",2020-04-25,"AM",42
"7",2020-04-25,"AP",2
"7",2020-04-25,"BA",8
"7",2020-04-25,"CE",50
"7",2020-04-25,"DF",1
"7",2020-04-25,"ES",13
"7",2020-04-25,"GO",1
"7",2020-04-25,"MA",31
"7",2020-04-25,"MG",4
"7",2020-04-25,"MS",1
"7",2020-04-25,"PA",87
"7",2020-04-25,"PB",2
"7",2020-04-25,"PE",54
"7",2020-04-25,"PI",2
"7",2020-04-25,"PR",3
"7",2020-04-25,"RJ",199
"7",2020-04-25,"RN",5
"7",2020-04-25,"RO",2
"7",2020-04-25,"RR",1
"7",2020-04-25,"RS",2
"7",2020-04-25,"SP",122
"7",2020-04-26,"AC",2
"7",2020-04-26,"AL",2
"7",2020-04-26,"AM",54
"7",2020-04-26,"BA",7
"7",2020-04-26,"CE",52
"7",2020-04-26,"DF",1
"7",2020-04-26,"ES",7
"7",2020-04-26,"GO",1
"7",2020-04-26,"MA",29
"7",2020-04-26,"MG",5
"7",2020-04-26,"PA",62
"7",2020-04-26,"PB",3
"7",2020-04-26,"PE",66
"7",2020-04-26,"PR",2
"7",2020-04-26,"RJ",202
"7",2020-04-26,"RS",9
"7",2020-04-26,"SE",1
"7",2020-04-26,"SP",142
"7",2020-04-27,"AC",4
"7",2020-04-27,"AL",2
"7",2020-04-27,"AM",62
"7",2020-04-27,"AP",4
"7",2020-04-27,"BA",9
"7",2020-04-27,"CE",51
"7",2020-04-27,"ES",9
"7",2020-04-27,"MA",42
"7",2020-04-27,"MG",4
"7",2020-04-27,"MT",1
"7",2020-04-27,"PA",79
"7",2020-04-27,"PB",4
"7",2020-04-27,"PE",63
"7",2020-04-27,"PI",1
"7",2020-04-27,"PR",4
"7",2020-04-27,"RJ",176
"7",2020-04-27,"RN",3
"7",2020-04-27,"RO",3
"7",2020-04-27,"RR",2
"7",2020-04-27,"RS",2
"7",2020-04-27,"SP",146
"7",2020-04-28,"AC",2
"7",2020-04-28,"AL",13
"7",2020-04-28,"AM",67
"7",2020-04-28,"AP",2
"7",2020-04-28,"BA",8
"7",2020-04-28,"CE",59
"7",2020-04-28,"ES",9
"7",2020-04-28,"GO",2
"7",2020-04-28,"MA",46
"7",2020-04-28,"MG",3
"7",2020-04-28,"PA",77
"7",2020-04-28,"PB",4
"7",2020-04-28,"PE",48
"7",2020-04-28,"PI",4
"7",2020-04-28,"PR",8
"7",2020-04-28,"RJ",229
"7",2020-04-28,"RN",4
"7",2020-04-28,"RO",1
"7",2020-04-28,"RR",1
"7",2020-04-28,"RS",5
"7",2020-04-28,"SC",1
"7",2020-04-28,"SE",1
"7",2020-04-28,"SP",147
"7",2020-04-28,"TO",1
"7",2020-04-29,"AC",2
"7",2020-04-29,"AL",5
"7",2020-04-29,"AM",64
"7",2020-04-29,"AP",4
"7",2020-04-29,"BA",9
"7",2020-04-29,"CE",58
"7",2020-04-29,"DF",2
"7",2020-04-29,"ES",10
"7",2020-04-29,"GO",2
"7",2020-04-29,"MA",36
"7",2020-04-29,"MG",8
"7",2020-04-29,"PA",85
"7",2020-04-29,"PB",6
"7",2020-04-29,"PE",57
"7",2020-04-29,"PI",1
"7",2020-04-29,"PR",4
"7",2020-04-29,"RJ",243
"7",2020-04-29,"RN",3
"7",2020-04-29,"RO",3
"7",2020-04-29,"RS",3
"7",2020-04-29,"SC",3
"7",2020-04-29,"SP",158
"7",2020-04-29,"TO",1
"7",2020-04-30,"AC",2
"7",2020-04-30,"AL",8
"7",2020-04-30,"AM",57
"7",2020-04-30,"AP",3
"7",2020-04-30,"BA",12
"7",2020-04-30,"CE",83
"7",2020-04-30,"DF",1
"7",2020-04-30,"ES",3
"7",2020-04-30,"GO",5
"7",2020-04-30,"MA",47
"7",2020-04-30,"MG",1
"7",2020-04-30,"PA",81
"7",2020-04-30,"PB",5
"7",2020-04-30,"PE",67
"7",2020-04-30,"PR",1
"7",2020-04-30,"RJ",244
"7",2020-04-30,"RN",1
"7",2020-04-30,"RS",6
"7",2020-04-30,"SC",4
"7",2020-04-30,"SP",142
"7",2020-04-30,"TO",1
"7",2020-05-01,"AC",1
"7",2020-05-01,"AL",8
"7",2020-05-01,"AM",57
"7",2020-05-01,"AP",2
"7",2020-05-01,"BA",5
"7",2020-05-01,"CE",88
"7",2020-05-01,"DF",1
"7",2020-05-01,"ES",10
"7",2020-05-01,"GO",4
"7",2020-05-01,"MA",33
"7",2020-05-01,"MG",2
"7",2020-05-01,"MS",1
"7",2020-05-01,"PA",101
"7",2020-05-01,"PB",7
"7",2020-05-01,"PE",81
"7",2020-05-01,"PI",2
"7",2020-05-01,"RJ",214
"7",2020-05-01,"RN",7
"7",2020-05-01,"RR",2
"7",2020-05-01,"RS",2
"7",2020-05-01,"SC",1
"7",2020-05-01,"SP",158
"7",2020-05-01,"TO",1
"7",2020-05-02,"AC",2
"7",2020-05-02,"AL",9
"7",2020-05-02,"AM",67
"7",2020-05-02,"AP",1
"7",2020-05-02,"BA",12
"7",2020-05-02,"CE",74
"7",2020-05-02,"DF",1
"7",2020-05-02,"ES",7
"7",2020-05-02,"GO",1
"7",2020-05-02,"MA",36
"7",2020-05-02,"MG",12
"7",2020-05-02,"MT",1
"7",2020-05-02,"PA",107
"7",2020-05-02,"PB",5
"7",2020-05-02,"PE",54
"7",2020-05-02,"PI",1
"7",2020-05-02,"PR",5
"7",2020-05-02,"RJ",234
"7",2020-05-02,"RN",3
"7",2020-05-02,"RO",2
"7",2020-05-02,"RR",1
"7",2020-05-02,"RS",7
"7",2020-05-02,"SC",2
"7",2020-05-02,"SE",1
"7",2020-05-02,"SP",148
"7",2020-05-02,"TO",1
"7",2020-05-03,"AC",2
"7",2020-05-03,"AL",12
"7",2020-05-03,"AM",59
"7",2020-05-03,"AP",1
"7",2020-05-03,"BA",13
"7",2020-05-03,"CE",91
"7",2020-05-03,"ES",10
"7",2020-05-03,"GO",2
"7",2020-05-03,"MA",48
"7",2020-05-03,"MG",4
"7",2020-05-03,"MS",1
"7",2020-05-03,"MT",1
"7",2020-05-03,"PA",97
"7",2020-05-03,"PB",3
"7",2020-05-03,"PE",75
"7",2020-05-03,"PI",4
"7",2020-05-03,"PR",3
"7",2020-05-03,"RJ",244
"7",2020-05-03,"RO",1
"7",2020-05-03,"RS",4
"7",2020-05-03,"SC",1
"7",2020-05-03,"SE",2
"7",2020-05-03,"SP",156
"7",2020-05-03,"TO",1
"7",2020-05-04,"AC",2
"7",2020-05-04,"AL",16
"7",2020-05-04,"AM",61
"7",2020-05-04,"AP",5
"7",2020-05-04,"BA",15
"7",2020-05-04,"CE",92
"7",2020-05-04,"DF",1
"7",2020-05-04,"ES",11
"7",2020-05-04,"GO",2
"7",2020-05-04,"MA",45
"7",2020-05-04,"MG",5
"7",2020-05-04,"PA",103
"7",2020-05-04,"PB",13
"7",2020-05-04,"PE",84
"7",2020-05-04,"PR",2
"7",2020-05-04,"RJ",236
"7",2020-05-04,"RN",3
"7",2020-05-04,"RO",2
"7",2020-05-04,"RR",1
"7",2020-05-04,"RS",6
"7",2020-05-04,"SC",4
"7",2020-05-04,"SE",1
"7",2020-05-04,"SP",160
"7",2020-05-05,"AC",3
"7",2020-05-05,"AL",7
"7",2020-05-05,"AM",63
"7",2020-05-05,"AP",8
"7",2020-05-05,"BA",11
"7",2020-05-05,"CE",106
"7",2020-05-05,"ES",16
"7",2020-05-05,"GO",1
"7",2020-05-05,"MA",37
"7",2020-05-05,"MG",8
"7",2020-05-05,"PA",114
"7",2020-05-05,"PB",10
"7",2020-05-05,"PE",69
"7",2020-05-05,"PI",2
"7",2020-05-05,"PR",2
"7",2020-05-05,"RJ",199
"7",2020-05-05,"RN",5
"7",2020-05-05,"RO",1
"7",2020-05-05,"RR",2
"7",2020-05-05,"RS",9
"7",2020-05-05,"SC",3
"7",2020-05-05,"SE",3
"7",2020-05-05,"SP",185
"7",2020-05-05,"TO",1
"7",2020-05-06,"AC",5
"7",2020-05-06,"AL",16
"7",2020-05-06,"AM",56
"7",2020-05-06,"AP",6
"7",2020-05-06,"BA",9
"7",2020-05-06,"CE",91
"7",2020-05-06,"DF",1
"7",2020-05-06,"ES",9
"7",2020-05-06,"GO",4
"7",2020-05-06,"MA",21
"7",2020-05-06,"MG",2
"7",2020-05-06,"MS",1
"7",2020-05-06,"PA",99
"7",2020-05-06,"PB",10
"7",2020-05-06,"PE",78
"7",2020-05-06,"PI",5
"7",2020-05-06,"PR",4
"7",2020-05-06,"RJ",206
"7",2020-05-06,"RN",3
"7",2020-05-06,"RR",1
"7",2020-05-06,"RS",2
"7",2020-05-06,"SC",2
"7",2020-05-06,"SE",4
"7",2020-05-06,"SP",161
"7",2020-05-07,"AC",3
"7",2020-05-07,"AL",12
"7",2020-05-07,"AM",56
"7",2020-05-07,"AP",3
"7",2020-05-07,"BA",14
"7",2020-05-07,"CE",106
"7",2020-05-07,"DF",1
"7",2020-05-07,"ES",8
"7",2020-05-07,"GO",3
"7",2020-05-07,"MA",34
"7",2020-05-07,"MG",7
"7",2020-05-07,"MT",1
"7",2020-05-07,"PA",96
"7",2020-05-07,"PB",8
"7",2020-05-07,"PE",84
"7",2020-05-07,"PR",1
"7",2020-05-07,"RJ",193
"7",2020-05-07,"RN",7
"7",2020-05-07,"RO",1
"7",2020-05-07,"RR",1
"7",2020-05-07,"RS",1
"7",2020-05-07,"SC",2
"7",2020-05-07,"SE",1
"7",2020-05-07,"SP",180
"7",2020-05-08,"AC",1
"7",2020-05-08,"AL",18
"7",2020-05-08,"AM",51
"7",2020-05-08,"AP",5
"7",2020-05-08,"BA",18
"7",2020-05-08,"CE",115
"7",2020-05-08,"DF",3
"7",2020-05-08,"ES",8
"7",2020-05-08,"GO",2
"7",2020-05-08,"MA",22
"7",2020-05-08,"MG",5
"7",2020-05-08,"PA",105
"7",2020-05-08,"PB",16
"7",2020-05-08,"PE",73
"7",2020-05-08,"PI",2
"7",2020-05-08,"PR",2
"7",2020-05-08,"RJ",180
"7",2020-05-08,"RN",4
"7",2020-05-08,"RO",4
"7",2020-05-08,"RR",1
"7",2020-05-08,"RS",8
"7",2020-05-08,"SC",1
"7",2020-05-08,"SE",3
"7",2020-05-08,"SP",206
"7",2020-05-09,"AC",1
"7",2020-05-09,"AL",20
"7",2020-05-09,"AM",45
"7",2020-05-09,"AP",3
"7",2020-05-09,"BA",14
"7",2020-05-09,"CE",119
"7",2020-05-09,"DF",3
"7",2020-05-09,"ES",9
"7",2020-05-09,"GO",5
"7",2020-05-09,"MA",32
"7",2020-05-09,"MG",6
"7",2020-05-09,"MT",3
"7",2020-05-09,"PA",98
"7",2020-05-09,"PB",20
"7",2020-05-09,"PE",98
"7",2020-05-09,"PI",1
"7",2020-05-09,"PR",2
"7",2020-05-09,"RJ",189
"7",2020-05-09,"RN",5
"7",2020-05-09,"RR",3
"7",2020-05-09,"RS",5
"7",2020-05-09,"SC",2
"7",2020-05-09,"SE",5
"7",2020-05-09,"SP",175
"7",2020-05-09,"TO",3
"7",2020-05-10,"AC",2
"7",2020-05-10,"AL",19
"7",2020-05-10,"AM",50
"7",2020-05-10,"AP",3
"7",2020-05-10,"BA",13
"7",2020-05-10,"CE",114
"7",2020-05-10,"DF",2
"7",2020-05-10,"ES",10
"7",2020-05-10,"GO",5
"7",2020-05-10,"MA",30
"7",2020-05-10,"MG",8
"7",2020-05-10,"PA",98
"7",2020-05-10,"PB",15
"7",2020-05-10,"PE",66
"7",2020-05-10,"PI",1
"7",2020-05-10,"PR",1
"7",2020-05-10,"RJ",172
"7",2020-05-10,"RN",5
"7",2020-05-10,"RO",3
"7",2020-05-10,"RR",2
"7",2020-05-10,"RS",1
"7",2020-05-10,"SC",5
"7",2020-05-10,"SE",2
"7",2020-05-10,"SP",209
"7",2020-05-10,"TO",1
"7",2020-05-11,"AC",4
"7",2020-05-11,"AL",15
"7",2020-05-11,"AM",57
"7",2020-05-11,"AP",6
"7",2020-05-11,"BA",14
"7",2020-05-11,"CE",121
"7",2020-05-11,"ES",23
"7",2020-05-11,"GO",5
"7",2020-05-11,"MA",22
"7",2020-05-11,"MG",5
"7",2020-05-11,"MT",3
"7",2020-05-11,"PA",111
"7",2020-05-11,"PB",10
"7",2020-05-11,"PE",81
"7",2020-05-11,"PI",4
"7",2020-05-11,"PR",1
"7",2020-05-11,"RJ",177
"7",2020-05-11,"RN",7
"7",2020-05-11,"RO",4
"7",2020-05-11,"RR",2
"7",2020-05-11,"RS",6
"7",2020-05-11,"SC",3
"7",2020-05-11,"SE",5
"7",2020-05-11,"SP",169
"7",2020-05-11,"TO",4
"7",2020-05-12,"AC",3
"7",2020-05-12,"AL",12
"7",2020-05-12,"AM",65
"7",2020-05-12,"AP",2
"7",2020-05-12,"BA",17
"7",2020-05-12,"CE",112
"7",2020-05-12,"DF",3
