"estimate","lower","upper","onset_date","n.reported"
32,32,32,2020-05-21,32
44,44,45,2020-05-22,44
34,34,35,2020-05-23,34
35,35,37,2020-05-24,35
49,49,51,2020-05-25,49
35,35,37,2020-05-26,35
33,33,36,2020-05-27,33
34,34,37,2020-05-28,34
33,32,35,2020-05-29,32
47,46,50,2020-05-30,46
39,38,42,2020-05-31,38
61,60,65,2020-06-01,60
50,48,54,2020-06-02,48
61,59,65,2020-06-03,59
57,55,61,2020-06-04,55
69,66,74,2020-06-05,66
74,70,79,2020-06-06,70
63,60,69,2020-06-07,59
82,78,89,2020-06-08,77
75,70,81,2020-06-09,69
91,86,98,2020-06-10,84
60,55,67,2020-06-11,52
87,81,95,2020-06-12,77
88,82,97,2020-06-13,76
90,83,100,2020-06-14,75
109,101,120,2020-06-15,90
89,80,101,2020-06-16,67
88,78,101,2020-06-17,62
104,92,117,2020-06-18,71
104,91,120,2020-06-19,64
121,106,140,2020-06-20,71
103,86,122,2020-06-21,47
99,80,120,2020-06-22,36
96,75,120,2020-06-23,26
98,76,125,2020-06-24,23
91,66,120,2020-06-25,12
87,59,120,2020-06-26,6
85,55,124,2020-06-27,2
87,53,133,2020-06-28,1
87,50,139,2020-06-29,NA
