"week","age_clas","fit_link","se_link","fit","upper","lower"
"12","age_20_39",-2.44249065417534e-15,1.4142135623731,0.499999999999999,0.94419278079283,0.0558072192071695
"14","age_20_39",-1.30776096213164,0.952743108904487,0.212861757372784,0.645135708308031,0.0386702400285539
"14","age_40_59",-0.17925747146912,0.932126625812579,0.455305250349188,0.843564922077187,0.114709730640681
"14","age_60",0.877595707424013,0.920528280698026,0.706323744968414,0.938118340997618,0.276185809597761
"15","age_20_39",-2.7274288237871,0.759908619717465,0.0613741144839695,0.230123926384836,0.0141018638397078
"15","age_40_59",-1.59892533312457,0.681174464192244,0.168131867980877,0.441130213657191,0.049206355387653
"15","age_60",-0.54207215423144,0.684378400953015,0.367705678175268,0.695653460003942,0.128887751880575
"16","age_20_39",-2.49007781806142,0.709236432605659,0.0765566957629049,0.255097986356036,0.0196747043527705
"16","age_40_59",-1.3615743273989,0.632225385255224,0.203984551968441,0.475738179563129,0.067482154848886
"16","age_60",-0.304721148505767,0.622677774434078,0.424403766816772,0.71922778551965,0.175075190956548
"17","age_20_39",-1.91586661090562,0.557472026180246,0.128323202307999,0.309828209248965,0.0460531996246394
"17","age_40_59",-0.787363120243098,0.466466617203725,0.312735138871018,0.536328399295828,0.15183299524479
"17","age_60",0.269490058650035,0.464282610939281,0.56696771082687,0.768178648071745,0.340947393890033
"18","age_0_19",-0.419250897199278,0.959659690150382,0.396696017744484,0.817584689983119,0.0879785658284712
"18","age_20_39",-1.87089045862655,0.514751959307548,0.133438722669123,0.301242843028445,0.0521340710467999
"18","age_40_59",-0.742386967964022,0.402174340464867,0.322482400264145,0.515485474169527,0.175558242048664
"18","age_60",0.314466210929111,0.389390009339223,0.577975036533044,0.748992514787367,0.385962969005805
"19","age_20_39",-2.65673066255162,0.496570528442896,0.0655753785910758,0.159280723400666,0.0253358707896448
"19","age_40_59",-1.5282271718891,0.383529685470132,0.178253219785187,0.318392777699479,0.0915140805477546
"19","age_60",-0.471373992995968,0.359550428959046,0.384291089493561,0.561616926021576,0.233174019820388
"20","age_0_19",-0.942640087759566,0.967451539525409,0.280367365764599,0.729534673703933,0.0532749150399212
"20","age_20_39",-2.39427964918683,0.434437412916764,0.0836099432178341,0.178667010083614,0.0368570660327934
"20","age_40_59",-1.26577615852431,0.30474106704255,0.219981161439989,0.341572598239496,0.132934465821516
"20","age_60",-0.208922979631177,0.247177646932006,0.447958413641728,0.570877521912506,0.331085793577159
"21","age_0_19",-0.568365273933277,0.977649754978096,0.361614114860145,0.800102360331649,0.0742157527792216
"21","age_20_39",-2.02000483536054,0.463834594654699,0.117118490890113,0.251178716216043,0.0498465588475035
"21","age_40_59",-0.891501344698021,0.344950222249094,0.290800099785477,0.449769785051376,0.170597046094861
"21","age_60",0.165351834195112,0.333842400100574,0.541244029471228,0.696996627088572,0.376992569963134
"22","age_20_39",-0.857294519887738,0.517258194318564,0.297904907737093,0.544189869572868,0.131038128657049
"22","age_40_59",0.271208970774786,0.418830105914984,0.567389681419426,0.751918232020436,0.362056085031773
"22","age_60",1.32806214966792,0.386370013805344,0.790519910959026,0.890981121743148,0.635369480237531
"23","age_0_19",0.259960101677331,0.970756979080138,0.564626483886286,0.900381803863037,0.156889822290514
"23","age_20_39",-1.19167945974994,0.463429681367802,0.232958700301253,0.434179192919624,0.107307960716167
"23","age_40_59",-0.0631759690874131,0.311101425324436,0.48421125871825,0.636227349567875,0.335061865022205
"23","age_60",0.99367720980572,0.302239220708977,0.729813627982074,0.831760454082347,0.596089804227242
"24","age_20_39",-0.578586247822295,0.553504786777871,0.359257962858312,0.629115302713397,0.156355910919337
"24","age_40_59",0.549917242840229,0.493434668623865,0.634116390504074,0.822997102874315,0.392467463297967
"24","age_60",1.60677042173336,0.502205842262029,0.832962519019086,0.931577782909515,0.64619576253827
"25","age_20_39",-0.547140891941566,0.662664226326288,0.366527997951292,0.685289360380292,0.133256257257809
"25","age_40_59",0.581362598720958,0.560930317959519,0.641380879978756,0.845955239187981,0.368071733725945
"25","age_60",1.63821577761409,0.578500468933412,0.837292011748557,0.942416796440578,0.618034700420861
"26","age_20_39",0.867191052052167,1.12688464259149,0.704160878401725,0.957749106017611,0.199954584346227
"26","age_40_59",1.99569454271469,1.09635766147385,0.880344290933263,0.985056312881831,0.450903517904355
"26","age_60",3.05254772160782,1.10195822614369,0.954892391573044,0.994813334825067,0.700279941179287
"27","age_60",16.9023962403973,2007.4581362999,0.999999954356119,1,2.22044604925031e-16
