"week","age_clas","fit_link","se_link","fit","upper","lower"
"12","age_20_39",-0.581958090548803,0.859090896086451,0.358482161619111,0.756985631579897,0.0911113766509997
"12","age_40_59",-0.0964476276431007,0.840143389927619,0.475906766756515,0.829747548564893,0.144706837169204
"12","age_60",1.0350344872453,0.84518402906274,0.737890771354837,0.938509053223436,0.341788637829745
"13","age_20_39",-3.13553217859917,1.09888305769038,0.0416651508225374,0.281351808187865,0.00480492043659488
"13","age_40_59",-2.65002171569347,1.08636578619502,0.0659876710687901,0.382892222279054,0.00798040824567215
"13","age_60",-1.51853960080507,1.08255014877569,0.179676671288598,0.65623500555786,0.0245152322003066
"14","age_0_19",-1.27209654342397,0.848499322478607,0.218898569674783,0.6046556826006,0.0488417399756615
"14","age_20_39",-0.868423961221713,0.747775324615639,0.295582348677273,0.651837662284952,0.0859613869389918
"14","age_40_59",-0.382913498316011,0.757181988192201,0.405424389330773,0.756106480341011,0.130416920909444
"14","age_60",0.748568616572388,0.754746170522025,0.678866727933296,0.905343592319166,0.318445749235523
"15","age_20_39",-1.5491721553266,0.83236433735855,0.175205866816005,0.528857025593196,0.0386459480084239
"15","age_40_59",-1.0636616924209,0.846739158550417,0.25661032258893,0.652447881233059,0.0596846735599307
"15","age_60",0.0678204224675021,0.844245367828719,0.516948609699034,0.852747056594298,0.165112446554738
"16","age_20_39",-0.499008233508506,0.592646458080493,0.377773765896067,0.665139926915286,0.156526765423553
"16","age_40_59",-0.0134977706028029,0.56670700111453,0.496625608580788,0.753973177945168,0.241053612336705
"16","age_60",1.1179843442856,0.569818254725016,0.75361464162847,0.905305870196419,0.49458717017579
"17","age_0_19",-1.84405218356191,0.623034271118168,0.136572752434981,0.35480514023036,0.0435166097187749
"17","age_20_39",-1.44037960135966,0.434054916179886,0.191486571999408,0.360713252629126,0.0904223060658381
"17","age_40_59",-0.954869138453954,0.414715427944712,0.277906653968699,0.468681484377932,0.143772983587949
"17","age_60",0.176612976434444,0.412050869987511,0.544038831445999,0.731199077196884,0.34355566164335
"18","age_0_19",-1.94147054351521,0.572955750379495,0.125486390825825,0.310976283256082,0.043630744240788
"18","age_20_39",-1.53779796131296,0.344404334307921,0.176855614444283,0.299644919418527,0.0973865190570358
"18","age_40_59",-1.05228749840726,0.297873932712564,0.258786080328288,0.387807039435399,0.161374652584493
"18","age_60",0.0791946164811432,0.284976976177104,0.519788312860467,0.656818568964947,0.379714703851287
"19","age_0_19",-1.64448734249106,0.561018048610096,0.161855393591887,0.372279229434654,0.0591602235142745
"19","age_20_39",-1.2408147602888,0.315878707834298,0.224294196751896,0.352274260331389,0.133244380783296
"19","age_40_59",-0.755304297383101,0.273198048163145,0.31966662111405,0.447962068262922,0.213878982571383
"19","age_60",0.376177817505297,0.263415257471474,0.592950909231553,0.711567323328893,0.462407898691322
"20","age_0_19",-1.08555980969578,0.532171025403671,0.252455316941808,0.494695759270863,0.104340394240033
"20","age_20_39",-0.681887227493528,0.284963391437743,0.335840223216339,0.472039090574122,0.22238628291016
"20","age_40_59",-0.196376764587825,0.216108925095147,0.451062974475096,0.558688497078961,0.347829272893975
"20","age_60",0.935105350300573,0.214257965976868,0.718109901531475,0.79634762063901,0.624006614817485
"21","age_0_19",-1.85747663990507,0.533064999895097,0.134997441315371,0.311879592834522,0.0509988639030603
"21","age_20_39",-1.45380405770282,0.268179046900961,0.189416808123422,0.285478582450665,0.120239708681364
"21","age_40_59",-0.968293594797115,0.202140631636911,0.275220755586991,0.362619592870128,0.202204157900159
"21","age_60",0.163188520091284,0.187883996084342,0.540706833172735,0.631569642522487,0.447054366544407
"22","age_0_19",-1.59975232334258,0.5273533369114,0.16801623394155,0.367014618192075,0.0657147128962647
"22","age_20_39",-1.19607974114032,0.257857101704246,0.232173342772137,0.3361797232449,0.152931177668167
"22","age_40_59",-0.710569278234621,0.18561712164153,0.329473062715922,0.415971014062575,0.253164868710939
"22","age_60",0.420912836653778,0.170865387626466,0.603701663011335,0.681927415172885,0.519785179005899
"23","age_0_19",-1.29902799918477,0.519023523558037,0.214328648552147,0.435122583758468,0.0880986146302721
"23","age_20_39",-0.895355416982511,0.238867585668863,0.290005894967335,0.397086344453258,0.202120974292683
"23","age_40_59",-0.409844954076808,0.163460194652467,0.398949298838088,0.479280730422698,0.323711878679571
"23","age_60",0.721637160811591,0.150693711767457,0.672967429112378,0.735561332973244,0.603543008256908
"24","age_0_19",-1.63267368965029,0.518332031490605,0.163464421677098,0.355257158020227,0.0648070939563328
"24","age_20_39",-1.22900110744803,0.248637549940189,0.226356303106727,0.324816081274939,0.151064513649815
"24","age_40_59",-0.74349064454233,0.173946457433146,0.322241307985532,0.402370490642966,0.251357834678226
"24","age_60",0.387991470346069,0.151868299795263,0.595799093312255,0.666351234197709,0.521051265788886
"25","age_0_19",-1.62020079060016,0.516043882397271,0.165177180574472,0.357067930837539,0.0658480956403571
"25","age_20_39",-1.2165282083979,0.255131507453937,0.228547998428916,0.330424620482373,0.150998477795823
"25","age_40_59",-0.731017745492198,0.18659378803663,0.324971429920418,0.411484922032251,0.248952773354962
"25","age_60",0.4004643693962,0.165384782578191,0.598799224735147,0.67507599259812,0.517416651710015
"26","age_0_19",-1.694119000837,0.531946969003449,0.155234919159803,0.347459507245407,0.0596357014859483
"26","age_20_39",-1.29044641863475,0.276170802551126,0.215777259421887,0.323418707798853,0.136721891464297
"26","age_40_59",-0.804935955729044,0.218438327566328,0.308970661367851,0.409010046065009,0.224120632177038
"26","age_60",0.326546159159354,0.195481272882036,0.58091876762246,0.672058181183294,0.483901469662426
"27","age_0_19",-2.19386035709016,0.54976646085856,0.100303187532043,0.250804270307364,0.0357985354064646
"27","age_20_39",-1.7901877748879,0.302558494904352,0.143049703273585,0.234141680806651,0.0835314330826876
"27","age_40_59",-1.3046773119822,0.245488988379368,0.213378885453453,0.307102750517245,0.142380767147695
"27","age_60",-0.173195197093801,0.230334527913897,0.456809111686832,0.571377579555823,0.346634847286661
