"estimate","lower","upper","onset_date","n.reported"
7,7,7,2020-04-23,7
9,9,11,2020-04-24,9
8,8,10,2020-04-25,8
10,10,12,2020-04-26,10
4,4,6,2020-04-27,4
3,3,5,2020-04-28,3
5,5,7,2020-04-29,5
4,4,6,2020-04-30,4
4,4,6,2020-05-01,4
1,1,4,2020-05-02,1
1,1,4,2020-05-03,1
2,2,5,2020-05-04,2
8,7,11,2020-05-05,7
3,2,6,2020-05-06,2
4,3,8,2020-05-07,3
1,0,5,2020-05-08,NA
4,2,8,2020-05-09,2
6,4,10,2020-05-10,4
4,2,9,2020-05-11,2
5,2,10,2020-05-12,2
4,1,9,2020-05-13,1
6,3,12,2020-05-14,3
9,5,16,2020-05-15,5
6,2,12,2020-05-16,2
5,1,11,2020-05-17,1
6,2,12,2020-05-18,2
5,1,11,2020-05-19,1
4,0,10,2020-05-20,NA
4,0,10,2020-05-21,NA
5,1,12,2020-05-22,1
4,0,11,2020-05-23,NA
4,0,11,2020-05-24,NA
5,1,13,2020-05-25,1
4,0,12,2020-05-26,NA
4,0,12,2020-05-27,NA
4,0,13,2020-05-28,NA
4,0,14,2020-05-29,NA
4,0,15,2020-05-30,NA
4,0,17,2020-05-31,NA
5,0,18,2020-06-01,NA
