"estimate","lower","upper","onset_date","n.reported"
22,22,22,2020-05-13,22
9,9,12,2020-05-14,9
27,27,30,2020-05-15,27
18,18,21,2020-05-16,18
19,18,22,2020-05-17,18
26,25,30,2020-05-18,25
20,18,24,2020-05-19,18
33,30,38,2020-05-20,30
18,15,24,2020-05-21,14
21,17,26,2020-05-22,16
19,15,25,2020-05-23,13
16,12,23,2020-05-24,10
22,17,29,2020-05-25,15
14,9,22,2020-05-26,6
20,15,28,2020-05-27,11
24,18,32,2020-05-28,14
17,11,25,2020-05-29,6
24,17,33,2020-05-30,12
21,14,30,2020-05-31,8
24,17,34,2020-06-01,11
22,15,32,2020-06-02,8
18,10,28,2020-06-03,3
22,14,32,2020-06-04,6
24,15,35,2020-06-05,7
27,18,38,2020-06-06,9
21,12,33,2020-06-07,3
23,14,36,2020-06-08,5
25,16,38,2020-06-09,6
20,11,34,2020-06-10,1
21,11,35,2020-06-11,1
21,11,36,2020-06-12,1
23,13,38,2020-06-13,2
21,11,38,2020-06-14,NA
22,12,41,2020-06-15,1
24,13,42,2020-06-16,2
22,11,40,2020-06-17,NA
22,11,40.0249999999996,2020-06-18,NA
22,11,41,2020-06-19,NA
22,11,41,2020-06-20,NA
22,11,41,2020-06-21,NA
