"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-04-28,3
1,1,1,2020-04-29,1
11,11,12,2020-04-30,11
6,6,7,2020-05-01,6
2,2,3,2020-05-02,2
7,7,8,2020-05-03,7
4,4,5,2020-05-04,4
6,6,8,2020-05-05,6
3,3,4,2020-05-06,3
5,5,7,2020-05-07,5
5,5,7,2020-05-08,5
1,1,3,2020-05-09,1
13,13,15,2020-05-10,13
3,3,5,2020-05-11,3
8,8,11,2020-05-12,8
5,5,8,2020-05-13,5
8,8,11,2020-05-14,8
9,9,12,2020-05-15,9
10,9,13,2020-05-16,9
9,8,12,2020-05-17,8
10,9,13,2020-05-18,9
9,8,13,2020-05-19,8
10,9,14,2020-05-20,9
8,6,12,2020-05-21,6
11,9,16,2020-05-22,9
11,8,15,2020-05-23,8
5,2,10,2020-05-24,2
17,14,23,2020-05-25,13
12,8,18,2020-05-26,7
14,9,21,2020-05-27,8
16,11,25,2020-05-28,9
20,14,29,2020-05-29,11
11,5,21,2020-05-30,2
13,6,23,2020-05-31,2
19,11,31,2020-06-01,7
13,6,25,2020-06-02,1
13,5,27,2020-06-03,NA
15,6,32,2020-06-04,1
14,5,33,2020-06-05,NA
14,5,34.0249999999996,2020-06-06,NA
