"dt_evoluca","n.casos"
2020-03-24,1
2020-03-25,1
2020-03-29,1
2020-03-30,1
2020-04-03,1
2020-04-04,1
2020-04-09,1
2020-04-10,1
2020-04-11,1
2020-04-12,2
2020-04-13,3
2020-04-15,1
2020-04-16,1
2020-04-17,1
2020-04-18,2
2020-04-19,2
2020-04-20,4
2020-04-22,2
2020-04-23,2
2020-04-24,3
2020-04-25,1
2020-04-26,5
2020-04-27,1
2020-04-28,2
2020-04-29,2
2020-04-30,1
2020-05-01,4
2020-05-02,2
2020-05-03,1
2020-05-04,3
2020-05-05,1
2020-05-06,1
2020-05-07,2
2020-05-08,1
2020-05-09,2
2020-05-10,2
2020-05-11,2
2020-05-12,3
2020-05-13,3
2020-05-14,4
2020-05-15,2
2020-05-16,1
2020-05-17,2
2020-05-18,1
2020-05-19,1
2020-05-20,1
2020-05-21,2
2020-05-22,1
2020-05-23,3
2020-05-24,4
2020-05-25,3
2020-05-26,3
2020-05-27,3
2020-05-28,2
2020-05-29,3
2020-05-30,1
2020-05-31,3
2020-06-01,4
2020-06-03,2
2020-06-05,1
