"estimate","lower","upper","onset_date","n.reported"
34,34,34,2020-05-20,34
29,29,32,2020-05-21,29
25,25,28,2020-05-22,25
22,22,25,2020-05-23,22
26,26,29,2020-05-24,26
26,25,29,2020-05-25,25
25,24,28,2020-05-26,24
34,33,37,2020-05-27,33
22,21,25,2020-05-28,21
18,17,21,2020-05-29,17
26,25,29,2020-05-30,25
28,27,32,2020-05-31,27
51,50,55,2020-06-01,50
32,31,36,2020-06-02,31
34,33,38,2020-06-03,33
28,26,32,2020-06-04,26
30,28,34,2020-06-05,28
37,35,41,2020-06-06,35
30,27,34,2020-06-07,27
34,31,38,2020-06-08,31
33,30,38,2020-06-09,30
37,33,42,2020-06-10,33
25,21,30,2020-06-11,21
28,25,33,2020-06-12,24
34,30,39,2020-06-13,29
24,20,30,2020-06-14,19
27,23,34,2020-06-15,21
35,30,42,2020-06-16,27
29,24,36,2020-06-17,20
23,17,31,2020-06-18,13
29,23,37,2020-06-19,18
22,15,30,2020-06-20,10
19,11,28,2020-06-21,5
23,14,33,2020-06-22,7
22,13,32,2020-06-23,5
23,14,35,2020-06-24,5
23,13,35,2020-06-25,3
23,12,37,2020-06-26,2
23,12,38,2020-06-27,1
23,11,39,2020-06-28,NA
