"estimate","lower","upper","onset_date","n.reported"
8,8,8,2020-04-23,8
6,6,6,2020-04-24,6
3,3,4,2020-04-25,3
7,7,8,2020-04-26,7
7,7,9,2020-04-27,7
10,10,12,2020-04-28,10
4,4,7,2020-04-29,4
4,4,7,2020-04-30,4
3,3,6,2020-05-01,3
6,5,8.02499999999964,2020-05-02,5
9,8,12,2020-05-03,8
2,1,6,2020-05-04,1
14,12,18,2020-05-05,12
12,10,17,2020-05-06,10
8,6,12,2020-05-07,6
3,1,7,2020-05-08,1
8,6,12,2020-05-09,6
5,3,10,2020-05-10,3
8,6,13,2020-05-11,6
8,6,13,2020-05-12,6
4,2,9,2020-05-13,2
6,3,10,2020-05-14,3
9,6,14,2020-05-15,6
4,1,8,2020-05-16,1
5,2,9,2020-05-17,2
3,1,8,2020-05-18,1
3,1,8,2020-05-19,1
4,2,9,2020-05-20,2
4,2,9,2020-05-21,2
2,0,7,2020-05-22,NA
2,0,7,2020-05-23,NA
3,1,8,2020-05-24,1
3,1,9,2020-05-25,1
2,0,8,2020-05-26,NA
2,0,8,2020-05-27,NA
2,0,8,2020-05-28,NA
2,0,9,2020-05-29,NA
2,0,9,2020-05-30,NA
2,0,10,2020-05-31,NA
2,0,10,2020-06-01,NA
