"estimate","lower","upper","onset_date","n.reported"
132,132,132,2020-05-27,132
116,116,116,2020-05-28,116
125,125,125,2020-05-29,125
110,110,110,2020-05-30,110
95,95,95,2020-05-31,95
109,109,109,2020-06-01,109
108,108,108,2020-06-02,108
76,76,76,2020-06-03,76
107,107,107,2020-06-04,107
94,94,94,2020-06-05,94
101,101,104,2020-06-06,101
67,67,70,2020-06-07,67
89,88,92,2020-06-08,88
92,90,96,2020-06-09,90
77,74,81,2020-06-10,74
72,68,76,2020-06-11,68
75,71,80,2020-06-12,70
84,79,89,2020-06-13,78
70,65,76,2020-06-14,63
90,85,96,2020-06-15,82
65,60,72,2020-06-16,57
75,70,82,2020-06-17,66
81,75,88,2020-06-18,71
73,67,80,2020-06-19,63
51,45,58,2020-06-20,41
68,62,76,2020-06-21,57
87,80,95,2020-06-22,74
64,57,73,2020-06-23,50
78,70,87,2020-06-24,62
85,77,94,2020-06-25,68
66,58.9750000000002,76,2020-06-26,49
66,57,75,2020-06-27,47
71,63,81,2020-06-28,51
88,79,98,2020-06-29,66
66,57,77,2020-06-30,44
67,58,79,2020-07-01,44
65,55,77,2020-07-02,40
56,46,68,2020-07-03,29
57,45,70,2020-07-04,25
57,41,77,2020-07-05,11
