"estimate","lower","upper","onset_date","n.reported"
203,203,203,2020-05-26,203
181,181,184,2020-05-27,181
213,210,219,2020-05-28,210
215,210,221,2020-05-29,209
179,174,185,2020-05-30,172
174,168,182,2020-05-31,165
342,333,353,2020-06-01,323
223,215,233,2020-06-02,207
223,215,233,2020-06-03,206
182,174,192,2020-06-04,165
221,212,232,2020-06-05,200
196,187,207,2020-06-06,175
183,174,195,2020-06-07,162
207,197,219,2020-06-08,182
225,214,238,2020-06-09,196
257,246,271,2020-06-10,224
195,183,208,2020-06-11,165
207,195,221,2020-06-12,175
205,193,219,2020-06-13,171
172,160,186,2020-06-14,138
243,229,258,2020-06-15,197
195,181,210,2020-06-16,152
173,159,189,2020-06-17,131
205,190,222,2020-06-18,154
188,172,205,2020-06-19,134
211,193,231,2020-06-20,147
172,154,192,2020-06-21,109
190,171,212,2020-06-22,118
187,166,209,2020-06-23,106
181,159,207,2020-06-24,91
198,173,228,2020-06-25,91
209,181,242,2020-06-26,86
191,161,226,2020-06-27,62
212,178,254,2020-06-28,63
190,153,234,2020-06-29,40
222,181,273,2020-06-30,49
187,144,237,2020-07-01,23
191,143,250,2020-07-02,22
164,110,235,2020-07-03,7
155,91,246,2020-07-04,NA
