"estimate","lower","upper","onset_date","n.reported"
46,46,46,2020-05-03,46
38,38,38,2020-05-04,38
44,42,53,2020-05-05,42
42,37,51,2020-05-06,37
37,30,47,2020-05-07,28
37,29,47,2020-05-08,27
47,38,59,2020-05-09,34
42,33,55,2020-05-10,28
48,37,62,2020-05-11,30
52,41,66,2020-05-12,31
51,40,66,2020-05-13,29
51,39,67,2020-05-14,26
66,52,83,2020-05-15,36
59,45,77,2020-05-16,27
46,32,64,2020-05-17,13
62,46,80,2020-05-18,25
60,44,79,2020-05-19,21
59,42,79,2020-05-20,17
62,45,83,2020-05-21,18
58,40,80,2020-05-22,12
62,43,86,2020-05-23,13
71,51,98,2020-05-24,18
77,56,106,2020-05-25,21
72,51,100,2020-05-26,16
63,42,89,2020-05-27,7
68,47,96,2020-05-28,11
70,48,98,2020-05-29,12
62,40,90,2020-05-30,4
65,43,95,2020-05-31,6
65.5,42,95,2020-06-01,5
67,43,97,2020-06-02,6
68,43,101,2020-06-03,6
63,38,95,2020-06-04,1
67,41,101,2020-06-05,4
66,40,102,2020-06-06,2
65,38,104,2020-06-07,NA
71,42,117,2020-06-08,4
69,40,120,2020-06-09,2
68,38,121,2020-06-10,NA
68,37,128,2020-06-11,NA
