"estimate","lower","upper","onset_date","n.reported"
14,14,14,2020-05-29,14
20,20,24,2020-05-30,20
17,17,22,2020-05-31,17
37,36,44,2020-06-01,36
24,23,31,2020-06-02,23
11,10,16,2020-06-03,10
20,19,26,2020-06-04,19
17,15,22,2020-06-05,15
13,11,18,2020-06-06,11
19,16,24,2020-06-07,16
24,21,31,2020-06-08,21
17,13,23,2020-06-09,13
25,21,32,2020-06-10,20
15,11,22,2020-06-11,10
29,25,38,2020-06-12,23
18,14,26,2020-06-13,12
20,15,29,2020-06-14,13
29,23,38,2020-06-15,20
17,12,25,2020-06-16,9
14,8,22,2020-06-17,5
19,13,28,2020-06-18,9
21,14,32,2020-06-19,9
34,26,50,2020-06-20,19
25,17,39,2020-06-21,10
24,16,37,2020-06-22,9
22,13,33,2020-06-23,7
18,10,30,2020-06-24,4
27,18,41,2020-06-25,11
17,9,28,2020-06-26,3
15,7,27,2020-06-27,2
20,12,32,2020-06-28,7
12,4,23,2020-06-29,NA
14,5,25.0249999999996,2020-06-30,1
17,8,29,2020-07-01,3
13,4,27,2020-07-02,NA
16,7,31,2020-07-03,2
16,5,33,2020-07-04,1
15,4,35,2020-07-05,NA
15,3,38,2020-07-06,NA
16,3,42,2020-07-07,NA
