"estimate","lower","upper","onset_date","n.reported"
24,24,24,2020-04-23,24
26,26,26,2020-04-24,26
24,22,29,2020-04-25,22
25,21,32,2020-04-26,20
26,20,34,2020-04-27,18
37,29,48,2020-04-28,24
29,20,41,2020-04-29,14
32,21,47,2020-04-30,12
66,48,91,2020-05-01,31
51,34,74,2020-05-02,16
52,35,76,2020-05-03,15
53,34,79,2020-05-04,13
61,40,91,2020-05-05,15
70,45,104,2020-05-06,15
88,57,132,2020-05-07,18
98,63,147,2020-05-08,19
92,58,142,2020-05-09,13
97,60,149,2020-05-10,15
79,47,127,2020-05-11,8
71,41,116,2020-05-12,7
60,32,100,2020-05-13,3
62,34,105,2020-05-14,6
55,28,97,2020-05-15,3
52,25,95,2020-05-16,2
52,25,98,2020-05-17,2
58,30,111,2020-05-18,4
60,29,119,2020-05-19,4
55,24,112,2020-05-20,2
48,18,105,2020-05-21,NA
48,17,107,2020-05-22,1
46,15,107,2020-05-23,1
43,12,106,2020-05-24,NA
41,11,105,2020-05-25,NA
40,10,108,2020-05-26,NA
40,9,115,2020-05-27,NA
39,8,121,2020-05-28,NA
39,7,132,2020-05-29,NA
38,7,133,2020-05-30,NA
38,6,147,2020-05-31,NA
38,6,154,2020-06-01,NA
