"dt_evoluca","n.casos"
2020-03-29,1
2020-04-05,1
2020-04-08,1
2020-04-17,1
2020-04-18,1
2020-04-22,1
2020-04-23,1
2020-04-27,2
2020-04-29,1
2020-05-08,1
2020-05-10,1
2020-05-11,1
2020-05-13,1
2020-05-15,1
2020-05-16,3
2020-05-19,1
2020-05-20,1
2020-05-22,2
2020-05-24,1
2020-05-26,2
2020-05-27,2
2020-05-28,1
2020-05-30,1
2020-06-01,1
2020-06-02,2
2020-06-03,1
2020-06-04,1
2020-06-05,4
2020-06-06,4
2020-06-07,2
2020-06-08,1
2020-06-09,3
2020-06-10,1
2020-06-11,3
2020-06-12,3
2020-06-13,3
2020-06-14,4
2020-06-15,1
2020-06-16,1
