"estimate","lower","upper","onset_date","n.reported"
6,6,6,2020-05-09,6
1,1,3,2020-05-10,1
5,5,8,2020-05-11,5
5,5,8,2020-05-12,5
6,5,9,2020-05-13,5
8,7,11,2020-05-14,7
4,3,7,2020-05-15,3
6,5,9,2020-05-16,5
4,3,8,2020-05-17,3
6,5,10,2020-05-18,5
8,6,12,2020-05-19,6
8,5,13,2020-05-20,5
10,6,16,2020-05-21,6
13,9,21,2020-05-22,8
14,9,22,2020-05-23,7
17,11,27,2020-05-24,9
14,8,25,2020-05-25,6
13,7,23,2020-05-26,4
14,8,26,2020-05-27,5
13,6,25,2020-05-28,3
17,8,30,2020-05-29,4
28,17,46,2020-05-30,10
33,20,55,2020-05-31,10
31,18,52,2020-06-01,8
26,13,47.0249999999996,2020-06-02,3
43,26,72,2020-06-03,11
43,24,74,2020-06-04,7
50,29,86,2020-06-05,9
48,27,86.0249999999996,2020-06-06,7
44,21,83,2020-06-07,2
55,28,103,2020-06-08,5
59,28,118,2020-06-09,1
93,47,183,2020-06-10,7
116,56,242,2020-06-11,7
130,63,272,2020-06-12,7
120,56,252,2020-06-13,4
112,48,238,2020-06-14,2
108,41.9750000000002,247,2020-06-15,NA
123,46,318.025,2020-06-16,1
141,48,437,2020-06-17,2
