"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-10,1
1,1,1,2020-05-11,1
0,0,0,2020-05-12,NA
1,1,1,2020-05-13,1
1,1,1,2020-05-14,1
0,0,1,2020-05-15,NA
2,2,3,2020-05-16,2
0,0,1,2020-05-17,NA
0,0,2,2020-05-18,NA
2,2,4,2020-05-19,2
2,2,5,2020-05-20,2
1,1,4,2020-05-21,1
2,2,5,2020-05-22,2
2,1,5,2020-05-23,1
2,1,5,2020-05-24,1
1,0,5,2020-05-25,NA
3,2,8,2020-05-26,2
4,2,9,2020-05-27,2
4,2,9,2020-05-28,2
2,0,7,2020-05-29,NA
4,2,10,2020-05-30,2
3,0,9,2020-05-31,NA
7,3,16,2020-06-01,3
9,5,20,2020-06-02,4
9,4,21,2020-06-03,3
10,4,23,2020-06-04,2
12,5,28,2020-06-05,3
15,7,33,2020-06-06,4
15,6,34,2020-06-07,3
15,6,36,2020-06-08,2
22,10,46,2020-06-09,5
22,9,50,2020-06-10,3
26,11,58,2020-06-11,4
26,10,61,2020-06-12,2
34,15,78,2020-06-13,4
43,19,97.0249999999996,2020-06-14,6
43,18,100,2020-06-15,4
49,21,115,2020-06-16,6
43,16,110,2020-06-17,2
47,17,133,2020-06-18,2
