"dt_notific","n.notific"
2020-02-27,1
2020-03-18,1
2020-03-22,1
2020-04-17,1
2020-04-21,1
2020-04-23,2
2020-04-28,1
2020-05-01,1
2020-05-04,1
2020-05-05,1
2020-05-08,1
2020-05-10,1
2020-05-11,4
2020-05-12,2
2020-05-13,1
2020-05-14,4
2020-05-15,5
2020-05-18,2
2020-05-19,1
2020-05-20,2
2020-05-21,4
2020-05-22,2
2020-05-24,1
2020-05-26,8
2020-05-27,5
2020-05-28,7
2020-05-29,3
2020-05-30,5
2020-05-31,2
2020-06-01,4
2020-06-02,3
2020-06-03,2
2020-06-04,1
2020-06-06,5
2020-06-08,3
2020-06-09,4
2020-06-10,8
2020-06-11,14
2020-06-12,2
2020-06-13,3
2020-06-14,9
2020-06-15,15
2020-06-16,17
2020-06-17,14
2020-06-18,7
2020-06-19,5
2020-06-20,4
2020-06-22,2
2020-06-23,6
2020-06-24,2
2020-06-29,5
2020-07-01,2
2020-07-02,3
2020-07-06,1
