"estimate","lower","upper","onset_date","n.reported"
6,6,6,2020-05-23,6
4,4,4,2020-05-24,4
8,8,8,2020-05-25,8
10,10,10,2020-05-26,10
6,6,6,2020-05-27,6
6,6,7,2020-05-28,6
3,3,4,2020-05-29,3
5,5,7,2020-05-30,5
7,7,9,2020-05-31,7
3,3,5,2020-06-01,3
5,5,7,2020-06-02,5
6,6,9,2020-06-03,6
4,4,7,2020-06-04,4
10,10,13,2020-06-05,10
5,4,8,2020-06-06,4
7,6,10,2020-06-07,6
10,9,13,2020-06-08,9
4,3,7,2020-06-09,3
6,5,10,2020-06-10,5
6,4,9.02499999999964,2020-06-11,4
11,9,15,2020-06-12,9
10,8,14,2020-06-13,8
11,9,15,2020-06-14,9
10,7,14,2020-06-15,7
12,9,17,2020-06-16,9
10,7,15,2020-06-17,7
13,10,18,2020-06-18,10
13,9,18,2020-06-19,9
8,4,13,2020-06-20,4
12,9,17,2020-06-21,8
6,3,12,2020-06-22,2
9,6,15,2020-06-23,5
12,8,18,2020-06-24,7
6,2,13,2020-06-25,1
11,6,18,2020-06-26,5
16,11,23,2020-06-27,9
11,6,19,2020-06-28,4
12,6,20,2020-06-29,4
12,6,21,2020-06-30,3
13,6,23,2020-07-01,3
