faixas,Estimate,Q2.5,Q97.5
0 a 9,0.34462964147109304,0.291100066949881,0.4004572233962544
10 a 19,0.2965406807840753,0.23761411899045023,0.36263046753713185
20 a 29,0.2586346161330542,0.23176176991616265,0.2870579965680502
30 a 39,0.284567036019858,0.2687260691174419,0.3015476762620299
40 a 49,0.29528410847235936,0.28149639030676915,0.3094478610406999
50 a 59,0.3335270138428632,0.320672413132231,0.34648457653572595
60 a 69,0.39168480809314854,0.37762503628809785,0.4060110777129674
70 a 79,0.42997502594968656,0.4137268054886235,0.44573156324215674
80+,0.4177288824961278,0.40066503042085533,0.4347922308374367
