faixas,2.5%,20%,50%,80%,97.5%
0 a 9,0.3483326193596214,2.577465313585269,7.30461445218374,15.84992737008233,34.23482563771567
10 a 19,0.432930927536161,3.1790770159087365,9.039241749844377,19.657354071193183,42.21769712304502
20 a 29,0.4457933269648103,3.326854536292905,9.419333161651792,20.387652680561168,43.547733182427706
30 a 39,0.47371153583689957,3.4929468788716274,9.837599713560213,21.32097079442031,45.64694863082964
40 a 49,0.4841996239735292,3.583594696065374,10.122287618898017,21.951033990112343,47.11813387072297
50 a 59,0.50556470023415645,3.6945856041728105,10.46827405169985,22.674126573628218,48.480332389074135
60 a 69,0.5015768073666493,3.7007410265970213,10.469306311274753,22.658437844373296,48.55908554072079
70 a 79,0.4811830194892291,3.5317333513451246,10.00089115160035,21.61002520836453,46.240462341758494
80+,0.43174721892439427,3.1789378201051264,9.033216769772121,19.589008926563437,42.09597842985682
