faixas,2.5%,20%,50%,80%,97.5%
0 a 9,0.6462220005099113,4.66569485067925,12.974386720518261,27.75390188857793,58.623191401673985
10 a 19,0.6198691836786617,4.424961041028412,12.32342086328191,26.338118894605458,55.78853370853551
20 a 29,0.6244778706950208,4.4372656765787495,12.374245679844632,26.56001833406043,56.125689759134126
30 a 39,0.630810000958876,4.429809186207373,12.327396591726004,26.49905439775931,55.93933122856658
40 a 49,0.6094256588226639,4.368501847026056,12.22430845161923,26.211615231381565,55.593644155186404
50 a 59,0.6084958656422652,4.368480096851206,12.22391604992661,26.251534140903328,55.59570086197531
60 a 69,0.5909240304000247,4.216272389458452,11.766950616013776,25.26965969953914,53.41119647216302
70 a 79,0.5737352245340931,4.057826250669755,11.32429202148376,24.29290603261455,51.84474804237021
80+,0.5104759973152938,3.5931208657586398,9.985921396873044,21.428081113365394,45.412082368413174
