faixas,Estimate,Q2.5,Q97.5
0 a 9,0.1768206344961713,0.09368185931672685,0.2916167857860519
10 a 19,0.38039333018549903,0.23088336317589878,0.5474155789226088
20 a 29,0.2654219582106411,0.20010320954200828,0.33915999250546314
30 a 39,0.2977792688505046,0.2613990787613391,0.33487133181253087
40 a 49,0.32930829459813715,0.29951967772140015,0.36010746580190195
50 a 59,0.47327586542183536,0.44492400947823635,0.501425879694159
60 a 69,0.6529872261325608,0.6273167818577018,0.6777913567112956
70 a 79,0.742889358730057,0.7172001593057842,0.7675886096355566
80+,0.8123649859156391,0.78720498178293,0.8357134257090807
