faixas,Estimate,Q2.5,Q97.5
0 a 9,0.09430351296136426,0.07675465952264485,0.1147613414515677
10 a 19,0.1641561000195071,0.12143374107364782,0.21468159475266457
20 a 29,0.24986733787285118,0.21324485763758672,0.2883189283984254
30 a 39,0.27010663808336427,0.24497617393857787,0.29667199901177155
40 a 49,0.3374526881899104,0.31469643365492717,0.3609218235169949
50 a 59,0.4608459873263342,0.4396146593657916,0.4822728212481091
60 a 69,0.6045172961503087,0.585151602785542,0.6230688381574121
70 a 79,0.647453301260593,0.6280614551840967,0.6661947799454313
80+,0.6913238642718449,0.6714895982585085,0.710749610142493
