faixas,Estimate,Q2.5,Q97.5
0 a 9,0.09892054947227145,0.08221056855767238,0.11773879002569647
10 a 19,0.16777675939319037,0.1301088829731646,0.2120930917134111
20 a 29,0.23504043613742556,0.204970082047361,0.26675054054381203
30 a 39,0.25581914884475754,0.23503191396445972,0.277521061812804
40 a 49,0.33344726371128924,0.3142409849410055,0.35245103995613575
50 a 59,0.4529605546768529,0.4352554079434852,0.4703666689477345
60 a 69,0.5941639698794965,0.5785368968272744,0.6100369166408212
70 a 79,0.6482606802388244,0.6324966672929977,0.6635545600601794
80+,0.6873554942008069,0.6717976571687067,0.7031665144689775
