faixas,2.5%,20%,50%,80%,97.5%
0 a 9,0.28765188112317797,1.5485068545719218,3.7363046438281544,7.184417351363158,13.725561482356277
10 a 19,0.3085310407983616,1.6717239852884502,4.028711206684049,7.737557201125141,14.752732277831972
20 a 29,0.37335958113572787,2.0512998527226465,4.9380566724986386,9.522342809308313,18.03156517742486
30 a 39,0.4124524499147223,2.2455944066472164,5.388972936131939,10.342322901035852,19.671127081834584
40 a 49,0.4305175000779933,2.309814460913636,5.547850194788614,10.666770344444586,20.21442628618577
50 a 59,0.4251296533169556,2.3128177542209825,5.549461337182834,10.647948641228407,20.19850852572415
60 a 69,0.4047905081688118,2.2108891285824632,5.3104244664367926,10.182602697073149,19.422209272036355
70 a 79,0.37663659526141136,2.023635956352744,4.866854829136136,9.356103336335881,17.793971389724142
80+,0.33268322631195874,1.776803909473586,4.262030528824003,8.189348487305878,15.61396669033697
