faixas,Estimate,Q2.5,Q97.5
0 a 9,0.021493733079897492,0.008396105473660063,0.046009802369410616
10 a 19,0.049825800869945376,0.0239780424635701,0.09294742123953313
20 a 29,0.022690462801556694,0.014193375740948873,0.03494053104362152
30 a 39,0.05093875272386271,0.0429149397575767,0.059895673682066615
40 a 49,0.08271324958703252,0.07401387403249123,0.09183128919143817
50 a 59,0.13998753619691653,0.1295143985220529,0.15080564888268258
60 a 69,0.2688630394236501,0.2545643838850605,0.28354926824189525
70 a 79,0.37084019054119904,0.352641660884211,0.3895499782334354
80+,0.5785499399914048,0.5587846834003851,0.5982686253737832
