faixas,2.5%,20%,50%,80%,97.5%
0 a 9,0.05904802396689397,0.5400333689674073,1.7155535211378998,4.067421897755995,9.672741508541886
10 a 19,0.0809183441686038,0.7473577678078849,2.3724310586760478,5.638884874243133,13.363870601309051
20 a 29,0.09243031347127137,0.8422425288918507,2.6759131970913286,6.314300602508217,14.766150920716234
30 a 39,0.07504308634227441,0.6883694751440667,2.176714909046075,5.122321767498704,11.904114931432856
40 a 49,0.08107278877546742,0.7604113613751633,2.410666423827556,5.682469888344032,13.178934133876076
50 a 59,0.09805898162596971,0.9051145757225687,2.8525687930637,6.718874472618173,15.62725164149872
60 a 69,0.09886345801943876,0.9198046768849074,2.907109664205575,6.841471721882249,15.915400434948285
70 a 79,0.12319733098615843,1.10410225529625,3.4819969354851077,8.208352542115538,18.986134289302374
80+,0.12225910479860883,1.1290528720651474,3.575170041500995,8.437279957198156,19.738315546025287
