faixas,Estimate,Q2.5,Q97.5
0 a 9,0.015034660871156024,0.010330648984715902,0.021044667245270255
10 a 19,0.03153918332668108,0.020196596228087667,0.04750321333124903
20 a 29,0.04687861662286915,0.03700680915065767,0.058471085226315896
30 a 39,0.05526889826436707,0.0479801938511841,0.06349689238309435
40 a 49,0.09346806158384383,0.08488490450134348,0.1028093614589802
50 a 59,0.15510628640957813,0.1448686268239358,0.16577627767260128
60 a 69,0.2709276071076771,0.2579982893982908,0.2841807973704738
70 a 79,0.333425053067786,0.3186631191592033,0.3488199065619604
80+,0.49087251764487144,0.47450061785069847,0.5074017880683743
