faixas,Estimate,Q2.5,Q97.5
0 a 9,0.05344182249209927,0.033716591519411095,0.07049065102022789
10 a 19,0.0557782123717458,0.036346658060055895,0.07351572685799956
20 a 29,0.062046766605488905,0.0507056505659353,0.0741267015797582
30 a 39,0.05991579902036003,0.0527677648480248,0.06736072582056421
40 a 49,0.060442025619043355,0.05443684006728315,0.06688965638173111
50 a 59,0.0600204297506001,0.054264534978468705,0.06598996450176389
60 a 69,0.06691552001596665,0.06109010295911381,0.0735742926064759
70 a 79,0.07388847585347319,0.06642487533179958,0.08216407509320955
80+,0.07130185773794633,0.06366926384350795,0.07998170795941406
