faixas,Estimate,Q2.5,Q97.5
0 a 9,0.19620659289237247,0.1098921379006997,0.3117108170314551
10 a 19,0.3905414635203559,0.2558194867083737,0.5396373714308368
20 a 29,0.2632152741390382,0.20188284272005,0.3315115410614744
30 a 39,0.2975809889719788,0.2619773852180884,0.3347281031793662
40 a 49,0.3328576489920745,0.3036146368197467,0.3632168205614948
50 a 59,0.48086317623207775,0.4544486724958893,0.5073358677800149
60 a 69,0.6523466610781801,0.6272473393716881,0.6763417816177638
70 a 79,0.7411786425229621,0.7164216760658176,0.7653669729141838
80+,0.8188980205922691,0.7955770626092065,0.8405655506498805
