faixas,2.5%,20%,50%,80%,97.5%
0 a 9,1.0558319553890407,4.963893230648344,11.050981138702447,20.093831213154534,36.26144799520579
10 a 19,1.100816320826546,5.134523018053871,11.418510075165933,20.74501905533233,37.39221027864748
20 a 29,1.1380985428321142,5.311259798526419,11.879280761636323,21.55999033455952,38.780845616842974
30 a 39,1.171749572417036,5.453104080249331,12.099408494167854,21.923334193366152,39.32212075984245
40 a 49,1.16328504925248,5.4680284178027145,12.22342496176082,22.17693870597177,39.75355570726557
50 a 59,1.2282485835303076,5.7224126207575035,12.74649109346326,23.101189741538597,41.41191317135468
60 a 69,1.2514813511155374,5.779424450088414,12.865217199092502,23.315200459387093,41.8601164191292
70 a 79,1.2018215984910594,5.536395759594137,12.311446680581522,22.290801205216418,40.0127815302539
80+,1.0727162542180593,4.949481374595094,11.022717164634976,19.956334607292987,35.777090110111494
