faixas,Estimate,Q2.5,Q97.5
0 a 9,0.016038731495423772,0.01118541847215543,0.02213153404331281
10 a 19,0.03225606387111003,0.021443937215880334,0.046798646873193156
20 a 29,0.0441834970002597,0.03519180793172597,0.0544711647715264
30 a 39,0.05790199317734945,0.05069001271955477,0.06573031960261386
40 a 49,0.09276189372123568,0.0849267339531465,0.10136680677075212
50 a 59,0.16200916850183197,0.15253432211903492,0.1718986639213754
60 a 69,0.2720087980233323,0.2602114932993802,0.2837932896091952
70 a 79,0.3405168504954217,0.32636754244361826,0.3547768128914105
80+,0.4901849881592635,0.47532503622588246,0.5050834387692972
