faixas,2.5%,20%,50%,80%,97.5%
0 a 9,0.05035872837662827,0.32621553545591386,0.865678212352159,1.7827607845449482,3.667637811123006
10 a 19,0.062096981793916727,0.4088487250580438,1.0851630743158158,2.243568659165312,4.605950151824802
20 a 29,0.054880946570160176,0.3548715242474384,0.9393050485084697,1.9404103632883747,3.9746023553704832
30 a 39,0.06060987634200624,0.40195601302623096,1.0625065891383416,2.1876780722548266,4.4644513073418555
40 a 49,0.052946138913147714,0.3497102378175885,0.9259380492864431,1.9045839315263877,3.8965817192681604
50 a 59,0.05576850205519381,0.35866567748061773,0.9485013524777959,1.9605226853646016,4.003253040331152
60 a 69,0.05909517425250124,0.38267211926869854,1.0084026603448455,2.0835085764820747,4.245202022780515
70 a 79,0.06293888803144874,0.408642991194241,1.0845629523323073,2.237354332110797,4.567820787565842
80+,0.06996528263627237,0.4488526467031933,1.1857483610193682,2.447958198649516,4.9823170548539135
