faixas,2.5%,20%,50%,80%,97.5%
0 a 9,1.8949500115318665,7.14922164704593,14.300367037325518,23.986344865389853,40.123121981486406
10 a 19,1.9336259091205472,7.31388972063035,14.640058065427429,24.533314929262005,40.974978587590726
20 a 29,1.8859132782175105,7.096786359333775,14.21173147174819,23.828607625695145,39.653944368520776
30 a 39,1.8929023863906866,7.1631090489205125,14.315399173921882,23.937655666945417,39.66228068362789
40 a 49,1.9269746327132293,7.247199004349332,14.515359787592963,24.225524134355275,40.19922175120551
50 a 59,1.983285479448817,7.514413809127398,15.002621098229184,25.110455500808726,41.68936066462559
60 a 69,2.0078859528974613,7.551786932919564,15.140044089008924,25.33932288962262,42.10594954869658
70 a 79,1.9187738722049075,7.246540015756697,14.482124129909014,24.20558213088993,40.18867008581591
80+,1.6715271424320504,6.344750850876267,12.697407902103187,21.26855802410875,35.242300889417514
