faixas,Estimate,Q2.5,Q97.5
0 a 9,0.024380334515766055,0.0068424069579430405,0.06398443538142501
10 a 19,0.060517204898395294,0.024845783238343307,0.1257976327013427
20 a 29,0.027120912692909827,0.015354392338004319,0.04435299120901532
30 a 39,0.05680486971211171,0.046120596149863885,0.06877330049466734
40 a 49,0.08580890211835406,0.07448656018062222,0.09807127072352266
50 a 59,0.14265646971996712,0.12936474231210562,0.15686687207330327
60 a 69,0.29291955694307564,0.2735850918968646,0.3125633140150816
70 a 79,0.3982725100980078,0.3737394423454742,0.42342105473269703
80+,0.6100910356306989,0.58402815722018,0.6351200396550211
