faixas,2.5%,20%,50%,80%,97.5%
0 a 9,0.7090414015220232,5.2345372058116,14.869848891586127,32.23556006517273,68.92918567271873
10 a 19,0.6200584356578228,4.631206099468937,13.160788956560818,28.627919811372156,61.52819130624797
20 a 29,0.6008683649850408,4.515871082839389,12.788399379394395,27.703042117064516,59.37230973829508
30 a 39,0.5738769588455637,4.28710679153145,12.209910568563153,26.544861443403263,56.65621622491371
40 a 49,0.5893017210879468,4.440465038021222,12.5509117902552,27.2090701451133,58.3575865869871
50 a 59,0.6028503603717098,4.48734869702611,12.724408852227844,27.54119591018538,58.79130888132997
60 a 69,0.583497661988257,4.262074440321025,12.083279040855249,26.24384319896975,56.34534104780458
70 a 79,0.5534877867792443,4.064238311783301,11.487090808920941,24.917637054214822,53.411016442140834
80+,0.49455391472617816,3.6216615058252515,10.282901180073743,22.283256643387016,47.79994297807687
