faixas,Estimate,Q2.5,Q97.5
0 a 9,0.3369957631204784,0.29135892637327315,0.38392876368912915
10 a 19,0.3030070614175884,0.25460164138682306,0.3572803120342162
20 a 29,0.2551039148057491,0.23253957702339967,0.27785702764489423
30 a 39,0.27497404162886574,0.26240169212147096,0.2880096897505462
40 a 49,0.2882477649817244,0.27682853821531445,0.29955681920934024
50 a 59,0.33354903376380324,0.3225322708517884,0.34449093691210536
60 a 69,0.3865791415374403,0.3751075250757963,0.3981985243074707
70 a 79,0.42864883315470254,0.4159275615575166,0.44175198570916896
80+,0.4160227117181492,0.4025941965843936,0.4298520126792348
