faixas,2.5%,20%,50%,80%,97.5%
0 a 9,0.43260025274839026,1.9145790666231441,4.154252979650183,7.38312840991426,13.065631047567674
10 a 19,0.5009575495690132,2.2261841809496654,4.837430523141355,8.61406744483645,15.235253896366286
20 a 29,0.5673573056869625,2.518384389452364,5.450841324482617,9.702455059196929,17.094718921098412
30 a 39,0.6117129277837267,2.6902041527279876,5.871538128221625,10.450699102425308,18.446925337175276
40 a 49,0.6242999261855723,2.7768771103094667,6.0240385458070715,10.703957184245898,18.889084625382498
50 a 59,0.6525875986809243,2.865719271816655,6.18962337608091,11.009128289967437,19.374879322227937
60 a 69,0.6241772307374006,2.7317398397029535,5.914825563771159,10.506717394239358,18.5146711585947
70 a 79,0.5881967646338508,2.6311448642102735,5.704972791629526,10.137287400523634,17.90739967302761
80+,0.5067733784585443,2.2342149252184376,4.850166163171279,8.604869902702388,15.151723429877427
