"estimate","lower","upper","onset_date","n.reported"
9,9,9,2020-04-25,9
6,6,7,2020-04-26,6
4,4,6,2020-04-27,4
8,8,10,2020-04-28,8
4,4,6,2020-04-29,4
7,7,10,2020-04-30,7
11,11,14,2020-05-01,11
12,12,15,2020-05-02,12
4,3,6.02499999999964,2020-05-03,3
12,11,15,2020-05-04,11
12,11,15,2020-05-05,11
5,4,8,2020-05-06,4
9,8,12,2020-05-07,8
8,7,12,2020-05-08,7
6,5,10,2020-05-09,5
11,10,15,2020-05-10,10
8,7,12,2020-05-11,7
9,7,13,2020-05-12,7
9,7,13,2020-05-13,7
8,6,13,2020-05-14,6
15,12,20,2020-05-15,12
11,7,16,2020-05-16,7
11,8,17,2020-05-17,7
15,11,21,2020-05-18,10
9,5,16,2020-05-19,4
14,10,21,2020-05-20,8
10,6,17,2020-05-21,4
11,6,18,2020-05-22,4
11,5,18,2020-05-23,3
10,5,18,2020-05-24,2
13,7,22,2020-05-25,4
14,8,23,2020-05-26,4
11,5,21,2020-05-27,1
12,5,22,2020-05-28,1
12,5,23,2020-05-29,1
11,4,23,2020-05-30,NA
11,4,24,2020-05-31,NA
12,4,24,2020-06-01,NA
12,4,24,2020-06-02,NA
12,4,25,2020-06-03,NA
