"estimate","lower","upper","onset_date","n.reported"
17,17,17,2020-04-26,17
9,9,10,2020-04-27,9
18,18,20,2020-04-28,18
15,15,17,2020-04-29,15
20,20,22,2020-04-30,20
33,33,36,2020-05-01,33
24,24,27,2020-05-02,24
15,15,18,2020-05-03,15
38,37,41,2020-05-04,37
30,29,33,2020-05-05,29
23,22,26,2020-05-06,22
16,15,19,2020-05-07,15
16,15,20,2020-05-08,15
28,26,32,2020-05-09,26
33,31,37,2020-05-10,31
26,24,30,2020-05-11,24
25,23,30,2020-05-12,23
25,22,29,2020-05-13,22
27,24,32,2020-05-14,24
35,32,41,2020-05-15,31
18,14,25,2020-05-16,13
34,30,41,2020-05-17,28
25,20,31,2020-05-18,18
22,16,29,2020-05-19,14
34,29,42,2020-05-20,25
28,23,36,2020-05-21,19
18,12,26,2020-05-22,9
23,16,31,2020-05-23,12
26,19,36,2020-05-24,14
31,23,41,2020-05-25,17
25,17,35,2020-05-26,10
23,15,33,2020-05-27,7
25,16,37,2020-05-28,7
28,18,42,2020-05-29,9
21,11,35,2020-05-30,2
21,10,35,2020-05-31,2
19,7,35,2020-06-01,NA
20,7,37,2020-06-02,NA
20,6,40,2020-06-03,NA
20,6,42,2020-06-04,NA
