"estimate","lower","upper","onset_date","n.reported"
4,4,4,2020-05-01,4
1,1,1,2020-05-02,1
1,1,1,2020-05-03,1
3,3,3,2020-05-04,3
5,5,5,2020-05-05,5
3,3,4,2020-05-06,3
4,4,5,2020-05-07,4
4,4,5,2020-05-08,4
5,5,6,2020-05-09,5
4,4,5,2020-05-10,4
3,3,5,2020-05-11,3
2,2,4,2020-05-12,2
2,2,4,2020-05-13,2
8,8,11,2020-05-14,8
6,6,9,2020-05-15,6
6,6,9,2020-05-16,6
3,3,6,2020-05-17,3
4,3,7,2020-05-18,3
3,2,6,2020-05-19,2
6,5,10,2020-05-20,5
7,6,11,2020-05-21,6
8,6,12,2020-05-22,6
6,4,10,2020-05-23,4
8,6,13,2020-05-24,6
9,6,14,2020-05-25,6
11,8,17,2020-05-26,8
7,4,13,2020-05-27,4
5,2,11,2020-05-28,2
9,5,15,2020-05-29,5
9,6,16,2020-05-30,5
7,3,13,2020-05-31,2
9,5,16,2020-06-01,4
12,7,20,2020-06-02,6
11,7,20,2020-06-03,5
16,11,25,2020-06-04,9
9,4,17,2020-06-05,3
6,1,13,2020-06-06,NA
6,1,13,2020-06-07,NA
8,3,16,2020-06-08,2
7,1,16,2020-06-09,NA
